Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SAURSH1000_RS08490	278	278	320	430	298	341	450	215	352	495	205	242	256	312	130	112	96	60	76	110	23	host	gene-SAURSH1000_RS08490
gene-SAURSH1000_RS12215	92	128	64	76	112	68	78	104	79	62	107	48	36	73	17	21	30	10	22	33	8	host	gene-SAURSH1000_RS12215
gene-SAURSH1000_RS04795	66	210	99	90	352	95	107	182	69	206	174	33	326	942	39	123	225	22	71	208	12	host	purQ
gene-SAURSH1000_RS10820	7	3	6	7	8	4	13	5	8	3	8	1	6	5	0	1	1	1	0	1	0	host	gene-SAURSH1000_RS10820
gene-SAURSH1000_RS01080	423	156	571	347	13	323	328	14	272	311	21	188	101	43	79	17	22	11	14	43	25	host	gene-SAURSH1000_RS01080
gene-SAURSH1000_RS04255	612	480	453	1044	700	532	975	783	606	759	777	372	349	520	113	168	147	55	194	159	37	host	lepB
gene-SAURSH1000_RS05705	23	20	28	51	11	40	40	16	24	53	20	11	30	17	7	1	6	4	1	6	4	host	gene-SAURSH1000_RS05705
gene-SAURSH1000_RS09940	56	9	58	82	14	56	82	13	48	67	25	28	41	24	17	11	20	6	6	10	5	host	gene-SAURSH1000_RS09940_gene_thiD
gene-SAURSH1000_RS03250	407	608	513	532	399	605	437	309	430	794	279	192	783	415	215	183	192	51	104	156	26	host	gene-SAURSH1000_RS03250
gene-SAURSH1000_RS12290	479	544	609	626	639	493	787	407	522	543	411	347	392	506	196	193	180	109	96	160	45	host	gene-SAURSH1000_RS12290
gene-SAURSH1000_RS13060	7	90	6	4	10	5	12	11	8	9	19	4	19	67	9	2	6	6	4	7	0	host	gene-SAURSH1000_RS13060
gene-SAURSH1000_RS07440	1362	1332	1462	1643	1798	1409	1967	1922	1532	1467	2122	642	684	1488	312	291	360	129	230	439	80	host	mtaB
gene-SAURSH1000_RS11460	41	27	50	86	37	70	79	27	49	77	40	43	52	46	21	17	22	18	20	22	7	host	gene-SAURSH1000_RS11460
gene-CPT_phageK_gp044	1	0	0	7	0	3	137	19	142	627	171	435	542	465	311	150	126	163	96	81	126	phage	gene-CPT_phageK_gp044
gene-SAURSH1000_RS05230	100	76	120	181	86	75	172	115	70	225	270	37	227	349	25	158	189	28	179	209	37	host	ecb
gene-CPT_phageK_gp188	0	0	0	27	0	0	0	1	0	1	1	5	6	6	6	588	227	1604	4355	1766	3212	phage	gene-CPT_phageK_gp188
gene-SAURSH1000_RS02225	2053	1679	2151	2569	1617	2209	3140	2025	1870	2736	2414	1131	1484	2319	667	496	644	300	346	757	156	host	gene-SAURSH1000_RS02225
gene-SAURSH1000_RS06590	507	803	563	863	496	663	955	447	564	897	548	357	700	690	238	201	280	151	137	308	75	host	gene-SAURSH1000_RS06590
gene-SAURSH1000_RS01120	0	1	0	1	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	host	gene-SAURSH1000_RS01120
gene-SAURSH1000_RS03680	1086	1787	1183	1310	1496	1295	1401	2012	989	1506	2258	684	1240	1801	559	431	626	280	243	648	167	host	uvrA
gene-SAURSH1000_RS04895	3114	4349	2794	5434	3821	2866	5075	3313	3197	4997	3515	1911	2839	3655	901	1011	1122	403	828	1116	202	host	gene-SAURSH1000_RS04895
gene-SAURSH1000_RS06240	5694	8225	5387	6330	6010	4846	8760	5584	5525	7144	6372	3129	4355	6736	1839	2000	2175	1060	1084	2483	581	host	tkt
gene-SAURSH1000_RS06545	230	302	200	440	378	253	334	181	263	310	128	123	209	121	38	84	63	20	50	56	8	host	msaA
gene-SAURSH1000_RS11265	198	172	150	295	222	172	318	240	168	340	337	102	201	333	58	67	97	30	53	83	18	host	gene-SAURSH1000_RS11265
gene-SAURSH1000_RS04570	637	557	415	1303	661	394	1230	726	563	879	725	358	452	444	128	151	120	52	201	124	26	host	gene-SAURSH1000_RS04570
gene-SAURSH1000_RS01845	6	7	3	7	6	4	9	5	3	14	2	4	4	4	1	1	2	0	0	0	0	host	gene-SAURSH1000_RS01845
gene-SAURSH1000_RS09455	354	424	396	551	443	440	720	467	398	739	546	230	414	484	116	93	137	32	83	139	22	host	gene-SAURSH1000_RS09455
gene-SAURSH1000_RS11775	26	35	33	29	70	32	41	43	34	42	31	18	21	31	10	5	12	2	3	10	2	host	gene-SAURSH1000_RS11775
gene-CPT_phageK_gp113	1	0	0	20	0	1	127	11	79	1986	276	2578	6428	4076	4947	3200	3039	3071	1729	1488	1133	phage	gene-CPT_phageK_gp113
gene-SAURSH1000_RS07460	11831	3276	13579	11285	3652	16106	7898	3558	7974	8078	3928	5347	4579	2940	3537	1325	1034	2143	775	1430	1462	host	dnaK
gene-SAURSH1000_RS01200	3	3	4	6	4	4	12	9	5	13	13	5	2	11	1	2	3	4	0	4	0	host	esaB
gene-SAURSH1000_RS07655	685	498	550	756	920	606	990	999	764	691	1079	320	343	727	173	144	242	88	137	218	49	host	mnmA
gene-CPT_phageK_gp092	0	0	0	5	0	0	90	6	47	1486	238	1479	2864	2168	1898	604	733	819	355	324	418	phage	gene-CPT_phageK_gp092
gene-SAURSH1000_RS07105	349	414	212	490	466	227	431	434	275	359	528	203	182	321	95	70	94	36	70	60	22	host	gene-SAURSH1000_RS07105
gene-SAURSH1000_RS04955	129	54	75	191	98	126	223	196	131	302	388	98	119	225	36	46	69	7	60	65	12	host	gene-SAURSH1000_RS04955
gene-SAURSH1000_RS07990	359	470	436	552	438	526	745	365	561	830	435	260	606	667	214	176	255	74	115	203	30	host	gene-SAURSH1000_RS07990
gene-SAURSH1000_RS03715	441	1020	573	503	847	690	557	634	471	695	509	282	756	725	340	240	313	145	119	260	83	host	gene-SAURSH1000_RS03715
gene-SAURSH1000_RS01580	231	178	196	316	209	157	263	270	214	242	309	97	103	191	38	40	42	18	36	45	15	host	gene-SAURSH1000_RS01580
gene-SAURSH1000_RS01100	118	123	113	117	57	117	174	49	158	175	66	103	155	138	64	63	57	30	37	47	19	host	rbsK
gene-SAURSH1000_RS04710	14	12	11	20	18	12	20	15	10	14	22	9	11	15	1	10	4	1	7	4	0	host	gene-SAURSH1000_RS04710
gene-SAURSH1000_RS09750	12	37	7	11	24	7	15	15	8	11	17	7	8	9	6	5	6	3	3	2	5	host	leuD
gene-SAURSH1000_RS04365	72	375	67	67	211	80	87	136	58	116	85	33	141	205	31	27	49	16	15	28	15	host	gene-SAURSH1000_RS04365
gene-SAURSH1000_RS05225	1	3	3	1	5	3	5	3	0	2	2	1	1	3	0	0	2	0	0	1	0	host	gene-SAURSH1000_RS05225
gene-SAURSH1000_RS10480	657	902	884	789	1069	828	859	757	822	675	616	469	398	546	250	246	189	150	127	208	92	host	gene-SAURSH1000_RS10480
gene-SAURSH1000_RS03015	1723	3218	2081	2894	1923	2429	3346	1029	3065	2259	452	868	1002	595	337	223	207	109	205	355	71	host	gene-SAURSH1000_RS03015
gene-SAURSH1000_RS12880	99	89	102	172	50	69	159	58	95	248	89	53	198	126	40	32	46	13	18	48	6	host	gene-SAURSH1000_RS12880
gene-SAURSH1000_RS05900	325	292	424	421	538	490	519	444	407	492	437	217	212	290	81	79	85	43	69	107	21	host	gene-SAURSH1000_RS05900
gene-SAURSH1000_RS12770	28	43	37	58	17	40	71	25	50	64	33	26	26	33	12	8	9	1	0	11	1	host	gene-SAURSH1000_RS12770
gene-SAURSH1000_RS10255	2774	4760	3172	3674	1273	3201	4520	1444	3344	3764	2436	2137	2905	3071	1231	1203	1409	587	579	1779	279	host	glmS
gene-SAURSH1000_RS10005	2941	1829	2834	3740	1351	3267	3865	1784	1948	4657	2529	1455	2951	3322	893	707	954	405	470	1102	225	host	gene-SAURSH1000_RS10005
gene-SAURSH1000_RS03380	227	343	354	444	336	434	429	266	361	674	269	268	621	360	201	154	203	99	131	146	56	host	csbB
gene-SAURSH1000_RS12935	86	76	59	113	97	83	138	192	64	121	249	41	62	145	24	13	17	12	15	48	9	host	asp2
gene-CPT_phageK_gp119	0	1	0	202	6	2	107	24	32	3291	665	6418	19354	16322	22618	22841	25320	30217	15494	22692	10257	phage	gene-CPT_phageK_gp119
gene-CPT_phageK_gp118	0	0	0	56	1	2	11	4	9	774	130	1363	5090	3579	5079	5506	6203	7307	4211	5481	2585	phage	gene-CPT_phageK_gp118
gene-SAURSH1000_RS04635	83	93	83	104	80	61	106	69	70	122	41	45	109	54	34	43	28	15	26	20	7	host	gene-SAURSH1000_RS04635
gene-SAURSH1000_RS08435	1258	1224	1309	2580	2018	1490	2634	2420	1733	1697	2742	865	690	1250	258	365	363	125	340	430	89	host	gene-SAURSH1000_RS08435
gene-SAURSH1000_RS09810	872	1178	989	1738	1013	1136	2001	1292	1174	2195	1765	682	1401	1852	417	283	546	166	188	462	84	host	gene-SAURSH1000_RS09810
gene-SAURSH1000_RS12230	240	101	238	338	85	220	437	114	199	411	110	131	238	175	77	56	47	27	30	50	13	host	gene-SAURSH1000_RS12230
gene-SAURSH1000_RS10990	29	7	31	22	2	23	26	6	21	18	5	15	5	5	11	1	2	2	1	4	1	host	gene-SAURSH1000_RS10990
gene-SAURSH1000_RS00970	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS00970
gene-SAURSH1000_RS02820	28	19	15	52	22	48	50	36	31	96	46	17	60	47	8	8	15	5	8	16	2	host	gene-SAURSH1000_RS02820
gene-SAURSH1000_RS09355	47	17	35	103	19	54	82	31	48	92	43	19	45	44	19	12	16	7	10	11	6	host	scpA
gene-SAURSH1000_RS03795	98271	59770	64964	81776	41718	36026	80194	35003	61239	64351	47133	45918	58369	67408	38929	83051	28695	52727	68087	44329	45819	host	ssrA
gene-SAURSH1000_RS04240	2993	3844	3305	3945	2737	3129	5204	2357	3539	3946	2430	2233	3101	4290	1564	1577	1772	853	937	1850	443	host	gene-SAURSH1000_RS04240
gene-SAURSH1000_RS06630	289	214	455	539	238	616	530	323	516	842	528	221	642	614	246	123	206	73	91	164	53	host	gene-SAURSH1000_RS06630
gene-SAURSH1000_RS05620	2901	3300	3097	3424	3608	3571	3907	4031	2865	3464	3809	1479	1216	1988	642	454	580	282	310	711	175	host	fabD
gene-SAURSH1000_RS00910	23	5	21	18	4	10	14	1	6	13	2	7	13	1	10	7	0	2	4	1	1	host	gene-SAURSH1000_RS00910
gene-SAURSH1000_RS03685	337	547	435	460	492	449	640	463	438	614	527	218	364	473	99	105	111	53	62	155	24	host	hprK
gene-SAURSH1000_RS12760	2	3	2	2	0	1	1	3	0	6	2	1	1	3	0	0	0	0	1	0	0	host	gene-SAURSH1000_RS12760
gene-SAURSH1000_RS04140	433	382	463	557	479	427	669	470	477	615	553	307	278	432	129	106	129	77	84	142	53	host	gene-SAURSH1000_RS04140
gene-SAURSH1000_RS00540	8	12	14	11	16	20	14	10	7	12	6	6	12	26	2	2	8	2	6	6	1	host	cap8E
gene-SAURSH1000_RS08565	86	31	91	94	23	113	120	30	55	128	37	45	64	57	19	14	22	8	6	29	5	host	gene-SAURSH1000_RS08565
gene-SAURSH1000_RS11535	37	2771	43	71	760	38	75	264	52	83	114	25	465	1551	23	666	1991	88	422	1243	25	host	narI
gene-SAURSH1000_RS12930	72	50	46	71	43	47	70	112	45	84	175	32	35	101	14	5	11	6	5	28	5	host	asp3
gene-SAURSH1000_RS04040	266	278	268	314	317	354	311	239	297	314	233	131	206	226	68	60	75	23	51	81	22	host	gene-SAURSH1000_RS04040
gene-SAURSH1000_RS05235	15	24	19	19	12	11	24	5	15	23	19	8	20	24	7	8	7	3	9	8	4	host	gene-SAURSH1000_RS05235
gene-CPT_phageK_gp010	0	0	0	5	0	3	161	13	131	672	191	436	507	457	293	142	118	159	110	67	111	phage	gene-CPT_phageK_gp010
gene-SAURSH1000_RS12575	48	198	70	67	130	84	76	50	62	122	57	41	247	162	78	70	157	32	40	73	15	host	gene-SAURSH1000_RS12575
gene-SAURSH1000_RS10970	57	63	54	81	64	59	78	92	66	99	107	41	39	83	14	11	23	9	15	23	5	host	gene-SAURSH1000_RS10970
gene-SAURSH1000_RS11720	2	2	4	4	5	3	1	7	2	4	7	4	3	7	1	2	2	0	0	1	0	host	bioD
gene-SAURSH1000_RS11000	174	52	185	188	57	177	158	71	160	122	77	86	66	70	38	27	19	27	13	33	11	host	ureC
gene-SAURSH1000_RS08965	10885	4030	5226	7072	3928	1886	7267	4472	4683	6620	7220	5121	3084	5192	2109	1449	636	1076	1033	995	555	host	gene-SAURSH1000_RS08965
gene-SAURSH1000_RS08550	1477	1411	2043	1815	685	2252	1753	693	1441	2515	687	1160	1993	1124	882	500	553	398	236	575	241	host	gene-SAURSH1000_RS08550
gene-SAURSH1000_RS10940	168	295	187	243	186	197	303	225	192	324	293	118	271	493	82	118	157	41	66	162	14	host	gene-SAURSH1000_RS10940
gene-CPT_phageK_gp164	0	0	0	0	0	0	28	1	10	311	37	151	396	143	156	138	86	122	98	65	62	phage	gene-CPT_phageK_gp164
gene-SAURSH1000_RS07090	423	111	772	517	69	753	451	79	341	578	60	205	498	171	207	106	126	85	57	159	49	host	gene-SAURSH1000_RS07090
gene-CPT_phageK_gp168	0	0	0	417	2	0	12	3	5	185	43	196	705	530	497	10037	5190	28495	49078	28100	49839	phage	gene-CPT_phageK_gp168
gene-SAURSH1000_RS11060	293	193	368	653	202	421	631	281	407	917	488	216	580	577	156	125	184	47	97	163	42	host	gene-SAURSH1000_RS11060
gene-CPT_phageK_gp033	0	0	0	14	2	4	379	44	309	2692	597	1809	3758	1866	1654	1041	903	1293	558	441	678	phage	gene-CPT_phageK_gp033
gene-SAURSH1000_RS05715	9	7	8	20	14	15	20	16	8	15	21	6	13	11	2	1	2	0	4	2	1	host	dprA
gene-SAURSH1000_RS00505	3	2	4	15	5	4	9	4	8	13	6	4	4	10	1	5	2	1	4	2	0	host	gene-SAURSH1000_RS00505
gene-SAURSH1000_RS05385	975	1000	1100	1359	892	1252	1421	1353	1077	1712	1912	549	991	1468	331	255	419	146	205	415	79	host	murD
gene-SAURSH1000_RS06605	182	180	251	308	133	280	341	178	214	485	227	145	435	388	125	72	143	27	71	118	19	host	arlS
gene-SAURSH1000_RS08060	1787	1189	1499	3240	844	1297	2954	691	1629	2779	1083	1270	2708	1825	934	1553	909	721	953	860	373	host	gene-SAURSH1000_RS08060
gene-SAURSH1000_RS03575	154	166	160	306	176	230	342	235	217	334	279	79	199	224	55	51	78	20	39	84	15	host	gene-SAURSH1000_RS03575
gene-SAURSH1000_RS08460	12	16	9	23	20	14	12	24	13	24	23	9	16	18	0	3	7	0	10	8	0	host	sdpA
gene-CPT_phageK_gp175	0	0	0	486	2	2	13	12	13	99	37	113	910	609	1139	18569	12443	34409	49363	35608	34860	phage	gene-CPT_phageK_gp175
gene-SAURSH1000_RS00420	110	101	74	139	84	86	144	92	93	112	119	48	54	78	19	30	21	5	22	28	2	host	gene-SAURSH1000_RS00420
gene-SAURSH1000_RS09150	328	496	370	664	495	505	658	539	434	839	500	246	525	487	114	104	190	40	102	174	22	host	gene-SAURSH1000_RS09150
gene-SAURSH1000_RS07735	580	620	546	1014	680	593	1092	886	708	1108	1279	381	521	1147	152	161	287	74	139	309	39	host	recJ
gene-SAURSH1000_RS00060	29	80	32	41	61	37	43	66	29	55	77	18	38	65	6	12	17	4	7	13	5	host	gene-SAURSH1000_RS00060
gene-SAURSH1000_RS05345	166	227	213	394	298	278	342	282	261	383	234	139	136	118	57	58	46	16	31	38	14	host	gene-SAURSH1000_RS05345
gene-CPT_phageK_gp101	0	1	0	102	2	5	289	25	112	5689	607	8022	21132	11120	15513	12679	12753	13638	9769	8693	6170	phage	gene-CPT_phageK_gp101
gene-SAURSH1000_RS01530	6	10	8	5	12	8	7	11	4	12	11	4	6	14	4	3	2	3	1	3	1	host	efeO
gene-SAURSH1000_RS08580	16	19	6	12	21	26	15	22	12	26	18	4	20	11	1	1	1	1	2	6	2	host	gene-SAURSH1000_RS08580
gene-SAURSH1000_RS03150	115	163	142	223	178	174	267	175	161	265	205	90	141	214	37	36	70	18	31	67	10	host	graR
gene-SAURSH1000_RS04445	106	163	145	181	131	142	284	163	210	274	199	84	153	248	84	45	70	22	30	59	16	host	gene-SAURSH1000_RS04445
gene-SAURSH1000_RS03145	134	184	161	253	218	205	262	178	205	307	253	113	160	239	50	42	72	22	31	63	12	host	graX
gene-SAURSH1000_RS06800	297	352	249	342	539	325	429	367	334	290	384	131	162	301	85	79	91	38	52	110	27	host	nth
gene-SAURSH1000_RS05810	1233	1205	957	1496	1477	1103	1270	2072	867	1636	2481	547	865	1465	324	258	428	161	212	460	93	host	nusA
gene-SAURSH1000_RS01905	199	303	229	342	289	314	335	323	196	635	405	107	392	354	108	72	151	37	64	146	15	host	gene-SAURSH1000_RS01905
gene-SAURSH1000_RS07325	3571	2852	4141	5752	2905	3665	5793	3292	4267	4666	4558	3159	3611	3969	1905	1805	1501	1236	1458	1336	572	host	gene-SAURSH1000_RS07325
gene-SAURSH1000_RS12060	46	50	37	76	67	45	86	45	39	77	36	25	51	34	8	26	17	3	8	17	3	host	scrA
gene-SAURSH1000_RS13230	8	18	4	8	7	4	13	4	2	17	9	6	43	73	4	12	22	3	6	22	2	host	gene-SAURSH1000_RS13230
gene-SAURSH1000_RS06245	1528	840	1065	2868	890	1003	2874	1011	1324	3052	1446	692	1301	943	265	336	206	133	345	241	74	host	gene-SAURSH1000_RS06245
gene-SAURSH1000_RS07880	348	743	226	496	409	423	582	465	322	830	594	172	554	890	111	160	302	66	95	250	27	host	gene-SAURSH1000_RS07880
gene-SAURSH1000_RS10885	72	60	54	115	65	56	110	79	48	130	115	51	97	139	15	35	62	9	35	50	10	host	sarV
gene-SAURSH1000_RS03620	877	789	620	1435	593	580	1368	635	731	874	799	434	517	766	189	258	160	50	190	193	42	host	fakB1
gene-SAURSH1000_RS04370	48	294	60	56	184	57	60	144	35	86	86	30	108	208	29	38	54	19	12	25	6	host	gene-SAURSH1000_RS04370
gene-SAURSH1000_RS09065	2734	889	1216	1208	902	678	1783	897	1083	822	1475	827	315	907	208	715	152	151	315	285	99	host	gene-SAURSH1000_RS09065
gene-SAURSH1000_RS10825	198	258	189	253	275	182	269	215	210	304	283	98	224	208	46	74	72	17	54	73	16	host	gene-SAURSH1000_RS10825
gene-SAURSH1000_RS00400	5	12	5	12	10	8	11	12	4	19	11	3	7	10	4	1	8	2	4	2	0	host	gene-SAURSH1000_RS00400
gene-SAURSH1000_RS09930	65	19	61	92	18	52	77	21	39	74	34	43	40	49	19	17	14	15	19	20	7	host	thiE
gene-SAURSH1000_RS04060	168	74	87	267	94	78	282	128	130	163	141	86	76	105	25	27	21	11	34	20	8	host	gene-SAURSH1000_RS04060
gene-CPT_phageK_gp139	0	0	0	12	0	0	59	4	31	1523	215	1536	5408	2751	3544	1338	1879	1545	657	758	567	phage	gene-CPT_phageK_gp139
gene-CPT_phageK_gp013	0	0	1	5	0	0	39	4	35	489	81	667	1658	758	1016	835	601	926	492	287	332	phage	gene-CPT_phageK_gp013
gene-SAURSH1000_RS09715	11	56	14	6	31	9	15	18	15	7	25	7	10	22	7	3	4	2	2	4	9	host	ilvD
gene-SAURSH1000_RS10265	279	2326	927	350	491	923	284	247	648	385	214	230	373	572	154	122	262	103	81	337	51	host	gene-SAURSH1000_RS10265
gene-SAURSH1000_RS13250	393	473	395	479	683	443	538	833	345	441	1018	179	238	511	87	103	147	47	70	152	35	host	mnmE
gene-SAURSH1000_RS09265	252	2670	172	408	3390	123	575	3461	196	748	3746	187	768	2368	131	548	661	147	399	582	90	host	ftnA
gene-SAURSH1000_RS06040	4	4	1	7	5	4	9	4	3	17	7	2	6	4	0	0	1	0	2	1	1	host	gene-SAURSH1000_RS06040
gene-SAURSH1000_RS01095	12	6	8	11	2	18	4	1	10	8	1	5	4	3	0	1	0	0	0	1	1	host	gene-SAURSH1000_RS01095
gene-SAURSH1000_RS02150	177	244	221	300	297	240	287	353	230	331	325	108	206	292	52	38	86	16	32	82	11	host	yabA
gene-SAURSH1000_RS13070	4	134	2	3	2	0	3	4	4	3	7	4	13	26	5	2	6	0	1	6	1	host	hisG
gene-SAURSH1000_RS08690	1	3	5	3	4	4	2	1	2	5	1	4	8	5	0	0	4	0	0	4	1	host	gene-SAURSH1000_RS08690
gene-SAURSH1000_RS08100	1955	1575	1899	3626	1994	1885	3686	1708	2211	3002	1799	1466	1658	1242	748	540	376	326	452	452	189	host	tpx
gene-SAURSH1000_RS03950	102	179	121	169	231	146	167	172	108	217	151	82	212	166	66	62	75	34	46	51	15	host	gene-SAURSH1000_RS03950
gene-SAURSH1000_RS10665	14815	10075	10381	16422	7398	10595	19913	14251	9908	17231	24434	6992	7772	21937	4482	2048	3433	1618	1750	3041	1074	host	gene-SAURSH1000_RS10665
gene-SAURSH1000_RS03415	73	79	51	92	112	72	83	120	67	64	126	28	48	93	18	21	28	10	9	25	9	host	queD
gene-SAURSH1000_RS04530	426	389	486	683	393	561	700	578	450	777	693	206	463	626	123	127	199	53	78	176	29	host	gene-SAURSH1000_RS04530
gene-SAURSH1000_RS12725	0	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS12725
gene-SAURSH1000_RS03955	58	101	51	100	88	75	107	86	71	141	95	51	158	101	37	31	44	13	26	25	8	host	gene-SAURSH1000_RS03955
gene-SAURSH1000_RS03165	443	284	376	833	337	542	836	589	506	996	929	291	356	701	98	114	168	44	76	149	33	host	vraG
gene-SAURSH1000_RS05450	194	274	152	327	368	221	309	344	226	425	355	114	174	194	32	43	52	11	60	55	13	host	lspA
gene-SAURSH1000_RS09775	901	345	395	542	349	255	598	352	430	551	521	337	307	547	155	312	106	136	193	148	118	host	gene-SAURSH1000_RS09775
gene-SAURSH1000_RS08895	158	103	117	371	113	130	295	163	145	239	167	73	143	122	22	35	31	12	52	49	13	host	gene-SAURSH1000_RS08895
gene-SAURSH1000_RS00880	178	265	159	337	240	161	315	263	228	330	288	92	360	607	42	81	171	22	84	133	8	host	gene-SAURSH1000_RS00880
gene-SAURSH1000_RS03225	452	518	464	687	664	509	780	698	510	748	675	298	485	609	121	185	190	51	145	178	24	host	gene-SAURSH1000_RS03225
gene-SAURSH1000_RS05495	223	2014	103	324	1975	115	694	5208	178	1039	4182	263	426	546	97	74	63	37	46	50	17	host	pyrE
gene-SAURSH1000_RS08745	2630	1265	1405	1527	1221	699	1372	1125	1194	1116	1797	898	564	1388	312	486	335	120	346	385	106	host	gene-SAURSH1000_RS08745
gene-CPT_phageK_gp137	1	1	0	24	1	0	97	5	31	1857	344	2382	8141	4142	5873	2990	4131	3030	1368	1672	977	phage	gene-CPT_phageK_gp137
gene-SAURSH1000_RS10905	153	171	134	190	233	180	209	206	157	200	246	79	111	225	38	48	56	21	24	68	5	host	moaD
gene-SAURSH1000_RS07075	282	278	240	438	307	213	390	279	237	400	364	143	238	330	64	86	76	19	67	68	14	host	rnz
gene-SAURSH1000_RS13215	21702	27812	11338	17417	24812	7737	10703	13088	8029	7131	7274	3085	3503	5191	761	2005	1457	298	2041	1806	215	host	gene-SAURSH1000_RS13215
gene-SAURSH1000_RS07885	1938	5269	1586	2627	2339	1755	3325	2448	1691	3518	2698	979	2365	4365	711	754	1448	312	507	1412	190	host	hemA
gene-SAURSH1000_RS10260	150	2382	814	202	309	748	170	139	553	185	114	134	161	371	80	94	205	79	78	224	38	host	gene-SAURSH1000_RS10260
gene-SAURSH1000_RS10670	9095	5676	6166	8868	4095	5429	10860	7648	4984	8811	13434	4003	4231	12064	2591	1151	1595	935	862	1681	605	host	rpsK
gene-SAURSH1000_RS06250	235	115	167	445	131	162	406	184	171	539	201	111	233	130	42	46	37	18	54	23	8	host	gene-SAURSH1000_RS06250
gene-SAURSH1000_RS13005	339	422	280	705	282	351	540	278	300	747	253	187	567	336	86	121	115	33	126	109	22	host	icaR
gene-SAURSH1000_RS04020	201	207	286	263	247	289	280	234	220	274	211	134	219	237	115	81	85	40	26	90	23	host	gene-SAURSH1000_RS04020
gene-SAURSH1000_RS03200	997	1367	1110	1042	1219	1041	1255	945	917	1038	1056	462	682	1103	237	249	256	134	159	310	60	host	gene-SAURSH1000_RS03200
gene-SAURSH1000_RS12945	26	47	10	42	35	32	40	69	32	58	87	15	31	43	10	5	14	3	9	13	4	host	secY2
gene-SAURSH1000_RS02765	686	708	669	875	749	868	908	830	701	842	1010	376	653	884	257	200	344	83	175	293	54	host	gene-SAURSH1000_RS02765
gene-SAURSH1000_RS02975	84	125	133	171	128	185	121	78	151	223	75	50	593	100	54	86	84	25	82	45	9	host	mnhB2
gene-SAURSH1000_RS02865	829	498	1251	1167	395	729	1207	361	793	1089	399	568	633	422	296	193	149	101	112	205	56	host	gene-SAURSH1000_RS02865
gene-SAURSH1000_RS01860	4	3	0	5	2	3	8	4	2	11	2	3	2	3	1	2	1	1	0	3	0	host	gene-SAURSH1000_RS01860
gene-SAURSH1000_RS00945	275	3498	235	422	1242	221	398	614	290	728	400	139	1483	2268	209	655	1058	156	278	1052	68	host	gene-SAURSH1000_RS00945
gene-SAURSH1000_RS03215	188	318	246	353	304	256	342	307	237	376	303	115	225	237	62	61	77	34	36	86	16	host	gene-SAURSH1000_RS03215
gene-SAURSH1000_RS07045	395	1284	386	662	1469	325	810	1112	493	645	1189	287	448	800	113	207	178	64	150	201	40	host	gene-SAURSH1000_RS07045
gene-SAURSH1000_RS05320	117	241	94	185	186	109	201	241	116	273	298	79	181	288	15	53	80	10	34	76	6	host	gene-SAURSH1000_RS05320
gene-SAURSH1000_RS08225	34	60	31	37	38	44	42	18	28	58	30	31	44	32	9	10	9	7	3	15	1	host	gene-SAURSH1000_RS08225
gene-SAURSH1000_RS07985	95	95	49	140	97	63	128	104	73	181	140	34	112	114	7	39	39	6	33	49	2	host	gene-SAURSH1000_RS07985
gene-SAURSH1000_RS01640	7121	4980	5408	7493	5440	3661	9871	5958	5300	4893	9053	3158	1640	5022	1233	995	929	543	821	1286	394	host	rpsF
gene-SAURSH1000_RS03590	793	1006	855	1155	883	786	1353	851	909	1081	963	552	594	955	207	212	257	121	154	281	70	host	pepT
gene-SAURSH1000_RS08255	2677	3444	2468	4311	1748	2526	3753	1637	2621	4763	1925	1465	4288	2975	1136	1261	1154	470	982	961	246	host	gene-SAURSH1000_RS08255
gene-SAURSH1000_RS05570	1525	1687	1391	2004	1687	1475	2211	2216	1262	2160	2792	792	820	1366	409	278	345	141	221	404	89	host	pknB
gene-SAURSH1000_RS09045	3336	1433	1796	1547	1492	613	1547	1488	1360	1085	1974	1091	364	1250	316	843	182	158	492	324	141	host	gene-SAURSH1000_RS09045
gene-SAURSH1000_RS09985	4092	2353	3465	4554	1785	3371	4868	1850	2955	5077	2646	2011	3374	4130	1458	1533	1380	810	1002	1568	385	host	gene-SAURSH1000_RS09985
gene-SAURSH1000_RS11490	159	295	128	360	211	173	250	196	188	426	181	67	317	279	25	62	104	18	57	96	6	host	gene-SAURSH1000_RS11490
gene-SAURSH1000_RS09615	113	111	71	194	96	101	175	111	87	183	128	54	137	130	21	42	44	9	30	38	5	host	agrB
gene-SAURSH1000_RS12535	168	158	242	239	134	255	218	105	180	238	116	103	248	239	122	83	113	44	46	100	30	host	gene-SAURSH1000_RS12535
gene-SAURSH1000_RS04835	306	217	281	399	186	198	445	279	255	560	506	121	252	364	75	83	107	31	83	98	19	host	gene-SAURSH1000_RS04835
gene-SAURSH1000_RS09585	872	109	1119	907	77	1227	669	53	643	597	110	357	343	149	227	90	66	119	46	102	82	host	groES
