Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-NWMN_RS14085	3	3	4	4	4	3	2	2	1	1	1	3	1	3	1	0	0	1	3	1	1	host	gene-NWMN_RS14085
gene-NWMN_RS12550	120	104	222	157	203	173	157	148	150	94	146	102	53	134	54	94	74	45	79	77	32	host	gene-NWMN_RS12550
gene-NWMN_RS11290	206	169	288	239	295	228	254	270	219	137	191	87	70	150	41	77	76	36	71	72	25	host	rimI
gene-NWMN_RS00170	145	77	182	169	114	129	174	98	148	130	82	104	106	100	79	281	82	87	297	133	79	host	cstA
gene-NWMN_RS08470	243	123	231	162	93	166	179	87	166	209	96	153	137	197	69	102	62	80	79	42	50	host	gene-NWMN_RS08470
gene-NWMN_RS06015	4	1	5	1	4	2	3	2	2	3	0	0	0	1	0	0	1	0	0	5	0	host	gene-NWMN_RS06015
gene-NWMN_RS09485	48	36	71	75	80	33	116	84	42	54	100	26	19	33	11	17	13	10	20	9	2	host	gene-NWMN_RS09485
gene-NWMN_RS15745	1945	2509	1571	2205	1862	1177	2290	1146	1304	2377	1507	1231	1419	1572	1180	1147	1176	1679	1171	1059	1098	host	pepA1
gene-NWMN_RS08365	248	153	338	257	231	192	278	217	208	149	178	110	83	96	60	117	64	52	119	59	30	host	hemW
gene-NWMN_RS11670	203	196	226	200	269	144	237	226	182	136	158	95	47	96	37	36	39	28	64	39	17	host	gene-NWMN_RS11670
gene-NWMN_RS11315	16	56	32	23	64	39	22	30	20	49	19	35	13	41	22	18	17	14	17	12	10	host	ilvB
gene-NWMN_RS12110	169	146	288	186	318	199	178	212	167	118	113	103	53	105	46	92	63	42	52	56	22	host	gene-NWMN_RS12110
gene-NWMN_RS13600	169	162	131	161	186	102	177	127	124	127	120	68	73	97	46	81	34	33	83	40	30	host	gene-NWMN_RS13600
gene-NWMN_RS09395	72	58	33	41	47	41	35	45	32	17	17	14	7	18	5	12	10	5	10	17	7	host	crcB
gene-NWMN_RS07910	332	236	625	450	656	466	507	477	424	307	438	263	188	256	150	227	174	144	207	164	101	host	gene-NWMN_RS07910
gene-NWMN_RS08715	40	24	30	27	22	16	16	20	18	15	12	16	17	9	2	30	6	8	25	9	11	host	radC
gene-NWMN_RS13565	303	298	582	448	564	443	399	348	427	335	376	343	196	248	197	225	210	168	225	138	94	host	gene-NWMN_RS13565
gene-NWMN_RS14115	216	88	122	139	108	102	235	61	123	107	46	66	84	78	56	168	59	115	150	56	68	host	cwrA
gene-CPT_phageK_gp202	0	1	0	1	7	4	243	44	631	1689	265	4336	4190	3846	6144	9417	7455	6369	4849	4830	2630	phage	gene-CPT_phageK_gp202
gene-NWMN_RS00460	116	91	245	105	133	178	140	83	145	151	87	205	187	400	141	185	218	143	156	151	93	host	tet(38)
gene-NWMN_RS05480	2249	1987	1349	1452	1641	925	1247	1087	1051	720	662	427	411	910	241	506	338	271	446	317	165	host	ftsW
gene-NWMN_RS12690	5875	3233	5191	6088	3612	3617	4733	3540	4560	3274	3015	2308	2380	1820	1669	2603	1256	1933	3152	1697	1288	host	gene-NWMN_RS12690
gene-CPT_phageK_gp036	0	1	0	7	26	80	890	107	2459	2294	868	4163	2399	2848	3638	3465	3103	4173	3326	1666	3232	phage	gene-CPT_phageK_gp036
gene-NWMN_RS11680	1115	900	1379	1322	1532	1014	1245	1362	1050	851	1102	522	350	525	283	352	258	287	426	286	165	host	prmC
gene-NWMN_RS04515	254	177	189	231	158	162	206	101	150	130	107	89	64	89	38	69	46	44	59	27	22	host	gene-NWMN_RS04515
gene-NWMN_RS07875	2	2	8	6	16	8	9	10	13	11	7	2	6	3	6	6	2	5	4	4	6	host	gene-NWMN_RS07875
gene-NWMN_RS01065	826	690	1222	999	1094	854	1031	905	847	629	734	552	375	650	313	378	381	260	342	303	175	host	gene-NWMN_RS01065
gene-NWMN_RS02535	142	111	152	127	153	97	150	98	104	81	87	50	54	118	33	37	42	30	40	39	18	host	gene-NWMN_RS02535
gene-NWMN_RS09080	310	382	219	254	350	212	240	213	252	187	147	178	103	204	72	118	73	67	82	66	27	host	gene-NWMN_RS09080
gene-NWMN_RS04620	463	338	269	326	283	231	350	225	247	224	194	161	126	199	91	118	87	64	81	73	37	host	mnhF1
gene-NWMN_RS08875	196	182	474	312	468	342	395	336	317	247	334	200	100	208	97	143	135	95	150	121	66	host	mutM
gene-NWMN_RS08650	589	353	1233	855	874	897	1160	903	892	771	1022	612	311	478	293	442	360	267	563	346	198	host	queA
gene-NWMN_RS06725	1551	1791	2270	2071	2464	1755	2000	1675	1561	1460	1517	1150	847	1245	724	1208	801	748	1422	865	564	host	recA
gene-NWMN_RS08845	1697	1466	1169	1191	1534	965	1486	809	983	883	700	571	486	860	269	399	312	239	346	281	127	host	gene-NWMN_RS08845
gene-NWMN_RS06165	779	640	837	749	749	606	675	552	599	369	368	345	230	396	219	346	228	245	305	248	154	host	bshC
gene-NWMN_RS03945	400	262	238	268	229	235	268	208	225	160	141	101	108	217	48	87	58	62	86	58	41	host	queF
gene-NWMN_RS07620	760	599	1103	877	1184	805	1015	930	776	679	761	428	343	569	237	320	312	215	289	264	146	host	gene-NWMN_RS07620
gene-NWMN_RS06205	2494	1624	5957	3896	4877	4450	4619	4084	4255	3390	4249	2999	1624	2750	1351	1623	1584	1190	1597	1424	725	host	ftsA
gene-NWMN_RS10470	504	396	649	546	726	477	553	530	445	354	342	240	194	323	146	310	192	144	258	180	96	host	gene-NWMN_RS10470
gene-NWMN_RS00905	1047	782	887	781	736	634	944	494	655	713	444	286	420	582	186	297	205	259	300	208	128	host	gene-NWMN_RS00905
gene-NWMN_RS13945	551	726	507	544	950	413	503	518	313	302	278	193	164	274	68	180	144	93	145	128	52	host	srtA
gene-NWMN_RS03430	24	48	48	35	60	21	40	37	30	24	34	18	12	26	5	19	3	5	24	6	2	host	gene-NWMN_RS03430
gene-CPT_phageK_gp203	0	0	0	1	2	0	63	10	148	472	71	1204	1254	1107	1859	2834	2205	1763	1362	1418	766	phage	gene-CPT_phageK_gp203
gene-NWMN_RS11570	176	93	172	186	121	125	133	91	125	124	77	106	83	58	84	190	53	95	195	66	82	host	sceD
gene-NWMN_RS09855	110	250	127	97	274	83	92	118	114	91	79	128	110	160	83	103	103	38	69	61	17	host	gene-NWMN_RS09855
gene-NWMN_RS08070	585	374	759	620	671	563	721	638	626	380	492	327	181	349	151	202	173	148	194	187	92	host	nusB
gene-NWMN_RS12750	960	864	3081	1588	1931	2919	1468	1390	2188	2271	1696	3192	1672	3631	1862	1363	1631	1223	1132	937	738	host	fdhF
gene-NWMN_RS04865	937	564	807	869	786	598	1003	618	742	658	616	389	307	679	190	247	204	151	221	193	94	host	trpS
gene-CPT_phageK_gp122	0	0	0	0	10	10	251	59	756	2368	318	5342	5415	3935	8521	14088	10579	9347	8211	7915	4790	phage	gene-CPT_phageK_gp122
gene-NWMN_RS01990	19	17	26	18	19	14	20	9	15	18	9	18	19	26	13	6	8	9	13	5	5	host	gene-NWMN_RS01990
gene-NWMN_RS04740	735	1134	1251	867	1635	914	899	997	905	656	839	500	269	701	196	277	287	212	222	221	101	host	gene-NWMN_RS04740
gene-NWMN_RS07185	1252	1191	1026	1183	1201	769	1243	850	864	616	559	402	359	659	209	469	318	277	520	282	161	host	gene-NWMN_RS07185
gene-NWMN_RS12445	425	316	637	548	735	432	572	494	397	324	390	246	148	255	131	214	155	133	199	117	98	host	gene-NWMN_RS12445
gene-NWMN_RS04165	593	689	1022	715	899	931	572	615	701	616	479	887	505	1277	557	559	571	515	408	309	244	host	whiA
gene-NWMN_RS06340	371	321	964	611	889	728	662	608	644	482	588	395	224	398	232	294	250	199	259	224	145	host	priA
gene-NWMN_RS00475	14	15	26	23	19	38	20	16	19	15	15	19	13	13	8	12	10	5	11	12	6	host	phnE
gene-NWMN_RS09525	71	38	47	46	33	28	40	20	31	17	20	16	12	22	8	20	6	14	16	11	11	host	gene-NWMN_RS09525
gene-NWMN_RS07635	328	226	225	256	295	203	332	310	220	146	165	116	92	168	73	93	77	63	98	82	35	host	gene-NWMN_RS07635
gene-NWMN_RS03185	185	161	279	215	170	204	217	170	152	134	131	110	70	128	57	115	79	65	128	79	37	host	gene-NWMN_RS03185
gene-NWMN_RS03110	88	80	61	75	77	58	109	62	56	51	59	30	33	57	11	40	26	42	62	31	19	host	gene-NWMN_RS03110
gene-NWMN_RS07545	413	305	496	405	438	340	411	406	385	337	340	260	209	352	144	151	135	128	117	98	53	host	brxA
gene-NWMN_RS12595	419	418	263	278	330	193	222	189	174	159	107	117	109	158	75	144	76	85	110	77	41	host	fdhD
gene-NWMN_RS10820	6	4	7	7	5	3	4	1	5	2	3	4	2	1	3	8	2	2	9	3	4	host	gene-NWMN_RS10820
gene-NWMN_RS04490	187	266	276	240	354	213	200	222	162	148	151	117	93	219	42	84	89	40	52	74	21	host	gene-NWMN_RS04490
gene-NWMN_RS05445	725	511	483	540	562	354	481	342	428	311	247	122	152	266	71	184	116	65	104	107	25	host	gene-NWMN_RS05445
gene-NWMN_RS11070	13	22	22	19	32	19	32	20	23	20	13	21	11	16	8	16	7	8	15	7	7	host	gene-NWMN_RS11070
gene-NWMN_RS05700	19	1	60	29	17	48	25	16	50	27	20	45	24	15	30	44	8	28	47	11	16	host	gene-NWMN_RS05700
gene-NWMN_RS07260	235	142	167	157	136	111	148	88	162	115	80	89	67	113	55	108	69	61	60	62	42	host	gene-NWMN_RS07260
gene-NWMN_RS03480	795	680	799	821	905	615	800	679	613	409	488	236	210	269	134	257	184	130	248	204	89	host	pbp4
gene-NWMN_RS12780	29	8	12	2	11	4	8	7	9	5	3	3	4	9	0	2	3	1	2	0	1	host	gene-NWMN_RS12780
gene-NWMN_RS14400	36	31	86	63	36	73	69	52	80	63	72	56	34	31	25	51	30	23	72	32	19	host	betB
gene-NWMN_RS02485	1223	1193	1405	1330	1432	924	2063	971	754	1392	1184	782	636	982	438	487	402	369	459	365	223	host	treR
gene-NWMN_RS04155	251	215	390	246	411	329	269	246	275	205	208	270	153	284	116	153	144	108	127	124	70	host	rapZ
gene-NWMN_RS00825	67	25	149	117	94	65	242	89	89	122	190	56	54	90	22	24	28	14	27	17	13	host	ugpC
gene-NWMN_RS11730	2443	2145	2768	2821	3163	2158	3070	2935	2236	2037	2472	1115	962	2017	574	841	778	541	859	704	360	host	gene-NWMN_RS11730
gene-NWMN_RS00545	21	13	49	20	12	37	18	12	36	18	8	41	12	34	30	25	14	31	17	10	19	host	cap8C
gene-NWMN_RS00730	108	73	63	60	82	60	100	68	81	61	43	72	32	81	28	40	43	39	23	35	16	host	gene-NWMN_RS00730
gene-CPT_phageK_gp198	0	0	0	1	7	7	248	37	605	1557	181	3256	2768	3479	3576	4287	3450	3711	2231	1930	1694	phage	gene-CPT_phageK_gp198
gene-CPT_phageK_gp056	0	0	0	0	0	0	43	10	150	314	49	732	534	582	554	422	493	381	234	205	199	phage	gene-CPT_phageK_gp056
gene-NWMN_RS14895	52	52	46	38	47	47	41	32	40	26	24	15	18	23	9	12	11	8	21	8	8	host	vraE
gene-NWMN_RS00395	46	32	44	38	32	29	52	47	27	28	31	24	14	46	6	8	13	8	12	13	0	host	gene-NWMN_RS00395
gene-NWMN_RS09185	225	166	522	361	407	412	399	376	363	277	313	212	136	287	95	143	129	93	137	116	52	host	gene-NWMN_RS09185
gene-NWMN_RS07900	812	833	1096	902	1538	824	1000	865	788	935	947	946	564	990	432	493	550	352	351	351	174	host	srrB
gene-NWMN_RS05790	17	12	51	26	24	33	27	18	29	13	12	39	11	17	19	31	7	18	26	11	5	host	gene-NWMN_RS05790
gene-NWMN_RS03975	1	1	1	0	2	2	1	3	1	0	0	2	0	1	1	0	0	0	2	0	1	host	gene-NWMN_RS03975
gene-NWMN_RS04005	372	384	495	325	525	372	349	375	378	259	314	186	152	377	81	120	123	90	123	109	70	host	murB
gene-NWMN_RS16025	26	23	43	21	20	19	22	12	26	28	7	22	8	9	14	29	15	17	12	7	6	host	gene-NWMN_RS16025
gene-NWMN_RS04710	1207	801	709	815	711	473	713	496	534	346	318	219	177	463	108	240	157	135	202	197	65	host	lepB
gene-NWMN_RS07945	406	364	369	338	434	305	381	285	293	249	203	171	133	304	95	120	111	77	96	111	48	host	gene-NWMN_RS07945
gene-NWMN_RS13635	11	11	17	12	10	16	29	17	6	14	10	18	7	13	6	12	4	1	7	11	5	host	cntL
gene-NWMN_RS12805	96	111	85	93	119	70	105	95	69	62	57	47	39	75	20	22	27	20	21	18	3	host	gene-NWMN_RS12805
gene-NWMN_RS10725	441	202	303	171	226	205	340	169	278	153	116	133	89	265	71	119	82	69	90	68	36	host	pmtD
gene-NWMN_RS00675	270	162	204	176	178	159	173	140	148	101	103	75	64	139	49	63	52	39	75	48	41	host	gene-NWMN_RS00675
gene-NWMN_RS06350	1281	1299	726	671	1152	703	998	713	703	705	407	843	588	2568	575	796	987	658	361	500	258	host	gene-NWMN_RS06350
gene-NWMN_RS09285	1146	925	699	800	959	471	1025	621	631	602	465	405	462	973	234	719	458	260	450	372	120	host	gene-NWMN_RS09285
gene-NWMN_RS03280	705	578	635	730	757	383	799	509	435	402	410	288	215	465	131	228	215	117	150	148	71	host	gene-NWMN_RS03280
gene-NWMN_RS09825	380	242	156	194	217	120	286	175	159	91	80	39	55	95	31	48	30	35	47	40	17	host	gene-NWMN_RS09825
gene-NWMN_RS07895	15	4	38	26	32	31	42	24	17	19	24	29	14	14	16	24	14	20	12	11	10	host	gene-NWMN_RS07895
gene-NWMN_RS10825	2972	3573	1775	2302	4333	1839	5582	3746	2091	2434	2148	1781	1674	5087	1541	2348	1797	2181	1524	1727	1475	host	gene-NWMN_RS10825
gene-NWMN_RS02425	637	658	523	567	628	641	530	520	607	298	385	305	166	221	172	221	111	172	294	192	112	host	aaa
gene-NWMN_RS00400	725	1273	965	729	1153	709	551	579	638	652	444	818	852	1422	742	1158	1357	767	433	636	373	host	gene-NWMN_RS00400
gene-NWMN_RS04240	637	436	1024	783	711	786	817	635	705	493	482	598	307	380	411	487	276	422	526	299	253	host	smpB
gene-NWMN_RS10675	6	7	7	2	6	6	3	2	6	3	2	4	4	5	1	0	2	0	4	1	0	host	gene-NWMN_RS10675
gene-NWMN_RS00615	68	28	55	52	32	35	52	26	32	24	27	26	18	26	7	11	10	16	18	13	4	host	isdI
gene-NWMN_RS07175	4256	1835	2267	2513	2221	1770	3294	1634	2140	1911	1269	1099	1037	1917	558	1292	692	535	1290	649	343	host	mprF
gene-NWMN_RS07265	165	117	123	116	118	94	96	74	122	84	64	70	44	94	31	81	34	44	69	32	22	host	gene-NWMN_RS07265
gene-NWMN_RS02860	499	328	561	459	568	471	562	448	518	323	341	250	166	370	128	221	153	114	194	148	65	host	gene-NWMN_RS02860
gene-NWMN_RS12815	47	58	56	58	66	40	44	26	35	45	33	27	16	44	12	12	18	7	14	9	5	host	gene-NWMN_RS12815
gene-NWMN_RS14945	251	121	710	445	446	391	526	472	490	313	409	381	172	245	237	338	182	182	404	186	153	host	rsmG
gene-CPT_phageK_gp010	0	0	0	1	7	22	194	22	461	411	141	523	332	658	323	260	238	386	281	144	311	phage	gene-CPT_phageK_gp010
gene-NWMN_RS05680	9	5	42	19	13	16	16	5	35	14	13	28	12	9	15	22	16	10	31	10	11	host	gene-NWMN_RS05680
gene-NWMN_RS02545	907	915	938	959	1072	845	1011	641	723	701	648	493	350	641	236	293	288	216	262	180	143	host	gene-NWMN_RS02545
gene-NWMN_RS10330	11	6	41	27	12	33	15	10	23	23	7	35	13	5	14	30	10	18	28	8	13	host	gene-NWMN_RS10330
gene-NWMN_RS00740	60	56	176	104	106	125	154	64	127	155	148	175	104	159	78	71	85	65	61	42	48	host	mupG
gene-NWMN_RS08190	118	126	199	114	202	133	176	147	136	140	77	116	71	230	50	55	69	31	57	38	13	host	gene-NWMN_RS08190
gene-NWMN_RS11125	94	69	256	102	198	417	166	96	255	190	164	218	133	280	95	144	159	90	121	166	57	host	lukH
gene-NWMN_RS02340	64	30	104	56	98	87	85	70	92	64	88	64	42	88	27	56	40	27	38	44	21	host	gene-NWMN_RS02340
gene-NWMN_RS11240	354	274	599	456	577	403	565	427	385	339	392	204	157	312	126	182	168	97	149	154	73	host	gene-NWMN_RS11240
gene-NWMN_RS06695	654	459	764	682	715	515	675	657	537	356	421	214	159	346	107	160	129	87	185	180	60	host	gene-NWMN_RS06695
gene-CPT_phageK_gp110	0	0	0	1	1	5	110	29	264	1422	189	2663	4072	3218	6330	12834	7204	8422	8236	6952	3760	phage	gene-CPT_phageK_gp110
gene-NWMN_RS01575	15	5	31	14	12	28	20	6	22	19	14	21	8	11	25	23	4	21	21	6	7	host	gene-NWMN_RS01575
gene-NWMN_RS08950	539	380	1224	802	856	913	1010	840	824	700	932	470	366	562	251	363	368	229	383	344	143	host	gene-NWMN_RS08950
gene-NWMN_RS04875	3063	2318	1966	2317	2320	1466	1651	1159	1507	884	659	732	497	1013	466	744	490	483	583	505	262	host	mecA
gene-NWMN_RS13515	25	27	40	21	35	25	23	14	24	27	22	20	14	50	15	38	45	12	27	47	8	host	gene-NWMN_RS13515
gene-NWMN_RS01580	16	2	37	14	14	24	13	10	28	15	9	16	13	7	15	18	11	19	30	9	11	host	gene-NWMN_RS01580
gene-CPT_phageK_gp053	0	0	0	0	7	3	126	22	362	711	107	1482	1061	1327	916	878	873	756	446	353	365	phage	gene-CPT_phageK_gp053
gene-NWMN_RS04145	1470	1668	2530	2107	2944	1877	2027	2001	1690	1416	1630	1270	788	1345	659	850	820	552	656	602	327	host	trxB
gene-NWMN_RS11990	392	292	171	157	283	125	212	166	138	97	83	51	59	130	36	96	45	41	54	33	9	host	sepA
gene-NWMN_RS10480	143	110	140	132	180	114	127	122	118	62	81	54	49	81	29	68	34	23	45	27	12	host	gene-NWMN_RS10480
gene-NWMN_RS03610	409	270	233	211	233	169	290	202	218	131	106	69	87	167	48	115	68	51	105	65	26	host	gene-NWMN_RS03610
gene-NWMN_RS13715	29	23	88	54	67	69	82	38	68	62	54	34	23	34	11	32	22	13	25	19	7	host	gene-NWMN_RS13715
gene-NWMN_RS08275	5560	5152	3891	4234	4817	3227	3942	3807	3716	3047	2851	2132	1437	2965	1023	1166	983	996	1084	920	604	host	gene-NWMN_RS08275
gene-CPT_phageK_gp069	0	0	0	0	4	2	74	5	186	487	55	1019	858	1127	998	1050	1034	876	589	486	464	phage	gene-CPT_phageK_gp069
gene-NWMN_RS13910	159	221	130	100	171	109	94	70	125	103	65	147	94	275	56	63	94	44	39	43	26	host	gene-NWMN_RS13910
gene-NWMN_RS14830	137	100	137	124	109	69	195	68	106	163	98	73	63	116	29	67	50	43	53	36	19	host	gene-NWMN_RS14830
gene-NWMN_RS06855	22	13	17	22	12	9	13	10	18	10	7	10	11	10	2	7	6	3	5	3	1	host	gene-NWMN_RS06855
gene-NWMN_RS01125	172	162	119	138	185	67	84	66	57	69	70	47	29	41	17	21	15	17	26	11	11	host	gene-NWMN_RS01125
gene-NWMN_RS06035	483	239	214	225	290	143	285	188	199	152	106	96	105	250	66	143	97	77	97	74	46	host	gene-NWMN_RS06035
gene-NWMN_RS07700	276	261	348	277	354	253	364	323	252	163	215	148	78	185	67	100	72	68	94	84	35	host	gene-NWMN_RS07700
gene-NWMN_RS08570	1482	1530	700	684	1423	858	870	633	844	619	333	979	530	2151	496	438	422	399	319	272	173	host	gene-NWMN_RS08570
gene-NWMN_RS11135	21	9	24	15	24	23	31	15	21	9	19	12	9	13	6	6	6	14	9	6	5	host	gene-NWMN_RS11135
gene-NWMN_RS08505	538	363	1022	865	871	854	852	804	795	512	726	478	249	401	228	328	221	245	377	276	158	host	udk
gene-CPT_phageK_gp195	3	3	2	10	24	9	235	69	851	2395	443	5171	4626	4502	6448	18798	8338	17798	65002	21393	31932	phage	gene-CPT_phageK_gp195
gene-NWMN_RS07985	48	34	80	57	61	57	124	46	40	54	41	45	51	53	27	41	41	23	32	17	14	host	gene-NWMN_RS07985
gene-CPT_phageK_gp100	0	0	0	0	1	1	16	9	119	413	61	991	1084	881	1759	2751	1415	2504	5773	1769	2595	phage	gene-CPT_phageK_gp100
gene-NWMN_RS12880	193	273	378	205	234	350	229	143	261	425	166	663	356	1604	320	273	352	244	212	145	123	host	hutG
gene-NWMN_RS12150	191	157	200	185	213	138	199	126	167	113	120	88	80	172	43	86	76	63	75	55	23	host	gene-NWMN_RS12150
gene-NWMN_RS01510	13	7	27	18	8	28	17	9	24	18	12	22	13	4	11	16	5	10	14	9	13	host	gene-NWMN_RS01510
gene-NWMN_RS01335	39	22	40	24	27	26	25	32	27	20	18	15	6	23	9	20	15	11	23	9	5	host	gene-NWMN_RS01335
gene-NWMN_RS01980	42	70	58	52	76	61	51	49	54	56	26	49	37	71	32	43	40	19	55	21	12	host	gene-NWMN_RS01980
gene-NWMN_RS03015	271	169	202	240	210	145	200	130	153	132	156	57	64	107	41	45	50	31	51	42	6	host	tadA
gene-NWMN_RS08250	151	113	278	219	246	227	216	212	193	139	190	131	68	129	65	89	58	55	114	89	48	host	gene-NWMN_RS08250
gene-NWMN_RS06515	1468	1046	4595	2952	3133	2724	4078	2912	2565	3243	3641	2101	1362	2250	1099	1225	1431	948	1033	1043	635	host	sucC
gene-NWMN_RS06620	1580	1304	2625	2034	2290	1940	2059	1752	1730	1311	1668	973	578	930	516	705	556	470	822	622	292	host	gene-NWMN_RS06620
gene-NWMN_RS13390	2	1	0	1	0	2	0	2	2	0	0	0	0	1	1	1	0	0	3	1	0	host	gene-NWMN_RS13390
gene-NWMN_RS09655	45	16	19	21	22	15	22	12	21	11	3	12	9	30	6	31	15	3	28	7	4	host	gene-NWMN_RS09655
gene-NWMN_RS09815	1373	1265	654	889	1252	564	935	851	624	495	520	283	242	400	123	247	171	135	236	170	81	host	gene-NWMN_RS09815
gene-NWMN_RS09930	3161	6109	3120	3864	4194	2294	5886	3630	2648	3271	4288	1800	1707	2360	1458	770	1575	1478	1698	1009	1872	host	gene-NWMN_RS09930
gene-NWMN_RS15895	3	0	8	5	2	3	1	1	4	5	0	2	1	0	2	3	2	1	3	1	1	host	gene-NWMN_RS15895
gene-NWMN_RS02980	1229	1464	1741	1498	2428	1582	1062	1351	1560	1061	1224	1627	816	2276	807	676	853	638	422	444	337	host	hchA
gene-NWMN_RS14005	466	605	897	625	932	893	857	588	1457	974	1097	1158	693	1385	556	552	905	460	370	386	290	host	ptsG
gene-NWMN_RS02105	940	832	1259	1145	1308	1054	1084	880	885	1036	951	691	496	909	366	497	491	339	473	322	238	host	ahpC
gene-NWMN_RS14960	146	82	195	134	130	124	162	124	150	82	81	74	69	72	53	114	54	60	102	43	52	host	rnpA
gene-NWMN_RS00370	21	13	23	20	17	24	12	10	21	16	15	16	6	7	12	12	10	6	11	6	7	host	sbnG
gene-NWMN_RS02960	40119	35184	81074	54218	59125	59717	46446	44056	52086	50930	49771	40160	20667	28150	16761	14571	14171	13798	19642	11736	10319	host	fusA
gene-NWMN_RS04000	122	103	154	126	180	138	110	124	129	98	114	86	53	135	37	50	31	36	43	40	30	host	gene-NWMN_RS04000
gene-NWMN_RS12740	304	150	219	196	207	181	318	183	203	171	153	59	50	139	33	57	35	27	58	42	13	host	gene-NWMN_RS12740
gene-NWMN_RS12885	2343	1428	1482	1664	1417	1111	1439	1321	1443	956	1013	507	490	773	276	494	300	340	469	378	190	host	sdpC
gene-CPT_phageK_gp108	0	0	0	2	2	1	56	17	270	688	109	1565	1641	1145	2343	3704	2743	2745	3160	2288	1679	phage	gene-CPT_phageK_gp108
gene-NWMN_RS11690	674	518	1179	950	1090	844	861	794	717	610	828	360	297	349	212	284	251	178	281	237	83	host	gene-NWMN_RS11690
gene-NWMN_RS08210	696	476	1234	926	1121	1056	1116	891	806	709	881	499	363	606	235	374	379	189	393	316	112	host	gene-NWMN_RS08210
gene-NWMN_RS09305	15	7	16	9	8	2	11	0	8	4	1	2	5	8	2	4	2	1	3	2	3	host	gene-NWMN_RS09305
gene-NWMN_RS03170	334	278	742	579	596	565	495	493	458	462	528	596	278	635	226	243	253	127	222	147	73	host	mvk
gene-NWMN_RS10690	223	131	158	150	116	125	157	78	135	136	68	108	98	92	82	152	57	84	176	74	66	host	gene-NWMN_RS10690
gene-NWMN_RS04715	1556	994	914	1000	872	573	961	754	722	525	458	289	274	657	156	313	216	199	284	255	97	host	gene-NWMN_RS04715_gene_lepB
gene-NWMN_RS08800	38	13	85	47	37	60	71	47	46	41	43	38	21	37	17	33	21	21	21	30	13	host	gene-NWMN_RS08800
gene-NWMN_RS13930	134	155	167	127	153	113	155	105	136	156	123	79	63	161	44	57	41	51	58	51	24	host	gene-NWMN_RS13930
gene-NWMN_RS02720	109	77	197	143	199	129	136	180	146	93	139	76	40	97	41	38	51	33	38	38	14	host	folP
gene-NWMN_RS10415	507	428	487	377	467	357	555	376	392	307	309	320	195	486	164	218	152	167	216	131	134	host	gene-NWMN_RS10415
gene-NWMN_RS10625	684	490	636	605	625	512	642	510	500	353	438	265	196	311	145	263	170	129	259	162	70	host	gene-NWMN_RS10625
gene-NWMN_RS09115	75	38	67	78	58	48	79	44	48	50	48	39	37	39	30	55	25	31	52	37	22	host	harA
gene-CPT_phageK_gp086	2	1	0	1	16	11	296	66	990	3309	464	7284	6617	5625	8406	9030	9033	7473	5219	4463	4124	phage	gene-CPT_phageK_gp086
gene-NWMN_RS00175	197	96	292	201	184	184	271	131	202	182	114	167	158	145	114	309	106	137	415	162	104	host	cstB
gene-NWMN_RS11030	7	1	14	8	4	10	2	0	4	6	0	6	4	5	5	7	5	6	4	3	4	host	gene-NWMN_RS11030
gene-NWMN_RS02385	701	736	492	605	873	441	427	607	526	347	358	262	175	370	115	157	138	117	148	144	71	host	gene-NWMN_RS02385
gene-NWMN_RS10210	14	6	54	20	20	34	22	12	32	21	20	30	9	9	19	22	10	14	33	9	9	host	gene-NWMN_RS10210
gene-NWMN_RS04305	14449	19485	5368	10393	15695	5070	9006	10210	5253	3733	3859	2413	1320	1845	989	1135	720	958	1175	767	462	host	gene-NWMN_RS04305
gene-NWMN_RS02000	270	168	548	377	413	399	443	326	324	251	283	161	140	231	101	217	153	112	212	152	68	host	gene-NWMN_RS02000
gene-NWMN_RS13270	24	20	29	32	37	19	57	47	20	16	12	11	16	16	3	10	13	8	13	8	5	host	gene-NWMN_RS13270
gene-NWMN_RS00745	50	42	179	100	115	133	132	90	117	147	163	159	80	120	90	77	97	59	78	54	55	host	murQ
gene-NWMN_RS15480	1204	1821	902	1126	1756	865	1836	1489	1016	1209	970	913	860	1769	761	884	948	1030	870	809	758	host	pepG1
gene-NWMN_RS06000	289	267	608	478	559	511	315	341	326	242	249	234	168	212	134	170	176	144	162	140	92	host	racE
gene-NWMN_RS04045	1260	787	680	822	857	539	779	651	624	459	416	256	268	448	177	383	184	188	412	244	127	host	gene-NWMN_RS04045
gene-CPT_phageK_gp230	1	0	0	1	5	7	244	44	698	1652	213	3849	3282	3864	4375	5727	4971	3611	2735	2828	1669	phage	gene-CPT_phageK_gp230
gene-NWMN_RS00040	75	44	130	101	66	75	99	58	67	65	66	87	43	63	58	57	34	70	83	23	41	host	hutH
gene-NWMN_RS06425	1124	715	2492	1802	1906	1559	1669	1499	1256	852	1073	750	382	589	336	568	506	291	552	543	225	host	plsX
gene-NWMN_RS10380	10	6	28	17	10	28	19	11	16	14	10	21	17	6	14	11	3	10	21	6	14	host	gene-NWMN_RS10380
gene-NWMN_RS08195	641	559	751	516	812	509	688	545	494	473	431	417	278	737	152	218	230	124	180	161	78	host	gene-NWMN_RS08195
