Geneid	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-Saur515_RS10795	1802	1945	1997	589	508	903	697	410	312	host	gene-Saur515_RS10795
gene-Saur515_RS12400	16033	19287	17670	5927	5567	9916	8278	5269	3499	host	gene-Saur515_RS12400
gene-Saur515_RS11515	119	156	153	83	86	106	114	74	53	host	sdaAA
gene-Saur515_RS09880	153	159	190	45	34	57	61	42	25	host	gene-Saur515_RS09880
gene-Saur515_RS06080	658	792	790	241	170	318	295	198	115	host	gene-Saur515_RS06080
gene-Saur515_RS03925	844	884	1240	302	154	445	312	226	137	host	gene-Saur515_RS03925
gene-Saur515_RS02035	419	427	471	100	121	150	190	177	96	host	gene-Saur515_RS02035
gene-Saur515_RS09005	8	15	18	6	2	8	4	1	2	host	gene-Saur515_RS09005
gene-Saur515_RS08265	117	134	123	37	30	51	45	22	17	host	gene-Saur515_RS08265
gene-Saur515_RS05225	35	50	52	6	12	11	11	12	7	host	srtB
gene-Saur515_RS06400	1740	1747	1832	520	433	856	659	597	277	host	era
gene-Saur515_RS14325	175	129	163	72	80	138	145	103	81	host	gene-Saur515_RS14325
gene-Saur515_RS08810	628	632	812	222	193	301	222	167	83	host	mscL
gene-Saur515_RS14450	582	619	679	293	278	416	578	482	249	host	gene-Saur515_RS14450
gene-Saur515_RS14355	740	626	742	364	381	524	1096	536	428	host	gene-Saur515_RS14355
gene-Saur515_RS09855	728	854	884	221	198	354	351	214	128	host	gene-Saur515_RS09855
gene-Saur515_RS13610	26	23	22	8	2	5	6	6	5	host	gene-Saur515_RS13610
gene-phage515_00010	3122	3390	3536	976	919	1672	1564	1391	716	phage	gene-phage515_00010
gene-Saur515_RS08745	356	365	441	55	40	93	104	122	44	host	msrA
gene-Saur515_RS00510	569	603	754	132	93	193	94	111	30	host	gene-Saur515_RS00510
gene-Saur515_RS03705	254	290	318	103	78	157	128	113	58	host	gene-Saur515_RS03705
gene-Saur515_RS09560	168	192	246	68	34	68	47	37	20	host	gene-Saur515_RS09560
gene-Saur515_RS10310	27932	30546	29920	8054	6692	10290	12186	5817	4132	host	fusA
gene-Saur515_RS01930	5912	6831	6677	1864	2045	3623	2976	2758	1402	host	gene-Saur515_RS01930
gene-phage515_00128	5570	6339	5523	15613	17790	24079	37555	19817	19511	phage	gene-phage515_00128
gene-Saur515_RS12350	922	982	1337	188	146	326	325	228	159	host	gene-Saur515_RS12350
gene-Saur515_RS04165	209	231	221	62	73	73	88	69	46	host	gene-Saur515_RS04165
gene-phage515_00079	3162	3772	3910	2353	2293	4077	3335	3410	2086	phage	gene-phage515_00079
gene-Saur515_RS06930	5	12	7	3	6	6	4	3	2	host	gene-Saur515_RS06930
gene-Saur515_RS00530	65	69	63	12	14	25	27	8	5	host	gene-Saur515_RS00530
gene-Saur515_RS13735	122	126	138	42	33	52	46	27	10	host	gene-Saur515_RS13735
gene-Saur515_RS11485	24	33	34	6	12	7	16	12	10	host	gene-Saur515_RS11485
gene-Saur515_RS11560	4502	4388	5104	1477	1404	2479	2347	1915	1188	host	gene-Saur515_RS11560
gene-Saur515_RS09930	1455	1375	1790	498	372	765	622	611	298	host	tpx
gene-Saur515_RS01305	3321	3512	3480	819	734	1214	1333	990	612	host	dnaA
gene-Saur515_RS05300	2185	2259	2387	694	706	1158	886	651	389	host	sdhA
gene-Saur515_RS10965	329	304	353	106	87	131	138	84	53	host	gene-Saur515_RS10965
gene-Saur515_RS05095	353	436	470	125	114	183	159	161	69	host	gene-Saur515_RS05095
gene-Saur515_RS03365	361	409	392	227	195	339	251	153	96	host	glp
gene-Saur515_RS02305	772	865	950	295	278	445	434	268	184	host	gene-Saur515_RS02305
gene-phage515_00109	6404	7513	7123	11314	9354	17110	18243	15016	9519	phage	gene-phage515_00109
gene-Saur515_RS03855	993	979	1028	353	368	606	527	359	243	host	mnhC1
gene-Saur515_RS12185	36	37	62	4	11	18	17	11	7	host	gene-Saur515_RS12185
gene-Saur515_RS08210	503	632	646	262	265	323	266	199	126	host	gene-Saur515_RS08210
gene-Saur515_RS14070	52	56	60	32	40	32	62	37	25	host	gene-Saur515_RS14070
gene-phage515_00206	3631	4126	3705	5251	4371	6762	3643	3331	2031	phage	gene-phage515_00206
gene-Saur515_RS03730	371	420	484	79	78	160	216	140	74	host	gene-Saur515_RS03730
gene-Saur515_RS10360	3798	4298	4212	881	825	1176	1313	743	523	host	rplK
gene-phage515_00081	20	16	19	21	44	62	11425	3962	4470	phage	gene-phage515_00081
gene-Saur515_RS02445	107	96	123	44	31	56	53	28	26	host	gene-Saur515_RS02445
gene-phage515_00165	985	1081	962	5979	6536	9244	15215	10966	7755	phage	gene-phage515_00165
gene-Saur515_RS06145	401	350	378	113	84	163	138	108	69	host	gene-Saur515_RS06145
gene-Saur515_RS06485	296	299	311	94	105	162	123	118	55	host	gene-Saur515_RS06485
gene-Saur515_RS04265	31665	33418	33057	11403	11453	18349	15800	11510	6340	host	eno
gene-Saur515_RS03615	2848	3058	2963	723	693	1081	1255	474	473	host	rpsK
gene-Saur515_RS02655	93	108	111	42	29	63	54	32	20	host	fmhA
gene-Saur515_RS13850	100	98	110	78	95	117	207	64	77	host	gene-Saur515_RS13850
gene-Saur515_RS00725	26	25	28	5	1	4	7	5	4	host	gene-Saur515_RS00725
gene-Saur515_RS07510	590	702	659	111	122	189	262	154	97	host	gene-Saur515_RS07510
gene-Saur515_RS11480	129	141	145	34	40	44	39	42	16	host	gene-Saur515_RS11480
gene-phage515_00016	5436	6122	6026	1196	1161	1914	2278	1483	1024	phage	gene-phage515_00016
gene-phage515_00037	4474	5080	4520	10265	11102	14738	10317	10302	6256	phage	gene-phage515_00037
gene-Saur515_RS10955	358	379	424	102	117	214	209	163	82	host	sgtB
gene-Saur515_RS11450	21	16	23	8	8	16	5	6	4	host	gene-Saur515_RS11450
gene-Saur515_RS11630	60	52	74	15	9	16	19	11	5	host	gene-Saur515_RS11630
gene-Saur515_RS02200	8403	8604	9518	3247	3490	5523	7293	6715	4226	host	clpL
gene-Saur515_RS11270	479	577	503	171	184	276	260	134	92	host	gene-Saur515_RS11270
gene-Saur515_RS09395	5977	7650	7655	2211	1702	3005	3079	1987	1062	host	yidC
gene-Saur515_RS04005	29	33	31	9	2	12	5	4	5	host	gene-Saur515_RS04005
gene-Saur515_RS03175	273	305	314	101	100	171	141	144	80	host	gene-Saur515_RS03175
gene-Saur515_RS01830	40	33	35	8	4	10	11	9	9	host	gene-Saur515_RS01830
gene-Saur515_RS00360	33	46	38	13	8	10	11	4	3	host	gene-Saur515_RS00360
gene-Saur515_RS13015	888	872	960	195	157	342	383	352	140	host	gene-Saur515_RS13015
gene-Saur515_RS09520	1852	2246	2153	637	543	909	691	695	390	host	rsbW
gene-Saur515_RS07480	1409	1658	1527	408	349	485	510	237	183	host	pbuX
gene-Saur515_RS09405	615	674	707	125	116	186	183	151	82	host	gene-Saur515_RS09405_gene_cls
gene-Saur515_RS02960	695	868	859	265	250	262	336	143	140	host	gene-Saur515_RS02960
gene-Saur515_RS03445	200	194	191	46	25	70	63	47	33	host	gene-Saur515_RS03445
gene-Saur515_RS02440	404	448	518	152	111	228	213	178	99	host	gene-Saur515_RS02440
gene-Saur515_RS08990	175	191	210	62	43	85	60	77	41	host	gene-Saur515_RS08990
gene-Saur515_RS02790	910	976	1074	359	292	471	530	380	238	host	gene-Saur515_RS02790
gene-Saur515_RS06585	661	668	817	215	153	321	230	276	126	host	gene-Saur515_RS06585
gene-Saur515_RS08655	21	39	27	13	23	27	12	14	9	host	gene-Saur515_RS08655
gene-Saur515_RS12460	882	955	1012	281	250	414	297	236	111	host	gene-Saur515_RS12460
gene-Saur515_RS00100	1284	1342	1442	376	323	544	403	278	160	host	gene-Saur515_RS00100
gene-Saur515_RS14430	68	85	70	15	16	24	21	15	11	host	gene-Saur515_RS14430
gene-Saur515_RS02760	6894	6520	7196	3587	3482	5048	1998	1477	1151	host	nreB
gene-Saur515_RS00850	980	916	1089	609	719	975	1404	1650	894	host	gene-Saur515_RS00850
gene-Saur515_RS01890	222	207	256	128	89	213	126	193	82	host	gene-Saur515_RS01890
gene-Saur515_RS07970	1042	1278	1290	198	187	332	355	267	139	host	gene-Saur515_RS07970
gene-Saur515_RS13450	98	125	112	27	21	50	38	20	18	host	gene-Saur515_RS13450
gene-Saur515_RS00770	14	12	19	6	7	2	9	2	8	host	sbnG
gene-Saur515_RS02190	72	94	87	13	13	33	35	26	15	host	feoB
gene-Saur515_RS14220	21	39	38	12	11	18	20	3	5	host	gene-Saur515_RS14220
gene-Saur515_RS09425	1722	1922	1896	404	324	623	574	453	223	host	gene-Saur515_RS09425
gene-Saur515_RS09500	713	781	903	245	196	365	349	275	181	host	mazE
gene-phage515_00052	1783	2017	1580	6151	6807	8919	10385	8018	5591	phage	gene-phage515_00052
gene-Saur515_RS11230	199	177	213	120	111	223	379	307	183	host	gene-Saur515_RS11230
gene-Saur515_RS11915	272	254	290	88	79	117	143	71	43	host	rsmI
gene-Saur515_RS04565	1090	1204	1188	463	377	541	467	348	212	host	recQ
gene-Saur515_RS10520	2211	2319	2322	618	647	970	874	526	320	host	gene-Saur515_RS10520
gene-Saur515_RS14180	32	53	54	18	26	30	31	23	17	host	gene-Saur515_RS14180
gene-Saur515_RS02285	45	66	59	13	16	20	30	18	10	host	gene-Saur515_RS02285
gene-Saur515_RS02830	1085	1242	1273	280	300	458	507	385	235	host	gene-Saur515_RS02830
gene-Saur515_RS03375	331	357	421	118	114	188	153	99	71	host	gene-Saur515_RS03375
gene-phage515_00038	1933	2133	1935	2976	2809	4030	2856	2874	1675	phage	gene-phage515_00038
gene-Saur515_RS13755	274	271	276	119	86	129	124	120	65	host	menE
gene-Saur515_RS07015	3	1	7	2	2	3	4	2	2	host	gene-Saur515_RS07015
gene-Saur515_RS09155	5982	6919	6988	1149	984	1760	2309	1290	790	host	deoD
gene-Saur515_RS08205	756	996	948	439	432	592	457	317	201	host	gene-Saur515_RS08205
gene-Saur515_RS14000	167	171	173	92	87	131	307	89	100	host	gene-Saur515_RS14000
gene-Saur515_RS06260	450	462	471	171	141	230	213	119	73	host	aroE
gene-Saur515_RS05070	8	6	9	4	3	3	4	2	1	host	gene-Saur515_RS05070
gene-Saur515_RS11180	1823	2069	2035	567	551	861	803	503	315	host	hemL
gene-phage515_00181	1957	2113	1859	2020	1833	2686	1842	1173	973	phage	gene-phage515_00181
gene-Saur515_RS11370	445	573	528	59	76	122	112	79	53	host	gntK
gene-Saur515_RS07995	3590	4035	4137	1186	934	1789	1792	1080	674	host	menB
gene-Saur515_RS06440	503	615	567	162	131	189	264	127	81	host	gene-Saur515_RS06440
gene-Saur515_RS11205	2277	2526	2405	664	658	1093	976	605	370	host	gene-Saur515_RS11205
gene-Saur515_RS06995	3	12	7	5	1	3	5	1	2	host	gene-Saur515_RS06995
gene-Saur515_RS07085	7	7	6	2	1	2	1	1	1	host	gene-Saur515_RS07085
gene-phage515_00163	6537	7361	6220	28245	31416	41462	55212	40143	26225	phage	gene-phage515_00163
gene-Saur515_RS03065	47	65	56	8	14	19	15	16	5	host	gene-Saur515_RS03065
gene-Saur515_RS02090	6037	7443	7726	1319	1086	1457	1698	1073	541	host	isaA
gene-Saur515_RS01515	30	21	28	14	23	32	10	2	11	host	hisB
gene-Saur515_RS06875	11	8	7	4	6	12	14	2	3	host	gene-Saur515_RS06875
gene-Saur515_RS07690	245	327	328	63	47	80	115	68	32	host	gene-Saur515_RS07690
gene-Saur515_RS00480	16	23	13	2	5	6	12	3	2	host	gene-Saur515_RS00480
gene-Saur515_RS07820	342	417	436	80	85	130	122	97	44	host	gene-Saur515_RS07820
gene-Saur515_RS12955	1254	1035	1543	372	250	703	709	527	264	host	gene-Saur515_RS12955
gene-Saur515_RS14290	3988	4641	5360	1085	849	1454	1266	1008	610	host	erm(C)
gene-Saur515_RS06980	3	3	2	3	0	0	2	0	1	host	gene-Saur515_RS06980
gene-Saur515_RS05845	4538	4664	4994	1019	882	1675	1459	1036	611	host	codY
gene-phage515_00046	5598	6247	5125	15799	16669	22631	17500	12086	8581	phage	gene-phage515_00046
gene-Saur515_RS04215	1	2	0	0	0	0	1	0	1	host	gene-Saur515_RS04215
gene-Saur515_RS11845	50	63	63	8	17	17	26	10	8	host	gene-Saur515_RS11845
gene-Saur515_RS11300	3681	4164	4093	790	792	1206	1331	730	453	host	secDF
gene-Saur515_RS06925	3	4	5	2	1	3	4	1	2	host	gene-Saur515_RS06925
gene-Saur515_RS13660	2	3	3	2	0	2	0	0	1	host	gene-Saur515_RS13660
gene-Saur515_RS13425	612	611	698	208	188	350	295	221	150	host	gene-Saur515_RS13425
gene-Saur515_RS04665	1256	1266	1346	354	351	523	426	392	197	host	nagA
gene-phage515_00133	2190	2414	2138	8027	8851	11489	9658	4680	5136	phage	asf
gene-Saur515_RS12125	13	13	14	4	5	5	11	5	3	host	gene-Saur515_RS12125
gene-Saur515_RS04480	171	153	178	37	33	55	40	35	15	host	gene-Saur515_RS04480
gene-Saur515_RS02070	43	63	60	15	12	21	27	28	13	host	gene-Saur515_RS02070
gene-Saur515_RS02060	133	125	122	34	30	72	70	31	32	host	gene-Saur515_RS02060
gene-Saur515_RS02165	2724	3291	3044	638	576	1016	883	648	410	host	pruA
gene-Saur515_RS10170	72	102	106	56	38	55	51	35	20	host	gene-Saur515_RS10170
gene-Saur515_RS00835	121	153	139	54	52	73	70	102	47	host	gene-Saur515_RS00835
gene-Saur515_RS13595	121	117	175	53	32	88	75	39	32	host	gene-Saur515_RS13595
gene-Saur515_RS08040	55	45	64	12	12	14	13	4	4	host	gene-Saur515_RS08040
gene-Saur515_RS09160	2653	2965	2840	839	915	1396	1221	803	561	host	deoC
gene-Saur515_RS03370	245	244	265	104	101	162	108	85	46	host	mobB
gene-Saur515_RS03360	289	317	355	152	130	224	175	112	63	host	moaC
gene-Saur515_RS13130	1046	1180	1276	396	272	501	398	302	180	host	cmk
gene-Saur515_RS05795	7166	7611	7665	1901	2022	3127	2472	1953	1161	host	sucC
gene-Saur515_RS02825	79	51	73	30	15	35	40	24	18	host	gene-Saur515_RS02825
gene-Saur515_RS05130	2156	2247	2376	533	502	772	731	484	282	host	argS
gene-Saur515_RS04275	11340	10580	11442	3673	3647	6356	4445	3440	2193	host	tpiA
gene-Saur515_RS00155	20	21	29	5	2	1	7	6	2	host	gene-Saur515_RS00155
gene-Saur515_RS11670	227	237	236	50	52	71	73	36	21	host	essC
gene-Saur515_RS03595	3555	3689	3484	1029	961	1417	1439	651	555	host	gene-Saur515_RS03595
gene-Saur515_RS06610	1009	1049	1091	327	323	499	474	312	209	host	gene-Saur515_RS06610
gene-Saur515_RS10735	1509	1605	1588	315	385	601	717	395	296	host	gene-Saur515_RS10735
gene-Saur515_RS07030	26	39	38	9	8	15	17	14	5	host	gene-Saur515_RS07030
gene-phage515_00190	4915	5395	4621	10385	10721	14121	11157	9192	6113	phage	mbpM
gene-Saur515_RS10920	2357	2284	2570	943	662	1273	1173	1292	567	host	gene-Saur515_RS10920
gene-Saur515_RS08310	1086	1044	1159	393	327	707	668	677	307	host	gene-Saur515_RS08310
gene-Saur515_RS04200	1762	1405	1708	577	485	804	1097	732	506	host	clfA
gene-Saur515_RS05055	75	64	67	29	23	47	38	34	17	host	mnhB2
gene-Saur515_RS08525	936	891	940	206	240	385	365	349	176	host	gene-Saur515_RS08525
gene-Saur515_RS12455	545	621	588	153	154	253	209	130	82	host	gene-Saur515_RS12455
gene-Saur515_RS10745	1449	1606	1511	442	503	750	626	445	262	host	nadE
gene-Saur515_RS02000	66	68	74	24	13	29	35	30	14	host	gene-Saur515_RS02000
gene-Saur515_RS01245	1315	1508	1539	355	378	488	485	374	224	host	gene-Saur515_RS01245
gene-Saur515_RS13035	3287	3135	3776	891	556	1397	1171	1031	544	host	mecA
gene-Saur515_RS07550	16	18	15	3	2	4	7	5	2	host	gene-Saur515_RS07550
gene-Saur515_RS06715	4847	5476	5593	1074	980	1591	1556	1415	738	host	zwf
gene-Saur515_RS08830	198	241	306	39	35	70	71	48	25	host	gene-Saur515_RS08830
gene-Saur515_RS10985	139	165	162	19	28	51	57	39	19	host	mutY
gene-Saur515_RS10585	328	339	389	111	71	155	141	65	64	host	gene-Saur515_RS10585
gene-Saur515_RS06740	1068	1081	1241	225	178	330	464	339	160	host	gene-Saur515_RS06740
gene-Saur515_RS00790	9	9	10	2	3	3	7	2	1	host	sbnC
gene-Saur515_RS09295	3115	3359	3607	1690	1514	2656	2440	1562	1143	host	gene-Saur515_RS09295
gene-phage515_00231	5112	5679	5683	1092	1129	1786	2092	1397	953	phage	gene-phage515_00231
gene-Saur515_RS11405	645	691	830	218	139	284	261	232	122	host	gene-Saur515_RS11405
gene-Saur515_RS13110	6534	6556	6981	1533	1386	2569	2757	2209	1278	host	ebpS
gene-Saur515_RS07170	557	650	669	157	168	207	289	140	98	host	gene-Saur515_RS07170
gene-Saur515_RS04330	1273	1297	1371	361	347	550	472	358	211	host	gene-Saur515_RS04330
gene-Saur515_RS06670	2234	2407	2352	569	539	1042	859	702	369	host	gene-Saur515_RS06670
gene-Saur515_RS01645	333	350	369	216	182	266	308	322	167	host	secA2
gene-Saur515_RS08390	595	614	651	194	160	287	222	225	95	host	rsmD
gene-Saur515_RS09740	328	306	462	117	92	191	132	94	78	host	gene-Saur515_RS09740
gene-Saur515_RS07130	2353	2775	2562	811	1001	1544	1038	672	479	host	treR
gene-Saur515_RS03920	157	143	171	42	38	44	43	51	6	host	gene-Saur515_RS03920
gene-Saur515_RS01400	429	398	461	227	187	326	391	405	202	host	gene-Saur515_RS01400
gene-Saur515_RS12585	91	90	96	23	20	29	22	34	10	host	gene-Saur515_RS12585
gene-Saur515_RS05435	1	0	3	0	0	0	1	0	2	host	gene-Saur515_RS05435
gene-Saur515_RS12785	26	26	23	9	10	17	12	18	17	host	gene-Saur515_RS12785
gene-Saur515_RS05780	439	552	562	123	119	208	177	179	104	host	yfhO
gene-Saur515_RS03150	1169	1107	1256	413	376	669	722	554	337	host	gene-Saur515_RS03150
gene-Saur515_RS07535	1114	1170	1356	284	246	489	382	348	183	host	gene-Saur515_RS07535
gene-Saur515_RS04670	1129	798	1121	283	304	613	505	491	186	host	gene-Saur515_RS04670
gene-Saur515_RS03305	906	980	1032	292	314	513	412	333	200	host	gene-Saur515_RS03305
gene-Saur515_RS01235	2094	2152	2338	570	493	939	864	551	349	host	rplI
gene-Saur515_RS02150	787	910	886	326	365	566	828	504	335	host	gene-Saur515_RS02150
gene-Saur515_RS08870	269	297	338	71	72	115	128	87	49	host	guaC
gene-Saur515_RS04525	324	373	363	83	110	141	147	113	61	host	gene-Saur515_RS04525
gene-Saur515_RS05990	522	583	556	168	172	256	214	184	98	host	gene-Saur515_RS05990
gene-Saur515_RS03895	1200	1386	1358	393	340	624	556	321	206	host	gene-Saur515_RS03895
gene-Saur515_RS02265	127	178	121	27	32	46	51	27	19	host	gene-Saur515_RS02265
gene-Saur515_RS00295	319	362	376	69	62	114	135	80	50	host	gene-Saur515_RS00295
gene-Saur515_RS05515	1943	2087	2289	462	366	631	703	520	238	host	gene-Saur515_RS05515
gene-Saur515_RS10335	11480	13360	12117	5606	5530	7390	9152	4335	3220	host	rpoB
gene-Saur515_RS03285	48	41	59	24	18	32	37	29	11	host	ureC
gene-Saur515_RS00805	104	127	160	30	19	34	39	18	15	host	sirA
gene-Saur515_RS08195	63	92	106	23	22	38	37	22	11	host	nrdH
gene-Saur515_RS13575	507	482	551	272	260	400	603	280	223	host	gene-Saur515_RS13575
gene-Saur515_RS07295	520	565	598	163	149	268	205	143	123	host	gene-Saur515_RS07295
gene-Saur515_RS11815	855	936	897	243	202	307	303	191	107	host	gene-Saur515_RS11815
gene-Saur515_RS06410	7492	9506	9017	2721	2400	4085	3639	2081	1396	host	gene-Saur515_RS06410
gene-Saur515_RS11615	129	162	152	31	25	42	54	29	21	host	gene-Saur515_RS11615
gene-Saur515_RS06295	359	381	513	136	100	213	186	158	95	host	gene-Saur515_RS06295
gene-Saur515_RS04850	1825	2185	2172	590	531	834	1008	510	326	host	gene-Saur515_RS04850
gene-Saur515_RS04415	362	346	491	108	69	152	127	108	67	host	gene-Saur515_RS04415
gene-phage515_00021	876	951	680	9136	9924	14109	16839	10054	8705	phage	gene-phage515_00021
gene-Saur515_RS02935	577	586	725	208	164	279	401	281	168	host	gene-Saur515_RS02935
gene-Saur515_RS07100	2960	3330	3409	1278	939	1947	1636	1141	692	host	recR
gene-Saur515_RS04820	8	9	8	4	1	1	3	0	4	host	gene-Saur515_RS04820
gene-Saur515_RS12505	900	1029	1004	282	227	334	322	219	134	host	tsaD
gene-Saur515_RS04125	316	302	448	114	73	200	141	114	70	host	gene-Saur515_RS04125
gene-phage515_00076	88	106	102	427	360	593	1532	913	691	phage	gene-phage515_00076
gene-Saur515_RS01715	1	1	1	0	0	1	2	0	0	host	gene-Saur515_RS01715
gene-Saur515_RS10030	66	59	72	16	18	30	13	21	4	host	gene-Saur515_RS10030
gene-Saur515_RS14175	23	30	40	15	17	27	17	14	10	host	gene-Saur515_RS14175
gene-Saur515_RS13370	48	60	66	10	17	41	33	23	11	host	gene-Saur515_RS13370
gene-phage515_00074	37	52	36	359	440	616	28422	9817	11579	phage	holA
gene-Saur515_RS04410	1527	1676	1826	359	268	579	545	407	215	host	fakB1
gene-Saur515_RS10710	480	529	500	116	95	150	205	121	74	host	gene-Saur515_RS10710
gene-Saur515_RS13350	62	65	67	105	106	191	384	275	200	host	gene-Saur515_RS13350
gene-Saur515_RS10085	109	102	100	14	18	36	31	39	16	host	gene-Saur515_RS10085
gene-Saur515_RS12355	1015	1132	1240	217	208	281	276	269	136	host	gene-Saur515_RS12355
gene-Saur515_RS06370	6529	6629	6975	1486	1552	2823	3110	2326	1267	host	floA
gene-Saur515_RS04735	790	890	786	244	187	331	317	263	147	host	gene-Saur515_RS04735
gene-Saur515_RS08490	2050	1959	2209	732	643	1275	1145	1010	477	host	gene-Saur515_RS08490
gene-Saur515_RS08130	649	804	621	163	167	181	224	90	87	host	purM
gene-Saur515_RS09645	51	58	63	37	22	61	38	37	23	host	gene-Saur515_RS09645
gene-Saur515_RS02550	22	30	18	4	7	14	8	8	4	host	gene-Saur515_RS02550
gene-Saur515_RS02575	43	45	55	15	10	31	20	17	9	host	bioB
gene-Saur515_RS00925	192	173	197	60	45	104	82	80	35	host	gene-Saur515_RS00925
gene-Saur515_RS05705	679	715	766	227	200	348	316	235	119	host	recG
gene-Saur515_RS07205	101	95	114	20	11	27	41	29	10	host	gene-Saur515_RS07205
gene-Saur515_RS05725	4022	4350	4340	1652	1532	2708	2527	1667	972	host	fabG
gene-Saur515_RS05690	854	1078	1164	270	413	444	1003	465	886	host	rpmB
gene-Saur515_RS13550	294	257	240	155	146	203	342	162	138	host	gene-Saur515_RS13550
gene-Saur515_RS11715	83	82	100	36	30	52	51	29	21	host	gene-Saur515_RS11715
gene-Saur515_RS09140	1358	1388	1622	405	343	603	411	399	213	host	gene-Saur515_RS09140
gene-Saur515_RS10175	66	77	80	29	9	22	17	15	6	host	gene-Saur515_RS10175
gene-Saur515_RS12810	14	5	13	3	4	9	5	4	5	host	gene-Saur515_RS12810
gene-Saur515_RS07345	66	68	74	25	20	29	27	21	15	host	lpl2
gene-Saur515_RS11780	388	399	463	125	88	166	119	108	57	host	gene-Saur515_RS11780
gene-Saur515_RS10325	3189	3346	3615	895	634	1137	1225	727	445	host	gene-Saur515_RS10325
gene-Saur515_RS01035	40	38	49	14	19	24	25	24	9	host	gene-Saur515_RS01035
gene-Saur515_RS01660	432	456	460	167	188	249	244	202	160	host	sasF
gene-Saur515_RS00290	240	273	316	65	65	89	81	61	36	host	gene-Saur515_RS00290
gene-Saur515_RS11255	8467	10333	9696	2861	2211	4087	4748	2379	1444	host	gene-Saur515_RS11255
gene-Saur515_RS01160	47	26	52	12	10	16	12	15	5	host	gene-Saur515_RS01160
gene-Saur515_RS11440	312	366	350	49	49	91	98	72	33	host	gene-Saur515_RS11440
gene-Saur515_RS01110	216	286	268	85	54	81	83	76	47	host	gene-Saur515_RS01110
gene-Saur515_RS11890	738	857	844	208	138	333	255	197	147	host	gene-Saur515_RS11890
gene-Saur515_RS02480	357	346	417	119	117	187	215	134	76	host	gene-Saur515_RS02480
gene-Saur515_RS07785	237	221	265	74	68	136	63	67	40	host	gene-Saur515_RS07785
gene-Saur515_RS05980	286	344	338	108	111	206	194	93	66	host	gene-Saur515_RS05980
gene-Saur515_RS02385	276	335	355	49	33	63	65	56	31	host	lnsB
gene-Saur515_RS13010	541	521	563	144	119	200	234	184	67	host	gene-Saur515_RS13010
gene-Saur515_RS04010	467	567	595	182	174	233	151	173	74	host	gene-Saur515_RS04010
gene-phage515_00140	1272	1407	1015	12129	15626	20414	43158	22409	19917	phage	nrdF
gene-Saur515_RS13055	1014	1304	1195	296	256	389	357	270	191	host	gene-Saur515_RS13055
gene-Saur515_RS07815	142	176	197	21	25	32	35	30	20	host	gene-Saur515_RS07815
gene-Saur515_RS00945	49	49	45	20	10	24	14	24	6	host	gene-Saur515_RS00945
gene-Saur515_RS07860	603	642	699	159	124	227	229	222	84	host	gene-Saur515_RS07860
gene-Saur515_RS14285	1221	1325	1428	402	495	845	857	725	422	host	gene-Saur515_RS14285
gene-Saur515_RS02955	335	364	428	44	33	69	62	51	32	host	gene-Saur515_RS02955
gene-Saur515_RS13020	1594	1602	1849	382	352	646	558	575	269	host	yjbH
gene-Saur515_RS00260	28564	30487	31665	8058	8402	14440	11683	8417	5263	host	pflA
gene-Saur515_RS00995	99	108	92	33	42	43	54	38	23	host	gene-Saur515_RS00995
gene-phage515_00185	2904	3278	2639	6050	5613	8016	6210	4090	2792	phage	mbpI
gene-Saur515_RS06595	5279	5277	6309	2130	1403	3068	3615	2150	1417	host	efp
gene-Saur515_RS00435	981	1094	1064	145	129	202	265	175	88	host	gene-Saur515_RS00435_gene_brnQ
gene-Saur515_RS09415	179	194	230	54	56	84	73	64	26	host	gene-Saur515_RS09415
gene-Saur515_RS14195	56	98	77	22	32	43	41	20	24	host	gene-Saur515_RS14195
gene-phage515_00047	14127	15742	13881	29239	29516	42253	30728	22189	14864	phage	gene-phage515_00047
gene-Saur515_RS13950	393	344	385	249	205	308	630	144	224	host	gene-Saur515_RS13950
gene-Saur515_RS02325	130	168	182	52	36	79	76	52	28	host	gene-Saur515_RS02325
gene-phage515_00103	162	166	142	611	787	1049	45522	15956	17895	phage	gene-phage515_00103
gene-Saur515_RS07185	89	98	138	37	43	63	40	32	24	host	gene-Saur515_RS07185
gene-Saur515_RS07095	5	4	4	3	0	2	4	0	1	host	gene-Saur515_RS07095
gene-Saur515_RS02290	18894	18436	21790	7410	5933	14314	23614	14401	8597	host	gene-Saur515_RS02290
gene-Saur515_RS00625	181	227	272	66	45	79	93	82	31	host	tnpA
gene-Saur515_RS07750	76	82	82	29	24	31	55	23	19	host	mepA
gene-Saur515_RS07145	8	7	12	4	6	6	8	3	2	host	gene-Saur515_RS07145
gene-Saur515_RS08790	197	224	244	61	39	88	109	68	29	host	gene-Saur515_RS08790
gene-Saur515_RS11770	38	30	42	8	11	11	9	9	5	host	gene-Saur515_RS11770
gene-Saur515_RS08565	151	175	177	55	46	91	68	60	25	host	dapD
gene-Saur515_RS09595	2470	2750	3008	764	529	927	886	770	390	host	gene-Saur515_RS09595
gene-Saur515_RS11415	98	107	98	39	18	41	34	22	21	host	gene-Saur515_RS11415
gene-Saur515_RS04940	344	393	416	89	64	112	93	78	33	host	gene-Saur515_RS04940
gene-Saur515_RS01615	94	83	79	35	23	48	27	32	21	host	gene-Saur515_RS01615
