Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA1933	406	332	476	648	657	383	702	151	81	155	78	26	30	host	gene-PA1933
gene-PA0635	109	56	52	115	259	92	60	104	41	38	46	13	10	host	gene-PA0635
gene-PA3011	1696	1133	1924	1789	1687	916	1082	482	464	461	128	137	85	host	topA
gene-PA4799	25	21	30	32	39	19	44	20	5	12	66	3	0	host	gene-PA4799
gene-PA0836.1	28	17	20	53	59	31	45	2	10	18	3	7	7	host	gene-PA0836.1
gene-PA5489	590	664	1201	1318	618	717	1025	89	262	603	59	68	83	host	dsbA
gene-EST35_0319	0	0	0	0	2703	1522	58	20184	10754	3676	102105	37813	40575	phage	gene-EST35_0319
gene-PA0814	7	5	8	9	14	13	11	8	4	4	3	1	0	host	gene-PA0814
gene-PA3493	92	74	122	184	163	86	185	55	15	44	24	4	8	host	gene-PA3493
gene-PA3901	100	71	101	173	247	149	244	95	76	135	122	33	32	host	fecA
gene-PA3825	134	96	195	235	165	106	200	44	24	47	69	11	4	host	gene-PA3825
gene-PA0922.1	512	460	1537	970	1449	276	157	1007	45	59	618	13	11	host	gene-PA0922.1
gene-PA1937	13	7	23	13	11	11	24	6	1	6	7	1	2	host	gene-PA1937
gene-PA3595	56	42	79	97	80	41	86	20	8	18	54	5	1	host	gene-PA3595
gene-PA2489	0	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2489
gene-PA2807	2656	1764	2706	3745	3057	1916	3337	795	545	1428	130	157	151	host	gene-PA2807
gene-PA3170	147	117	199	278	272	139	243	94	46	99	40	11	21	host	gene-PA3170
gene-PA0394	339	278	457	552	522	220	276	132	64	76	53	12	15	host	gene-PA0394
gene-PA2570.1	608	559	1227	731	807	714	775	380	92	216	101	22	24	host	gene-PA2570.1
gene-PA3154	1042	608	1155	894	432	378	1109	90	49	76	101	23	21	host	wzy
gene-PA1271	639	414	763	816	512	396	520	142	73	98	130	18	13	host	gene-PA1271
gene-PA1637	46	35	73	71	80	57	77	25	7	18	12	3	5	host	kdpE
gene-PA1710	304	169	224	249	209	142	411	41	21	69	16	2	7	host	exsC
gene-PA3372	32	14	31	45	50	27	60	10	5	8	12	1	4	host	gene-PA3372
gene-PA2490	0	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2490
gene-PA2775.1	288	246	851	574	977	439	360	673	66	140	132	8	27	host	gene-PA2775.1
gene-PA4296	44	35	53	51	35	56	70	10	24	28	33	10	8	host	pprB
gene-PA0365	17	18	18	30	18	10	17	6	2	5	21	3	1	host	gene-PA0365
gene-PA2546	27	21	45	28	39	22	47	4	4	12	6	4	2	host	gene-PA2546
gene-PA5546	200	157	300	220	195	230	221	28	72	98	112	37	43	host	gene-PA5546
gene-PA3550	10	8	12	10	15	10	16	0	1	2	18	0	0	host	algF
gene-PA4668	140	127	207	242	140	112	185	29	16	54	14	7	4	host	gene-PA4668
gene-PA0531	20	17	32	34	42	25	40	18	5	12	39	1	6	host	gene-PA0531
gene-PA2664	11	12	46	72	30	7	56	8	2	7	25	7	2	host	fhp
gene-PA3073	107	67	121	185	204	87	164	49	19	37	32	9	8	host	gene-PA3073
gene-PA2359	44	12	15	31	35	16	35	13	5	14	41	1	2	host	gene-PA2359
gene-PA0057	15	8	34	20	26	13	14	5	9	11	17	3	7	host	gene-PA0057
gene-PA4984	108	66	70	150	155	89	187	88	22	36	50	17	4	host	gene-PA4984
gene-PA2018	250	189	270	417	488	264	431	214	96	216	184	51	70	host	gene-PA2018
gene-PA2971	6630	4475	8199	8478	8538	4747	10594	2524	1222	2312	631	268	559	host	gene-PA2971
gene-PA2650	37	27	44	49	57	31	53	30	11	22	17	4	1	host	gene-PA2650
gene-PA5199	193	168	240	314	428	220	361	173	63	126	70	9	16	host	amgS
gene-PA3635	4322	2757	4505	5325	4455	1821	2493	1318	542	1071	222	129	140	host	eno
gene-PA0901	816	457	675	807	1068	580	808	437	177	332	136	55	49	host	aruE
gene-PA1353	13	0	11	7	11	8	10	0	3	4	6	2	1	host	gene-PA1353
gene-PA3361	14	9	26	16	26	18	20	8	3	10	15	1	2	host	lecB
gene-PA2565	11	15	11	4	21	20	18	9	5	5	14	1	2	host	gene-PA2565
gene-PA4293	58	49	54	81	72	48	97	17	11	24	77	5	5	host	pprA
gene-PA1676	39	29	41	72	147	44	116	41	7	18	16	4	2	host	gene-PA1676
gene-EST35_0356	0	0	0	0	12194	12004	1346	16946	7217	7491	6758	2203	5451	phage	gene-EST35_0356
gene-PA0741	37	33	46	50	49	20	55	22	3	13	21	3	2	host	gene-PA0741
gene-PA3844	25	15	32	35	31	19	52	18	6	10	46	5	3	host	gene-PA3844
gene-PA2089	71	40	83	94	105	47	94	42	16	25	61	8	6	host	gene-PA2089
gene-PA2864	262	171	283	335	202	95	203	49	15	56	15	4	16	host	gene-PA2864
gene-PA1948	76	38	49	76	115	66	87	80	27	36	67	10	21	host	rbsC
gene-PA0541	303	191	294	391	417	203	321	149	48	111	43	9	17	host	gene-PA0541
gene-PA0082	2071	1669	2694	2737	2001	816	1383	428	73	187	133	24	32	host	gene-PA0082
gene-PA0440	28	18	45	27	45	26	29	20	6	15	65	3	1	host	gene-PA0440
gene-PA1504	92	72	122	118	133	46	75	35	11	57	26	4	5	host	gene-PA1504
gene-PA3412	2996	1745	3258	2325	2165	1654	2525	750	276	654	130	62	68	host	gene-PA3412
gene-PA2662	17	20	34	50	47	30	83	16	9	15	35	3	3	host	gene-PA2662
gene-PA1766	519	409	651	866	717	421	578	202	160	389	62	44	62	host	gene-PA1766
gene-PA3605	134	114	173	209	217	140	188	57	24	45	25	8	9	host	gene-PA3605
gene-PA3143	217	133	279	231	231	201	435	61	46	79	35	17	16	host	gene-PA3143
gene-PA3801	744	629	772	1034	1012	670	886	313	260	484	117	64	97	host	gene-PA3801
gene-PA3636	811	649	1080	1187	903	455	654	236	169	324	74	48	54	host	kdsA
gene-PA4287	12	13	20	26	30	23	34	5	7	18	14	4	0	host	gene-PA4287
gene-PA2056	42	40	50	68	49	48	51	30	6	6	18	2	3	host	gene-PA2056
gene-PA1331	63	58	82	109	129	75	132	57	25	33	42	8	3	host	gene-PA1331
gene-PA4468	10	15	17	22	21	41	66	14	7	43	19	5	10	host	sodM
gene-PA5147	435	287	506	605	468	299	471	110	66	138	63	16	18	host	mutY
gene-PA2055	13	11	12	23	59	9	22	13	3	1	29	0	0	host	gene-PA2055
gene-PA1037	101	112	162	176	133	114	161	26	32	56	36	3	7	host	gene-PA1037
gene-EST35_0228	0	0	0	0	559	1719	190	61372	38977	8403	59379	21143	33602	phage	gene-EST35_0228
gene-PA1835	36	17	43	32	73	29	37	25	6	17	15	2	9	host	gene-PA1835
gene-PA4075	179	116	171	231	208	115	168	85	18	35	46	3	7	host	gene-PA4075
gene-PA0077	981	954	1290	1838	1913	845	1087	352	152	325	193	37	32	host	icmF1
gene-PA5444	67	69	106	102	93	89	107	30	32	39	21	13	8	host	gene-PA5444
gene-PA3133.3	6064	2804	4900	5243	4644	2346	3759	1966	582	1536	288	60	188	host	gene-PA3133.3
gene-EST35_0138	0	0	0	0	35	475	68	4280	4712	491	32944	26819	26657	phage	gene-EST35_0138
gene-PA0899	315	221	367	395	405	300	454	215	116	270	89	26	25	host	aruB
gene-PA3598	27	13	19	29	33	21	38	11	6	15	15	7	3	host	gene-PA3598
gene-PA2080	48	47	47	85	95	52	64	49	18	42	41	5	4	host	kynU
gene-PA2753	18	6	10	61	39	58	110	3	13	25	2	13	7	host	gene-PA2753
gene-PA5246	98	62	77	132	90	71	98	17	15	33	35	6	2	host	gene-PA5246
gene-PA1366	314	198	349	313	152	107	226	43	33	58	41	8	10	host	gene-PA1366
gene-PA3115	2142	1626	2733	2865	1876	1215	1711	402	302	572	159	93	131	host	fimV
gene-PA5515	227	216	316	514	347	264	492	94	42	92	44	8	10	host	gene-PA5515
gene-PA2292	3	2	5	7	5	4	5	2	1	1	10	0	0	host	gene-PA2292
gene-PA5324	180	148	207	254	288	138	215	60	27	70	62	11	15	host	gene-PA5324
gene-PA3185	855	539	790	860	995	457	643	415	114	179	205	31	38	host	gene-PA3185
gene-PA0628	82	44	53	82	223	201	69	75	93	55	81	31	15	host	gene-PA0628
gene-PA2067	4	8	13	14	9	14	9	1	2	2	12	1	1	host	gene-PA2067
gene-PA1367	25	23	60	36	47	14	22	19	7	10	21	2	1	host	gene-PA1367
gene-EST35_0425	0	0	0	0	1018	592	91	6758	1962	770	3899	1632	2842	phage	gene-EST35_0425
gene-PA3366.1	38	32	57	36	34	102	141	8	6	14	9	3	5	host	amiL
gene-PA4397	27	21	56	52	34	24	37	12	4	12	13	6	3	host	panE
gene-PA2296	51	35	55	47	43	26	44	11	8	13	21	2	3	host	gene-PA2296
gene-EST35_0334	0	0	2	0	1506	3329	77	5657	10880	7434	2175	2797	6562	phage	gene-EST35_0334
gene-PA0260	216	142	296	253	219	142	248	56	26	79	146	11	16	host	gene-PA0260
gene-PA3656	19175	11955	22224	21020	12942	6980	7522	2851	2226	5292	702	559	590	host	rpsB
gene-PA1670	9	14	14	53	88	14	35	44	6	19	24	2	4	host	stp1
gene-PA0905	3439	2200	4326	2677	4947	1134	2334	1641	615	331	314	122	118	host	rsmA
gene-PA4733	91	74	119	113	94	76	100	36	33	49	96	12	12	host	acsB
gene-PA0803	14	18	34	31	25	32	37	8	3	13	14	4	1	host	gene-PA0803
gene-PA0047	358	311	460	859	465	204	238	107	36	65	45	12	7	host	gene-PA0047
gene-PA0698	5	2	6	11	11	6	12	5	1	1	12	1	0	host	gene-PA0698
gene-PA3253	13	11	12	12	19	14	36	16	4	8	32	3	2	host	gene-PA3253
gene-PA3354	92	58	106	136	111	89	121	39	15	32	28	3	12	host	gene-PA3354
gene-PA3338	25	15	26	22	12	24	21	3	4	10	12	2	0	host	gene-PA3338
gene-PA0731	56	60	85	104	139	89	113	51	19	39	41	16	13	host	gene-PA0731
gene-PA1608	78	51	103	132	73	69	109	25	12	43	50	5	5	host	gene-PA1608
gene-PA3396	24	16	26	66	64	13	151	34	2	5	13	0	2	host	nosL
gene-PA4766	311	196	330	379	489	249	356	182	51	79	58	13	11	host	gene-PA4766
gene-PA0211	13	8	18	12	17	13	26	7	3	3	18	0	1	host	mdcD
gene-PA4536	60	45	69	74	103	82	99	30	10	23	34	4	9	host	gene-PA4536
gene-PA4290	313	219	290	230	299	201	724	71	38	89	91	14	13	host	gene-PA4290
gene-PA1507	49	31	58	43	89	46	91	26	9	18	33	5	3	host	gene-PA1507
gene-PA3685	365	347	500	928	536	215	538	169	73	130	75	10	13	host	gene-PA3685
gene-PA0553	240	162	245	265	353	212	266	133	49	95	35	13	7	host	gene-PA0553
gene-PA0172	589	478	623	934	1079	655	496	315	119	279	159	22	37	host	gene-PA0172
gene-PA3616	393	261	299	577	535	297	352	216	75	192	126	36	63	host	gene-PA3616
gene-PA1741	72	45	77	81	111	51	83	30	21	58	5	3	7	host	gene-PA1741
gene-PA1662	91	62	91	160	427	56	289	142	10	29	49	5	7	host	gene-PA1662
gene-PA2398	220	120	247	422	209	230	168	46	81	220	93	14	23	host	fpvA
gene-EST35_0257	0	0	0	0	12	107	16	19869	12857	4959	77864	39904	30292	phage	gene-EST35_0257
gene-PA3045	10	10	32	19	22	18	24	7	6	9	12	5	4	host	gene-PA3045
gene-PA5548	182	169	213	326	302	163	225	97	34	45	96	21	20	host	gene-PA5548
gene-PA0229	37	25	54	40	69	41	51	23	12	13	106	6	4	host	pcaT
gene-PA5054	389	433	1061	679	2224	404	231	1180	994	279	267	180	129	host	hslU
gene-PA0529	50	29	82	53	60	48	99	27	18	33	40	10	4	host	gene-PA0529
gene-PA0150	155	171	224	562	604	116	260	203	19	58	77	4	11	host	gene-PA0150
gene-PA3944	50	25	47	70	102	60	127	25	18	35	14	9	7	host	gene-PA3944
gene-PA3785	46	42	54	86	114	100	120	26	22	60	6	6	8	host	gene-PA3785
gene-PA2112	99	44	30	137	78	19	37	48	5	17	32	0	9	host	gene-PA2112
gene-PA0441	33	21	44	23	48	27	29	22	8	9	41	2	3	host	dht
gene-PA4142	21	18	45	24	51	23	25	27	7	4	42	4	1	host	gene-PA4142
gene-PA3689	86	50	93	72	81	58	85	19	12	25	22	7	3	host	gene-PA3689
gene-PA2467	42	35	44	55	110	45	46	49	14	26	22	1	6	host	foxR
gene-PA4060	38	38	63	62	90	42	61	34	9	17	19	1	3	host	gene-PA4060
gene-EST35_0457	0	0	0	0	202	434	11	840	1848	1443	323	521	1196	phage	gene-EST35_0457
gene-PA3959	42	25	51	50	68	31	52	23	7	8	31	1	4	host	gene-PA3959
gene-PA1155	748	547	996	971	914	504	994	128	154	301	60	61	69	host	nrdB
gene-PA0289	104	42	71	96	95	47	81	16	12	20	46	4	4	host	gpuR
gene-PA4544	567	433	732	832	694	394	804	207	144	338	85	22	65	host	rluD
gene-PA2260	12	6	13	16	23	16	28	7	5	18	12	4	5	host	gene-PA2260
gene-PA0605	290	291	436	174	187	224	177	33	46	114	78	22	10	host	gene-PA0605
gene-PA1886	114	72	131	185	237	133	226	90	32	43	53	7	8	host	polB
gene-PA3467	37	20	54	35	37	25	34	16	3	9	35	3	1	host	gene-PA3467
gene-PA2863	24	12	21	16	25	8	30	6	2	9	23	1	0	host	lipH
gene-PA5032	21	20	32	27	47	36	42	19	17	15	56	6	4	host	gene-PA5032
gene-PA1970	39	31	43	83	42	27	71	11	7	20	7	0	4	host	gene-PA1970
gene-PA2184	8	2	13	6	5	0	5	0	0	6	10	0	0	host	gene-PA2184
gene-PA5124	75	60	117	102	85	74	91	26	16	23	77	8	7	host	ntrB
gene-PA4510	30	28	42	61	64	39	68	36	12	15	33	2	4	host	gene-PA4510
gene-PA4974	682	556	777	1227	988	547	845	409	121	264	185	31	42	host	gene-PA4974
gene-PA1549	221	171	244	497	487	191	602	170	47	150	66	20	16	host	gene-PA1549
gene-PA0778	52	47	64	89	159	55	71	84	62	31	32	21	9	host	icp
gene-PA1179	1338	631	757	1491	636	148	279	174	40	58	47	24	13	host	phoP
gene-PA5440a	37	36	55	82	71	78	78	26	8	27	19	1	2	host	gene-PA5440a
gene-EST35_0157	0	0	0	0	1566	3175	141	102972	42431	27413	39514	11475	24065	phage	gene-EST35_0157
gene-PA2479	24	47	58	115	170	46	144	63	7	29	26	7	6	host	gene-PA2479
gene-PA2814	20	16	32	38	36	34	41	7	15	13	12	2	4	host	gene-PA2814
gene-PA0924	67	52	102	70	104	83	361	23	29	44	111	14	15	host	gene-PA0924
gene-PA5290	150	124	172	241	282	137	229	71	33	53	81	12	11	host	gene-PA5290
gene-PA1134	15	6	18	23	59	20	36	30	7	13	32	1	0	host	gene-PA1134
gene-PA5537	44	41	75	81	52	33	65	12	6	12	16	2	6	host	gene-PA5537
gene-PA4324	317	251	362	459	269	133	271	42	22	62	27	13	15	host	gene-PA4324
gene-PA4494	286	208	316	559	419	185	835	102	27	138	58	8	20	host	roxS
gene-PA1395	61	42	56	68	57	34	40	14	3	10	20	3	4	host	gene-PA1395
gene-PA2201	62	34	52	69	77	39	41	27	10	12	15	7	4	host	gene-PA2201
gene-PA5514	135	99	141	199	152	91	156	35	26	46	33	8	6	host	gene-PA5514
gene-PA5314	401	137	275	241	321	154	286	58	34	83	40	7	14	host	gene-PA5314
gene-PA0526	25	18	16	96	80	18	242	42	1	20	19	2	0	host	gene-PA0526
gene-EST35_0295	0	0	0	0	137	2247	159	1396	802	460	8827	8394	1752	phage	gene-EST35_0295
gene-PA0255	161	131	141	169	215	87	154	47	13	22	50	2	3	host	gene-PA0255
gene-PA3174	6	8	9	15	19	8	26	6	4	15	17	2	1	host	gene-PA3174
gene-PA4730	250	203	273	424	269	175	177	67	40	58	51	13	13	host	panC
gene-PA0241	17	9	30	17	24	19	11	12	2	2	61	2	3	host	gene-PA0241
gene-PA1291	82	72	128	122	129	81	84	37	9	9	26	4	5	host	gene-PA1291
gene-PA3652	989	722	1075	1419	1479	714	1237	298	191	427	81	52	59	host	uppS
gene-PA1143	6	10	17	9	9	9	6	4	2	1	13	0	1	host	gene-PA1143
gene-PA1472	16	10	30	28	25	10	27	5	4	13	16	4	1	host	gene-PA1472
gene-PA4226	528	397	553	602	706	647	420	299	191	704	175	46	73	host	pchE
gene-PA3038	145	117	216	136	77	72	143	18	27	64	54	11	13	host	gene-PA3038
gene-PA0638	68	25	22	78	172	122	42	81	59	38	36	16	9	host	gene-PA0638
gene-PA1198	3162	2168	3587	3613	4248	2294	2353	809	294	705	125	65	84	host	gene-PA1198
gene-PA3755	72	67	139	91	95	106	148	31	22	32	27	4	6	host	gene-PA3755
gene-PA5318	50	55	60	112	86	50	82	19	10	29	35	2	4	host	gene-PA5318
gene-PA1621	75	51	74	71	81	63	90	38	13	38	21	7	4	host	gene-PA1621
gene-PA3923	125	112	148	81	60	72	109	14	12	38	63	20	8	host	gene-PA3923
gene-PA1264	29	22	37	48	51	18	43	18	6	6	16	1	1	host	gene-PA1264
gene-PA2608	35	15	44	36	34	34	24	3	10	23	11	1	7	host	gene-PA2608
gene-PA4602	1862	1681	3088	3203	1812	1037	1307	601	287	580	156	73	71	host	glyA3
gene-PA3220	43	36	58	81	75	32	58	24	6	16	38	0	4	host	gene-PA3220
gene-PA0968	626	427	788	833	722	508	666	251	77	221	63	24	27	host	gene-PA0968
gene-PA4732	592	447	742	890	537	316	506	145	94	219	89	35	26	host	pgi
gene-PA1794	703	402	684	738	709	463	529	209	234	472	95	61	75	host	glnS
gene-PA4479	195	172	255	331	297	213	371	70	70	110	23	19	16	host	mreD
gene-PA1409	26	10	22	33	29	18	24	11	2	11	21	4	3	host	aphA
gene-PA1266	21	16	19	40	65	27	27	37	3	3	29	1	0	host	gene-PA1266
gene-PA2595	69	25	47	77	97	54	78	34	5	20	17	3	9	host	gene-PA2595
gene-PA0257	81	80	168	120	91	46	86	12	8	17	26	5	6	host	gene-PA0257
gene-PA1519	13	12	37	23	34	22	31	10	6	10	22	5	5	host	gene-PA1519
gene-PA5238	186	162	236	232	224	137	249	57	22	41	92	7	8	host	gene-PA5238
gene-PA3790	305	278	278	477	484	388	478	136	141	303	128	38	65	host	oprC
gene-PA0783	810	709	1008	1354	812	492	876	301	150	378	114	52	74	host	putP
gene-PA3083	694	441	759	970	939	480	756	253	152	336	117	55	38	host	pepN
gene-PA0322	33	23	56	44	50	19	35	10	13	24	40	4	3	host	gene-PA0322
gene-PA3071	108	70	112	178	185	64	150	59	18	51	58	7	7	host	gene-PA3071
gene-PA0346	69	37	60	60	38	33	61	22	8	24	30	1	7	host	gene-PA0346
gene-PA4307	502	472	831	800	407	174	333	72	26	46	79	15	6	host	pctC
gene-EST35_0111	0	0	0	0	5	30	0	668	638	526	216	238	436	phage	gene-EST35_0111
gene-PA5282	16	17	23	36	36	20	28	11	7	11	40	3	1	host	gene-PA5282
gene-PA5375	53	72	136	82	112	62	74	71	81	90	81	18	32	host	betT1
gene-PA1221	4	3	28	13	22	5	14	5	7	7	41	2	2	host	gene-PA1221
gene-PA1005	316	226	440	376	397	254	370	103	48	106	87	14	21	host	gene-PA1005
gene-PA4268	7137	4065	6631	7848	8086	5265	5096	2165	1833	3924	451	316	538	host	rpsL
gene-PA3909	53	55	89	63	73	46	50	28	25	22	71	8	1	host	eddB
gene-PA4943	4388	3039	5618	5449	6017	1768	3523	2714	1845	1078	834	652	490	host	gene-PA4943
gene-PA3254	29	29	69	62	61	37	60	8	13	12	33	7	6	host	gene-PA3254
gene-PA5516	490	307	489	517	443	244	370	189	59	120	190	4	17	host	pdxY
gene-PA5335	420	378	523	825	820	330	642	231	99	210	116	20	21	host	gene-PA5335
gene-PA2279	7	14	20	20	27	24	18	3	2	7	15	0	0	host	arsC
gene-PA0052	8	5	11	9	14	13	14	2	1	6	11	0	4	host	gene-PA0052
gene-PA1885	46	30	48	68	82	26	43	21	6	9	18	1	2	host	gene-PA1885
gene-PA3835	62	28	59	65	60	43	62	15	26	19	29	12	7	host	gene-PA3835
gene-PA1133	27	16	29	51	49	16	51	18	6	21	11	0	4	host	gene-PA1133
gene-PA1498	16	15	27	30	36	22	28	11	6	7	45	2	1	host	pykF
gene-PA3940	1400	1025	1880	2015	1236	724	1110	134	214	676	25	52	62	host	gene-PA3940
gene-PA2081	53	56	75	98	85	52	74	22	12	23	21	7	8	host	kynB
gene-PA1847	428	366	562	597	288	266	362	62	80	135	32	24	30	host	gene-PA1847
gene-PA0466	2	7	7	13	8	17	13	3	3	5	0	1	4	host	gene-PA0466
gene-PA1616	94	61	109	192	222	95	133	99	22	54	37	2	12	host	gene-PA1616
gene-PA3387	18	9	29	22	31	12	45	3	2	7	30	3	0	host	rhlG
gene-PA5067	370	237	438	540	268	161	335	49	43	92	15	12	18	host	hisE
gene-PA4997	1196	1060	1770	2092	1476	848	1866	379	175	490	165	38	48	host	msbA
gene-PA0061	90	87	98	163	204	81	161	70	27	46	48	8	3	host	gene-PA0061
gene-PA3834	1107	957	1367	1826	1493	962	1263	357	323	606	149	84	111	host	valS
gene-PA0776	9	3	18	6	12	13	12	4	5	3	28	2	0	host	gene-PA0776
gene-PA3322	286	224	372	389	417	171	266	118	28	61	28	10	12	host	gene-PA3322
gene-PA5378	113	67	130	102	88	51	87	15	17	28	39	5	6	host	gene-PA5378
gene-PA2819.1	13783	5866	8581	12217	6357	1795	3266	3761	446	1171	790	81	229	host	gene-PA2819.1
gene-PA5317	113	102	162	211	117	130	139	41	41	53	97	18	14	host	gene-PA5317
gene-PA1709	105	62	75	144	83	37	96	33	17	33	20	6	1	host	popD
gene-PA3530	198	158	340	316	137	85	194	36	30	144	21	13	16	host	gene-PA3530
gene-PA4848	2410	1876	2335	4070	1895	915	2557	543	392	882	134	97	89	host	accC
gene-PA2846	42	21	38	53	51	39	55	22	11	19	36	2	4	host	gene-PA2846
gene-PA0693	17	12	16	26	26	17	27	8	7	4	48	3	4	host	exbB2
gene-PA3205	31	49	47	66	51	64	79	11	16	26	7	6	10	host	gene-PA3205
gene-PA1782	8	12	29	26	30	17	14	8	5	13	34	1	1	host	gene-PA1782
gene-PA0535	178	144	180	235	240	131	186	92	35	52	73	18	20	host	gene-PA0535
gene-PA1138	24	21	25	43	54	20	38	12	3	9	6	2	1	host	gene-PA1138
gene-PA3031.1	63	66	166	141	254	137	145	205	11	72	36	3	7	host	gene-PA3031.1
gene-PA1849	1	1	10	1	7	4	6	3	1	0	6	0	0	host	gene-PA1849
gene-PA2207	11	11	14	13	12	7	13	1	0	2	33	1	1	host	gene-PA2207
gene-PA3270	724	386	762	766	685	330	706	173	67	146	35	13	19	host	gene-PA3270
gene-PA0062	51	52	66	80	102	63	98	17	31	31	31	3	3	host	gene-PA0062
gene-PA3405	2	2	13	4	12	8	6	3	1	1	32	0	0	host	hasE
gene-PA1430	1057	746	1362	1198	671	643	1035	188	125	295	62	46	55	host	lasR
gene-PA1444	325	203	277	371	376	170	320	96	49	78	33	15	8	host	fliN
gene-PA3339	135	103	220	227	204	138	208	64	33	70	90	10	18	host	plpD
gene-PA0700	12	5	7	14	21	4	19	4	2	3	19	2	1	host	gene-PA0700
gene-PA5108	117	76	190	188	310	162	409	88	95	209	30	28	44	host	gene-PA5108
gene-PA4091	17	20	37	21	25	21	24	7	2	10	71	2	0	host	hpaA
gene-PA3473	141	119	192	208	165	99	178	38	32	56	55	7	10	host	gene-PA3473
gene-PA1381	4	5	18	6	8	2	8	3	1	2	35	0	0	host	gene-PA1381
gene-PA1386	44	32	122	47	88	85	50	36	19	18	68	5	3	host	gene-PA1386
gene-PA0623	205	119	114	226	399	256	95	155	92	86	71	37	24	host	gene-PA0623
gene-PA2623	4130	2658	4993	3833	3159	2353	2657	712	629	1134	164	204	262	host	icd
gene-PA4253	2838	1953	2996	4593	3886	3965	2748	902	1962	3070	345	524	745	host	rplN
gene-PA0674	10	9	7	16	14	5	8	3	0	2	26	1	1	host	vreA
gene-PA5239	2217	1856	3209	3976	1159	886	2920	185	166	409	114	60	64	host	rho
gene-PA0521	5	1	12	11	16	6	18	2	3	3	20	2	2	host	gene-PA0521
gene-PA0489	17	18	30	48	66	26	60	28	6	24	32	4	2	host	gene-PA0489
gene-PA2870	80	55	121	137	158	81	115	59	15	38	52	5	4	host	gene-PA2870
gene-PA0191	54	14	47	30	43	23	48	15	12	7	39	3	2	host	gene-PA0191
gene-PA2165	26	19	32	22	42	13	26	19	4	9	23	3	2	host	gene-PA2165
gene-PA0685	18	13	39	32	46	18	22	11	2	10	72	1	1	host	gene-PA0685
gene-EST35_0004	0	0	0	0	1421	2866	145	3845	3011	3459	3449	1657	2346	phage	gene-EST35_0004
gene-PA3051	81	57	123	101	127	47	96	26	6	21	74	12	4	host	gene-PA3051
gene-PA4874	271	191	258	398	349	168	343	86	53	99	31	15	15	host	gene-PA4874
gene-PA0882	27	20	28	41	55	24	41	13	1	11	19	3	5	host	gene-PA0882
gene-PA0095	388	314	485	507	445	277	438	128	50	87	188	13	16	host	gene-PA0095
gene-PA1496	29	29	32	46	35	28	45	8	11	19	18	2	2	host	gene-PA1496
gene-PA4855	790	531	723	1165	1066	402	684	455	121	265	93	35	29	host	purD
gene-PA3553	105	69	109	148	135	35	59	30	3	10	46	3	2	host	arnC
gene-PA1705	48	31	33	61	34	23	54	11	3	4	6	0	2	host	pcrG
gene-PA0801	75	70	129	174	122	98	86	38	12	25	40	3	5	host	gene-PA0801
gene-PA0043	42	27	56	67	60	44	64	16	8	17	77	3	5	host	gene-PA0043
gene-PA2295	6	1	7	2	9	4	12	0	1	2	11	1	0	host	gene-PA2295
gene-PA4446	699	609	962	1286	1232	713	880	688	130	307	173	40	53	host	algW
gene-PA0413	3308	2434	3458	5409	4739	1782	6787	1863	272	632	568	84	112	host	chpA
gene-PA0936	314	344	555	650	430	300	436	73	78	233	49	21	26	host	lpxO2
gene-PA3794	126	92	176	111	145	100	148	18	22	38	27	8	6	host	gene-PA3794
gene-PA1921	1	4	2	6	11	6	15	2	0	2	8	1	0	host	gene-PA1921
gene-PA3865	75	49	73	74	98	72	105	41	15	31	30	3	6	host	gene-PA3865
gene-PA5232	376	271	375	706	687	327	730	174	72	189	65	32	37	host	gene-PA5232
gene-PA2225	6	3	23	15	6	10	11	2	3	1	6	1	1	host	gene-PA2225
gene-PA5126	66	53	95	87	97	71	101	35	17	40	46	4	4	host	gene-PA5126
gene-PA1177	9	6	8	7	11	34	26	3	21	8	9	11	4	host	napE
gene-PA1147	108	70	91	133	193	141	239	89	29	48	73	8	24	host	gene-PA1147
gene-PA1962	6	12	13	26	18	11	17	7	3	7	11	0	1	host	azoR2
gene-PA2105	42	25	71	62	43	26	49	10	10	21	11	6	2	host	gene-PA2105
gene-PA5098	16	19	27	15	26	31	27	10	5	13	38	3	3	host	hutH
gene-PA0867	1216	787	1292	1376	1005	481	704	176	70	142	37	17	14	host	mliC
gene-PA2282	12	13	26	20	71	18	21	8	3	7	9	3	3	host	gene-PA2282
gene-PA3094.2	17875	9651	21124	17750	34114	12382	12700	14034	3942	9110	2447	916	1394	host	gene-PA3094.2
gene-PA3098	96	77	81	127	137	68	183	65	22	49	40	4	4	host	xcpW
gene-PA3607	179	165	254	335	228	136	174	70	27	54	35	13	15	host	potA
gene-PA3534	35	32	43	56	99	38	74	27	10	21	54	2	6	host	gene-PA3534
gene-PA0210	0	2	9	2	2	2	6	0	0	1	11	0	0	host	mdcC
gene-EST35_0435	0	0	0	0	1418	2720	161	3187	4459	4594	1470	1076	2549	phage	gene-EST35_0435
gene-PA4421	4019	2370	3368	3579	4219	2025	2290	1052	403	651	274	90	113	host	gene-PA4421
gene-PA0010	40	25	43	55	32	25	46	8	2	12	40	2	2	host	tag
