Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS13650	155	316	242	306	313	248	213	248	153	host	gene-VC_RS13650_gene_deoD	0.2407012195375056	0	1
gene-VC_RS04390	1720	2927	2130	1550	2446	1429	837	1108	678	host	gene-VC_RS04390	0.4272610940861239	0	1
gene-VC_RS16535	1434	2248	1866	1420	2004	1406	1151	1421	863	host	gene-VC_RS16535	0.2651095899130999	0	1
gene-VC_RS05725	453	561	559	980	1052	966	2251	2721	1787	host	gene-VC_RS05725	0.6057515714674655	0	1
gene-VC_RS16265	324	471	443	439	574	423	588	613	413	host	gene-VC_RS16265	0.18939123099694036	0	1
gene-VC_RS06430	490	642	634	577	797	638	585	688	497	host	carS	0.14504033684686257	0	1
gene-VC_RS01965	846	878	850	897	1357	702	608	531	380	host	gene-VC_RS01965	0.3359359124116831	0	1
gene-VC_RS13815	12	19	21	36	41	28	28	29	25	host	gene-VC_RS13815	0.31007543621169714	0	1
gene-VC_RS02685	539	854	723	620	858	618	765	1023	603	host	ispD	0.20115263162783625	0	1
gene-VC_RS04340	111	144	122	136	170	149	168	196	137	host	gene-VC_RS04340	0.16713195325574767	0	1
gene-VC_RS16375	112	159	179	251	314	250	300	336	210	host	gene-VC_RS16375	0.30417512889499226	0	1
gene-VC_RS06695	284	461	436	463	471	416	473	566	388	host	gene-VC_RS06695	0.16349353459842733	0	1
gene-VC_RS08955	924	1519	1403	1198	1588	1299	1544	1886	1146	host	gene-VC_RS08955	0.1930258569631341	0	1
gene-VC_RS00175	372	528	466	669	789	606	606	728	463	host	gene-VC_RS00175	0.2204311383447123	0	1
gene-VC_RS01980	1875	3353	2834	2681	3693	2749	3133	3421	2204	host	lysC	0.1923631936856668	0	1
gene-VC_RS02515	1225	1824	1547	1702	4321	1857	3634	2754	9784	host	gene-VC_RS02515	0.7945188085264708	0	1
gene-VC_RS06000	435	684	637	648	792	697	1122	1305	940	host	relV	0.3160376395808825	0	1
gene-VC_RS10125	207	284	260	276	371	266	390	421	311	host	gene-VC_RS10125	0.2135192715351483	0	1
gene-VC_RS02815	809	1157	1160	1232	1028	787	248	723	240	host	gene-VC_RS02815	0.4292746518245119	0	1
gene-VC_RS04795	546	817	804	957	1028	951	956	1123	788	host	cysZ	0.17941300830322532	0	1
gene-VC_RS05835	133	202	210	200	256	250	305	358	235	host	gene-VC_RS05835	0.2570667388000301	0	1
gene-VC_RS14030	50	77	51	38	60	52	58	50	26	host	gene-VC_RS14030	0.25990254670375973	0	1
gene-VC_RS03880	79	140	126	11007	1043	759	1239	613	393	host	gene-VC_RS03880	1.9342708924954644	0	1
gene-VC_RS08035	133	208	163	218	312	218	223	268	159	host	gene-VC_RS08035	0.24835134922100405	0	1
gene-VC_RS02865	800	1267	1076	1061	1387	1107	1160	1272	820	host	gene-VC_RS02865	0.16887389066911287	0	1
gene-VC_RS14750	293	463	345	336	382	367	641	859	509	host	gene-VC_RS14750	0.3683191185575251	0	1
gene-VC_RS04840	170	228	155	128	208	152	210	207	128	host	gene-VC_RS04840	0.20289524476297713	0	1
gene-VC_RS08910	262	390	360	365	535	378	440	640	380	host	ruvC	0.25015579145804323	0	1
gene-VC_RS06495	104	142	165	99	98	103	85	107	71	host	gene-VC_RS06495	0.2488118403584672	0	1
gene-VC_RS12795	396	563	394	281	367	327	240	280	189	host	frdA	0.30686341927508587	0	1
gene-VC_RS08815	78	110	86	102	147	139	513	492	337	host	gene-VC_RS08815	0.747742128253703	0	1
gene-VC_RS10715	195	341	247	186	261	269	98	137	89	host	gene-VC_RS10715	0.3943640083642799	0	1
gene-VC_RS01430	798	1071	871	1304	1892	1266	643	854	454	host	accB	0.3967946581634524	0	1
gene-VC_RS01765	2151	3154	2534	1989	2432	1705	7299	1960	1295	host	hflC	0.6211147376534429	0	1
gene-VC_RS01625	3167	5543	4583	2546	3946	2837	1430	1820	1138	host	gene-VC_RS01625	0.4640088367159147	0	1
gene-VC_RS16325	457	671	638	1190	1431	1158	2758	2911	1929	host	gene-VC_RS16325	0.5810206870277244	0	1
gene-VC_RS11020	1035	1746	1332	1264	1908	1389	1348	1635	994	host	rimK	0.20628354164911514	0	1
gene-VC_RS18180	593	946	781	776	1107	829	869	955	638	host	gene-VC_RS18180	0.1815257046296583	0	1
gene-VC_RS03125	111	131	94	103	125	109	143	165	120	host	gene-VC_RS03125	0.16836503221553578	0	1
gene-VC_RS07690	96	114	120	139	180	143	235	256	179	host	gene-VC_RS07690	0.31848888850751844	0	1
gene-VC_RS14380	96	135	104	170	202	149	296	351	230	host	gene-VC_RS14380	0.4246680476306244	0	1
gene-VC_RS17595	911	1222	1103	928	1107	893	640	704	502	host	gene-VC_RS17595	0.25186145081782035	0	1
gene-VC_RS02370	765	858	745	612	912	599	526	596	398	host	gene-VC_RS02370	0.23255374122935782	0	1
gene-VC_RS17965	651	790	714	348	501	456	290	372	255	host	gene-VC_RS17965	0.3732547883977789	0	1
gene-VC_RS07540	375	630	498	464	568	452	537	574	439	host	gene-VC_RS07540	0.1495708566696586	0	1
gene-VC_RS13070	228	329	291	248	379	253	191	226	155	host	greB	0.2538095381649714	0	1
gene-VC_RS14120	67	55	75	85	94	84	109	130	96	host	gene-VC_RS14120	0.23949632683203667	0	1
gene-VC_RS17190	1523	2349	1972	1979	2483	2110	2695	3070	2030	host	rnb	0.19248407394920386	0	1
gene-VC_RS05340	665	927	796	651	792	615	408	595	348	host	gene-VC_RS05340	0.269969594265805	0	1
gene-VC_RS05045	582	775	721	730	864	697	1007	1154	746	host	moaA	0.20384946177861787	0	1
gene-VC_RS16110	1112	1734	1479	1380	1658	1294	1558	1842	1205	host	vxrA	0.1581208212146215	0	1
gene-VC_RS04650	407	670	541	427	500	453	439	516	377	host	vpsO	0.1734357268764031	0	1
gene-VC_RS17735	708	985	916	969	1233	920	1239	1344	984	host	gene-VC_RS17735	0.18253008113833122	0	1
gene-VC_RS07055	226	300	307	350	529	379	531	606	387	host	ctxA	0.29719277943495814	0	1
gene-VC_RS02695	527	722	655	617	768	642	631	722	490	host	truD	0.13339735493067606	0	1
gene-VC_RS18070	118	107	130	151	146	145	254	310	198	host	gene-VC_RS18070	0.37105553745353725	0	1
gene-VC_RS11755	3927	5999	4730	3581	5391	5666	3603	4845	2847	host	gene-VC_RS11755	0.22517461809470019	0	1
gene-VC_RS11580	3281	4583	4493	5930	5657	5217	4020	4711	3099	host	mraY	0.20178161691974675	0	1
gene-VC_RS05170	1054	1573	1518	1127	1251	1054	2995	1805	1279	host	gene-VC_RS05170	0.37915655182316016	0	1
gene-VC_RS01205	4978	6539	41313	3882	6097	6282	4305	5956	3902	host	gene-VC_RS01205	1.2299822544604346	0	1
gene-VC_RS03235	1600	2081	1838	1693	2210	1674	42704	7304	1374	host	secG	1.838468707636214	0	1
gene-VC_RS00980	218	310	223	433	452	425	810	754	621	host	fhuA	0.4314335391863629	0	1
gene-VC_RS00415	465	710	669	484	753	515	373	410	291	host	gene-VC_RS00415	0.289489280118318	0	1
gene-VC_RS00830	886	1386	1105	1055	1426	1056	1253	1583	978	host	gene-VC_RS00830	0.18406736174005248	0	1
gene-VC_RS08790	118	160	205	161	208	200	253	322	184	host	gene-VC_RS08790	0.27654628318542124	0	1
gene-VC_RS04505	217	333	279	438	395	372	666	720	489	host	treB	0.3643130508083475	0	1
gene-VC_RS01130	766	1203	1041	576	814	595	400	416	273	host	gene-VC_RS01130	0.4301103163653019	0	1
gene-VC_RS18035	22	40	26	36	42	44	52	63	42	host	grxB	0.2864018167514095	0	1
gene-VC_RS13825	391	496	484	711	980	825	1390	1572	1136	host	gene-VC_RS13825	0.44279116921602013	0	1
gene-VC_RS07910	558	768	723	794	1069	814	963	1106	781	host	gene-VC_RS07910	0.1951890412708398	0	1
gene-VC_RS03470	169	307	244	245	467	303	333	383	197	host	gene-VC_RS03470	0.29879215173493173	0	1
gene-VC_RS09575	803	1189	1008	896	1142	903	881	1026	731	host	gene-VC_RS09575	0.14938301266943718	0	1
gene-VC_RS10905	2915	4078	3611	4141	4661	3723	2653	2532	1687	host	frr	0.26811223370887044	0	1
gene-VC_RS01495	190	233	190	161	243	170	178	237	160	host	gene-VC_RS01495	0.1601862189540806	0	1
gene-VC_RS16650	151	206	201	147	214	217	228	308	151	host	gene-VC_RS16650	0.23574732799719475	0	1
gene-VC_RS05820	2463	4016	3233	2910	3778	3019	3166	4082	2623	host	gene-VC_RS05820	0.1697395338502091	0	1
gene-VC_RS14450	85	140	137	255	393	279	113	140	97	host	gene-VC_RS14450	0.5374193350360218	0	1
gene-VC_RS02760	151	191	157	226	244	222	177	183	124	host	recX	0.19851442025737706	0	1
gene-VC_RS03945	70	72	55	44	91	41	44	72	37	host	gene-VC_RS03945	0.29931949207632164	0	1
gene-VC_RS17480	234	320	268	369	467	384	436	534	329	host	cydB	0.24414176366400134	0	1
gene-VC_RS00670	1029	1277	1109	1674	2104	1634	1337	1938	1245	host	rsmD	0.23769702542151153	0	1
gene-VC_RS01680	527	657	552	657	780	666	1264	432	286	host	orn	0.3988451143856694	0	1
gene-VC_RS10290	642	923	705	779	1162	897	716	814	496	host	fliS	0.22614359433855077	0	1
gene-VC_RS11570	1060	1679	1334	1113	1487	1223	1372	1505	1072	host	ftsW	0.15512143514730398	0	1
gene-VC_RS17885	329	434	422	326	484	400	762	846	566	host	gene-VC_RS17885	0.34269174919763334	0	1
gene-VC_RS12725	160	234	176	218	259	223	248	248	196	host	gene-VC_RS12725	0.1480419259016469	0	1
gene-VC_RS00055	2368	3604	3123	2803	3649	2598	2116	2487	1614	host	dnaN	0.23343162912561394	0	1
gene-VC_RS01210	2496	3479	2875	1982	3717	2196	2048	2120	1401	host	gene-VC_RS01210	0.2849965996216848	0	1
gene-VC_RS14350	375	525	446	428	493	492	539	616	437	host	gene-VC_RS14350	0.13951402778281002	0	1
gene-VC_RS18105	65	103	104	121	127	110	141	191	107	host	gene-VC_RS18105	0.2714718212925574	0	1
gene-VC_RS00690	2859	3239	2627	2054	5295	2109	3257	8512	9764	host	rpoH	0.6108900385404791	0	1
gene-VC_RS02950	1296	1693	1573	1257	1480	1232	1316	1281	902	host	gene-VC_RS02950	0.16060857142279192	0	1
gene-VC_RS10840	3663	5020	3955	5292	7663	5337	3926	5638	3019	host	accA	0.2706436187700552	0	1
gene-VC_RS08930	725	1002	992	878	1148	944	1246	1351	912	host	gene-VC_RS08930	0.17945263573633413	0	1
gene-VC_RS10230	690	1396	987	933	1483	1016	874	1147	633	host	fliL	0.2661977292106746	0	1
gene-VC_RS12090	327	440	521	305	414	356	329	377	276	host	gene-VC_RS12090	0.1932896687788225	0	1
gene-VC_RS08990	845	1133	921	650	1019	772	952	1106	804	host	gene-VC_RS08990	0.16520248413513117	0	1
gene-VC_RS04285	69	109	104	109	112	123	373	213	160	host	gene-VC_RS04285	0.5700090582434748	0	1
gene-VC_RS10440	639	792	595	608	828	678	696	921	591	host	kdsA	0.1560433957163625	0	1
gene-VC_RS01780	846	1031	991	1001	1052	876	735	940	623	host	gene-VC_RS01780	0.15180557678235043	0	1
gene-VC_RS02750	292	470	315	233	348	221	143	149	98	host	pncC	0.4381883938640383	0	1
gene-VC_RS10640	9144	9124	8343	3772	5042	4118	2794	3286	2228	host	gene-VC_RS10640	0.49456679777986473	0	1
gene-VC_RS16415	242	257	258	346	377	329	388	448	270	host	gene-VC_RS16415	0.20908633593666073	0	1
gene-VC_RS09865	990	1221	1247	1556	1547	1486	1979	2210	1624	host	gene-VC_RS09865	0.2313090354212438	0	1
gene-VC_RS11180	878	1097	1102	1718	2010	1801	3105	3908	2755	host	gene-VC_RS11180	0.4736610537518244	0	1
gene-VC_RS06195	990	1478	1212	1414	1628	1364	1893	2247	1454	host	gene-VC_RS06195	0.2296648450651238	0	1
gene-VC_RS07520	315	390	323	508	665	549	661	741	471	host	gene-VC_RS07520	0.2832381117688186	0	1
gene-VC_RS08615	17	18	36	40	64	49	111	83	37	host	gene-VC_RS08615	0.5741271865408596	0	1
gene-VC_RS10710	835	1498	1225	883	1105	966	740	924	626	host	copA	0.25519618871279337	0	1
gene-VC_RS14725	64	101	71	66	106	72	106	132	97	host	gene-VC_RS14725	0.24361931518828492	0	1
gene-VC_RS13520	80	116	89	90	139	105	113	111	100	host	gene-VC_RS13520	0.15930699434327825	0	1
gene-VC_RS03845	4936	5763	7491	147296	10252	12268	22844	38773	41207	host	guaB	1.3206253354934987	0	1
gene-VC_RS09810	1280	1797	1489	1516	2024	1655	1583	2043	1411	host	yejK	0.1514443440686493	0	1
gene-VC_RS09735	1816	2532	2216	2807	3570	2793	2746	3035	1971	host	fabD	0.1976023464189511	0	1
gene-VC_RS06005	739	1118	973	1234	1638	1314	1339	1557	990	host	gene-VC_RS06005	0.22465181982187035	0	1
gene-VC_RS10365	1121	1581	1312	1331	1763	1323	1214	1487	972	host	bamC	0.16788542101881826	0	1
gene-VC_RS05530	2505	4005	3340	4575	6118	4814	6530	8370	5211	host	mnmA	0.33091544102440307	0	1
gene-VC_RS01075	2403	3589	3127	5114	5782	4602	3235	4631	4271	host	rpmG	0.2483032285108437	0	1
gene-VC_RS10065	971	1347	1265	850	1210	885	494	583	348	host	sdhD	0.378069197637842	0	1
gene-VC_RS01190	6578	15129	8225	6836	12521	8495	7059	8038	4291	host	gmd	0.36177274524648667	0	1
gene-VC_RS01750	2991	3888	3781	3280	3702	3244	2773	2520	1698	host	hfq	0.21309519304091598	0	1
gene-VC_RS17590	286	551	423	454	771	533	567	737	441	host	gene-VC_RS17590	0.2726811247016691	0	1
gene-VC_RS09405	208	220	246	207	270	212	239	267	170	host	gene-VC_RS09405	0.13352668184461464	0	1
gene-VC_RS06020	186	266	213	194	234	180	274	311	211	host	cdd	0.1844998894465606	0	1
gene-VC_RS00520	1276	1853	1468	1612	2294	1817	1163	1406	808	host	gene-VC_RS00520	0.26969881718231253	0	1
gene-VC_RS13115	484	779	664	478	617	499	510	524	316	host	gene-VC_RS13115	0.22912890867958985	0	1
gene-VC_RS15265	311	498	309	200	327	210	238	329	198	host	gene-VC_RS15265	0.3085509025434935	0	1
gene-VC_RS16100	2420	3519	2882	2081	2808	2157	1890	2258	1344	host	gene-VC_RS16100	0.2512987547384913	0	1
gene-VC_RS05825	273	397	369	305	417	312	429	642	297	host	gene-VC_RS05825	0.2775710496188487	0	1
gene-VC_RS14455	797	1294	944	1124	1342	1015	1423	1595	1053	host	gene-VC_RS14455	0.20419453830224543	0	1
gene-VC_RS18430	992	1579	1473	1444	1637	1364	1488	1616	1029	host	gene-VC_RS18430	0.1603632340653533	0	1
gene-VPVV882_gp24	788	934	828	10013	10688	10096	32519	38424	24784	phage	gene-VPVV882_gp24	0.9342250032715921	0	0
gene-VC_RS08265	593	957	912	1155	1225	936	1056	1283	920	host	gene-VC_RS08265	0.19455196304001746	0	1
gene-VC_RS18095	163	246	181	355	349	286	391	387	212	host	gene-VC_RS18095	0.2934218515863933	0	1
gene-VC_RS05385	1915	3056	2452	2756	3201	2438	4148	4936	3359	host	pta	0.27913785255211815	0	1
gene-VC_RS01490	1379	2149	1636	1493	2224	1575	1229	2283	988	host	ubiD	0.26132853757098135	0	1
gene-VC_RS14395	36	59	36	53	79	60	82	86	50	host	gene-VC_RS14395	0.29462587258362916	0	1
gene-VC_RS07495	84	69	83	77	93	68	78	110	71	host	gene-VC_RS07495	0.15499778921390214	0	1
gene-VPVV882_gp03	151	199	196	4544	4838	4347	7399	8333	5177	phage	gene-VPVV882_gp03	0.7457285384195571	0	0
gene-VC_RS15650	320	324	353	499	563	466	970	779	592	host	gene-VC_RS15650	0.38126440607733364	0	1
gene-VC_RS07305	317	483	136	156	175	90	102	118	81	host	gene-VC_RS07305	0.678910762093225	0	1
gene-VC_RS18250	366	516	456	320	380	353	436	446	290	host	gene-VC_RS18250	0.17279595582160912	0	1
gene-VC_RS14420	1394	2364	1642	3784	5787	4026	3305	4118	2589	host	vctP	0.40485834864588666	0	1
gene-VC_RS09630	1098	1646	1353	1379	2039	1383	1591	1968	1167	host	gene-VC_RS09630	0.20418879017834143	0	1
gene-VC_RS08380	395	632	562	580	799	556	631	681	414	host	aat	0.20287565307903482	0	1
gene-VC_RS15725	235	343	348	434	443	453	721	738	497	host	gene-VC_RS15725	0.33715123067574	0	1
gene-VC_RS17085	349	480	402	457	528	424	403	444	330	host	gene-VC_RS17085	0.13799518826356702	0	1
gene-VC_RS03375	1354	1921	1700	3363	4927	3811	6297	7774	4826	host	gene-VC_RS03375	0.5148698201763121	0	1
gene-VC_RS03215	1911	3349	2535	1612	2656	1706	1290	1624	920	host	rlmE	0.3645523208971222	0	1
gene-VC_RS10380	441	642	576	609	793	552	431	550	308	host	bcp	0.24173729141688308	0	1
gene-VC_RS07365	326	480	247	261	377	234	216	218	141	host	gene-VC_RS07365	0.34427152075070044	0	1
gene-VC_RS13195	877	1377	1109	841	1402	947	761	1721	571	host	gene-VC_RS13195	0.3244111964145981	0	1
gene-VC_RS00755	1163	1878	1233	828	2136	878	219	306	154	host	gene-VC_RS00755	0.6812969690111088	0	1
gene-VC_RS07195	142	250	181	161	202	130	157	154	105	host	gene-VC_RS07195	0.24294871560611334	0	1
gene-VC_RS18340	290	373	347	473	628	523	610	634	392	host	trmY	0.26016405985986774	0	1
gene-VPVV882_gp19	1537	2240	1689	31962	28201	28137	74675	88384	58983	phage	J	0.8708579126960676	0	0
gene-VC_RS05390	1313	1891	1606	1819	2420	1855	3352	3806	2407	host	gene-VC_RS05390	0.3420649519333761	0	1
gene-VPVV882_gp35	2409	3251	2805	36420	20163	26616	115399	91896	66200	phage	D	0.9649109026548146	0	0
gene-VC_RS09490	159	258	202	105	166	117	77	130	70	host	menC	0.40105329048832394	0	1
gene-VC_RS04945	207	321	283	248	339	293	346	369	251	host	gene-VC_RS04945	0.1702107380131897	0	1
gene-VC_RS09730	1655	2660	1945	1892	2686	1947	1897	2573	1530	host	fabG	0.19780402693458865	0	1
gene-VC_RS08585	239	288	251	235	337	246	243	380	190	host	siaQ	0.20506770323770548	0	1
gene-VC_RS05135	360	484	391	391	463	429	487	493	347	host	gene-VC_RS05135	0.12577401177311362	0	1
gene-VC_RS03180	2113	3066	2665	2174	2651	2068	2088	8397	1629	host	vexF	0.6554195567378538	0	1
gene-VC_RS04805	1063	1609	1341	1520	2029	1677	1531	1820	1139	host	ligA	0.19144209932104708	0	1
gene-VC_RS06305	3747	5704	4789	4069	5997	4326	4380	5001	3153	host	gene-VC_RS06305	0.18704671488256847	0	1
gene-VC_RS15165	454	648	548	692	952	805	1205	1458	953	host	gene-VC_RS15165	0.35469811206545143	0	1
gene-VC_RS16015	458	661	633	669	735	666	755	904	593	host	gene-VC_RS16015	0.16990084177438902	0	1
gene-VC_RS18150	29	29	45	54	63	42	117	128	92	host	gene-VC_RS18150	0.525905609071082	0	1
gene-VC_RS15855	500	636	574	784	977	820	1269	1452	962	host	gene-VC_RS15855	0.33749128591686045	0	1
gene-VC_RS06415	66	136	135	157	202	181	256	343	190	host	gene-VC_RS06415	0.40338099477660233	0	1
gene-VC_RS09740	1725	2736	2280	1871	2605	1985	1935	2281	1376	host	gene-VC_RS09740	0.19426652420298982	0	1
gene-VPVV882_gp64	529	662	658	12650	13982	12638	25353	27006	17429	phage	gene-VPVV882_gp64	0.7772024420635527	0	0
gene-VC_RS17740	38	43	53	44	52	30	97	91	48	host	gene-VC_RS17740	0.39666025770377267	0	1
gene-VC_RS01425	2166	3501	2724	2664	3541	2759	1761	2093	1345	host	accC	0.27859586422789956	0	1
gene-VC_RS18595	2324	2771	2563	2513	3380	2743	2832	3657	2028	host	gene-VC_RS18595	0.17186177027459135	0	1
gene-VC_RS09450	1077	1635	1234	1406	2037	1511	1352	1674	1064	host	gene-VC_RS09450	0.20378520472963793	0	1
gene-VC_RS02080	397	658	614	528	689	478	646	910	496	host	gene-VC_RS02080	0.23615308014868722	0	1
gene-VC_RS01225	6087	7985	6949	5685	8253	6189	5479	5550	3566	host	gene-VC_RS01225	0.21608001129516774	0	1
gene-VC_RS11575	2104	3263	2697	2899	4210	2907	2621	3283	2044	host	murD	0.21499816741875988	0	1
gene-VC_RS12505	5189	8354	5905	5256	6984	5084	4847	5859	3369	host	rplB	0.23404522328934818	0	1
gene-VC_RS16955	201	348	294	409	491	373	1096	1228	828	host	gene-VC_RS16955	0.5990823423086847	0	1
gene-VC_RS14950	368	489	516	628	845	724	844	1021	679	host	gene-VC_RS14950	0.2843218906765301	0	1
gene-VC_RS05500	324	441	480	351	439	430	366	451	327	host	gene-VC_RS05500	0.13848821323605806	0	1
gene-VC_RS17920	250	368	358	572	597	546	787	809	593	host	gene-VC_RS17920	0.3294827084180079	0	1
gene-VC_RS12835	3452	5882	4280	4103	6885	4097	1314	1576	1034	host	gene-VC_RS12835	0.5273409348657926	0	1
gene-VC_RS11760	2125	3058	2652	3710	4394	3458	2850	3680	2439	host	gene-VC_RS11760	0.21517724457287618	0	1
gene-VC_RS00970	85	133	125	109	183	131	226	278	155	host	gene-VC_RS00970	0.36360765436908704	0	1
gene-VC_RS02915	5763	9537	7250	5467	8481	5978	5583	5369	8570	host	rplM	0.21982709963143734	0	1
gene-VC_RS17470	493	628	582	563	673	545	638	745	516	host	gene-VC_RS17470	0.12680841503693518	0	1
gene-VC_RS03760	967	1382	1956	906	1165	941	877	1069	673	host	iscA	0.3209536802229483	0	1
gene-VC_RS13720	67	97	48	69	99	70	129	136	80	host	pstC	0.31517906441994115	0	1
gene-VC_RS09295	95	111	109	101	116	107	159	163	108	host	gene-VC_RS09295	0.19591446839383675	0	1
gene-VC_RS04710	1620	2265	1926	19978	2175	1717	1729	2992	1231	host	mrdA	1.4353157666962346	0	1
gene-VC_RS09000	495	621	559	558	526	428	585	669	410	host	gene-VC_RS09000	0.14838177122541815	0	1
gene-VPVV882_gp39	339	438	383	5736	3604	4630	14990	12454	10471	phage	gene-VPVV882_gp39	0.8844849669161945	0	0
gene-VC_RS15575	621	599	643	799	766	886	2159	1647	1264	host	gene-VC_RS15575	0.4906269419310751	0	1
gene-VC_RS17970	356	502	446	415	475	418	379	420	271	host	gene-VC_RS17970	0.15749592378539481	0	1
gene-VC_RS01470	2665	3571	3058	5131	6690	4980	5350	7370	4509	host	rhlB	0.30818346438227656	0	1
gene-VC_RS10780	220	369	285	321	386	319	519	556	424	host	fadE	0.27084558677798964	0	1
gene-VC_RS17050	193	282	249	245	349	248	375	414	299	host	gene-VC_RS17050	0.22857757023487588	0	1
gene-VC_RS07045	632	826	724	744	984	765	1179	1257	783	host	rstR	0.2318393571527689	0	1
gene-VC_RS09090	634	1026	860	846	1285	970	963	1167	659	host	lolC	0.2160823866566017	0	1
gene-VC_RS17840	501	629	574	840	1104	891	563	657	378	host	gene-VC_RS17840	0.30961827670721903	0	1
gene-VC_RS05690	342	497	491	415	516	421	551	580	372	host	gene-VC_RS05690	0.16524191580471867	0	1
gene-VC_RS05085	219	373	277	349	388	335	406	505	304	host	udp	0.22081485114201532	0	1
gene-VC_RS17940	503	766	613	522	704	547	674	739	469	host	gene-VC_RS17940	0.1684980567549402	0	1
gene-VC_RS01095	635	946	855	871	1039	942	900	1011	699	host	gene-VC_RS01095	0.14438042829797393	0	1
gene-VC_RS03635	602	801	674	558	872	586	573	732	341	host	phoR	0.23041473785498634	0	1
gene-VC_RS11345	4373	5812	5677	7050	8087	6835	22117	15745	7243	host	gene-VC_RS11345	0.5967234456732111	0	1
gene-VC_RS02460	119	123	136	536	625	564	943	1149	736	host	gene-VC_RS02460	0.6361473050814035	0	1
gene-VC_RS17670	367	598	447	968	1467	1015	680	911	583	host	gene-VC_RS17670	0.4140620656789827	0	1
gene-VC_RS09155	3144	4503	4121	3256	3886	3331	2673	3150	2048	host	gene-VC_RS09155	0.21031082617500407	0	1
gene-VC_RS11805	1077	1657	1344	1319	1662	1289	1125	1179	773	host	relA	0.20762790502348935	0	1
gene-VC_RS00770	237	403	348	352	563	360	199	222	124	host	gene-VC_RS00770	0.3973439834898404	0	1
gene-VC_RS01325	2567	5043	3790	2792	4237	2865	1648	2161	1248	host	hupA	0.39653693043867894	0	1
gene-VC_RS01420	492	835	666	912	935	774	738	931	577	host	prmA	0.1972199234889299	0	1
gene-VC_RS02910	1200	1748	1521	1627	1898	1511	1436	1562	1112	host	zapE	0.15323318964945046	0	1
gene-VC_RS07870	954	1667	1200	1098	1441	1081	874	1119	738	host	gene-VC_RS07870	0.236624961289212	0	1
gene-VC_RS11155	176	247	223	239	380	260	378	436	278	host	csdE	0.28110979198580227	0	1
gene-VC_RS17635	173	228	223	231	260	220	264	285	169	host	gene-VC_RS17635	0.1612237930071775	0	1
gene-VC_RS16785	106	146	131	132	170	122	116	116	79	host	gene-VC_RS16785	0.1933801273893444	0	1
gene-VC_RS15035	439	594	529	398	720	525	931	1010	773	host	gene-VC_RS15035	0.3080867946914339	0	1
gene-VC_RS02155	84	147	124	146	201	179	180	223	144	host	gene-VC_RS02155	0.24935479201609734	0	1
gene-VC_RS06480	137	214	189	210	214	192	252	264	207	host	gene-VC_RS06480	0.16593485740524186	0	1
gene-VC_RS03090	888	1163	973	871	1103	883	1479	878	695	host	gene-VC_RS03090	0.2170305746200993	0	1
gene-VC_RS04140	46	41	47	21	38	20	25	23	13	host	tcpR	0.3905280029020566	0	1
gene-VC_RS09420	154	245	161	232	427	311	270	349	186	host	gene-VC_RS09420	0.3301457791367997	0	1
gene-VC_RS07595	71	101	86	250	410	245	262	386	235	host	gene-VC_RS07595	0.5100532143207491	0	1
gene-VC_RS09375	114	119	110	130	154	120	174	219	146	host	gene-VC_RS09375	0.23410688609665425	0	1
gene-VC_RS14795	322	460	409	429	662	432	791	962	561	host	gene-VC_RS14795	0.3521519948915653	0	1
gene-VC_RS02845	1416	2297	1894	1444	2009	1433	1388	1660	1200	host	gene-VC_RS02845	0.20566305357338116	0	1
gene-VC_RS04625	72	76	73	61	108	80	86	110	88	host	gene-VC_RS04625	0.18429764724300232	0	1
gene-VC_RS05460	1427	2366	1721	750	1177	761	312	397	246	host	bioF	0.6651381004173611	0	1
gene-VC_RS11795	4342	6698	5415	5447	7966	6805	25713	10158	5047	host	gene-VC_RS11795	0.7268058209250806	0	1
gene-VC_RS12955	39	102	77	78	96	80	100	133	71	host	gene-VC_RS12955	0.2834465731415689	0	1
gene-VC_RS18750	190	254	250	143	284	191	477	722	463	host	gene-VC_RS18750	0.5348639498552273	0	1
gene-VC_RS08530	1742	1735	1655	1194	1611	1299	1817	1767	1215	host	gene-VC_RS08530	0.15195483432378507	0	1
gene-VC_RS01150	675	944	839	546	775	672	453	499	283	host	gene-VC_RS01150	0.3090100278769276	0	1
gene-VC_RS00620	442	615	454	477	637	548	383	435	302	host	gene-VC_RS00620	0.2127237047206008	0	1
gene-VC_RS19150	203	239	262	508	374	396	603	643	436	host	gene-VC_RS19150	0.3636227556921091	0	1
gene-VC_RS10985	1079	1693	1351	1242	1718	1289	1188	1504	853	host	proB	0.2002627653093415	0	1
gene-VC_RS03155	765	1076	1004	1052	1361	1053	1122	1396	959	host	gene-VC_RS03155	0.1682218218132658	0	1
gene-VC_RS07555	111	113	104	129	179	154	223	282	192	host	gene-VC_RS07555	0.341995258676296	0	1
gene-VC_RS10760	4776	7175	6251	8351	10369	8024	7147	8155	5091	host	purM	0.2256530866588852	0	1
gene-VC_RS15570	138	201	212	207	305	218	623	765	562	host	gene-VC_RS15570	0.5996274189933122	0	1
gene-VC_RS16475	96	148	116	88	139	96	128	182	94	host	gene-VC_RS16475	0.24554574418330433	0	1
gene-VC_RS01120	745	1094	816	502	678	528	383	371	283	host	gene-VC_RS01120	0.4054444292195728	0	1
