Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS13570	332	375	409	315	318	214	243	324	260	host	gene-VC_RS13570	0.18932061141568826	0	1
gene-VC_RS02270	1663	1222	2311	916	1708	2184	563	1287	1028	host	gene-VC_RS02270	0.3838995669064404	0	1
gene-VC_RS15125	261	280	411	297	304	274	399	372	428	host	gene-VC_RS15125	0.18415531447186945	0	1
gene-VC_RS12315	489	527	632	367	453	350	381	577	549	host	gene-VC_RS12315	0.19589724149623564	0	1
gene-VC_RS13020	37	28	42	32	46	42	34	52	55	host	gene-VC_RS13020	0.20925677508889629	0	1
gene-VC_RS04125	152	177	227	217	261	176	303	469	415	host	tcpB	0.39128556933050296	0	1
gene-VC_RS10355	609	633	753	403	503	394	312	444	405	host	gene-VC_RS10355	0.27057839062262046	0	1
gene-VC_RS05580	1049	1134	1155	582	651	539	239	296	311	host	hisF	0.5218368312168895	0	1
gene-VC_RS11790	8852	9687	11214	6506	7414	6365	4661	4694	4597	host	eno	0.3168648429016389	0	1
gene-VC_RS17580	480	500	663	408	402	316	559	500	605	host	gene-VC_RS17580	0.20626802004922803	0	1
gene-VC_RS10385	1552	1585	1951	1579	1972	1533	1360	1840	1718	host	mlp24	0.11681811107080747	0	1
gene-VC_RS11475	375	338	437	293	304	246	296	363	382	host	gene-VC_RS11475	0.1628747253738851	0	1
gene-VC_RS06165	2850	3033	3047	4618	4669	3615	5130	5415	5705	host	gene-VC_RS06165	0.2472156788932476	0	1
gene-VC_RS04725	1213	1334	1464	802	857	705	703	903	876	host	holA	0.26876590487583596	0	1
gene-VC_RS02070	1947	54194	2521	2433	1962	1511	1785	1629	1653	host	gene-VC_RS02070	2.1232715082578903	0	1
gene-VC_RS07340	175	159	116	63	91	62	44	79	68	host	gene-VC_RS07340	0.4517184592305793	0	1
gene-VC_RS02590	16	4	17	15	23	799	40	57	66	host	gene-VC_RS02590	2.1049852178100874	0	1
gene-VC_RS01915	228	220	321	173	177	180	133	113	132	host	gene-VC_RS01915	0.3224207196681452	0	1
gene-VC_RS05435	462	503	566	474	529	426	578	600	574	host	lolA	0.1091075494860208	0	1
gene-VC_RS00205	702	853	967	661	908	917	720	855	914	host	fmt	0.12501143862612066	0	1
gene-VC_RS18600	8547	10738	9196	4302	1698	1045	290	145	171	host	gene-VC_RS18600	1.0185216805057533	0	1
gene-VC_RS17000	285	183	308	274	316	444	119	189	168	host	gene-VC_RS17000	0.36910950683938176	0	1
gene-VC_RS06865	90	78	151	89	75	89	93	98	120	host	tsiV1	0.22722421207672844	0	1
gene-VPVV882_gp42	208	152	283	3748	5694	5792	12274	16611	19864	phage	gene-VPVV882_gp42	0.9706973605003233	0	0
gene-VC_RS01495	218	212	266	200	157	154	186	187	205	host	gene-VC_RS01495	0.1608009048721343	0	1
gene-VC_RS02530	70	73	80	52	89	66	79	93	87	host	gene-VC_RS02530	0.15832673606147626	0	1
gene-VPVV882_gp53	492	575	635	1865	2867	2788	13370	25347	23338	phage	gene-VPVV882_gp53	1.2066105820989563	0	0
gene-VC_RS14985	357	372	486	348	369	237	393	418	447	host	gene-VC_RS14985	0.17402561458573082	0	1
gene-VC_RS05305	282	472	537	2100	326	234	153	141	183	host	gene-VC_RS05305	1.1851357826198694	0	1
gene-VC_RS10460	981	1071	1160	778	1022	757	844	1066	1032	host	prfA	0.13786654264290535	0	1
gene-VC_RS10985	1522	1602	1867	1325	1461	1173	1189	1349	1302	host	proB	0.14598625175105268	0	1
gene-VC_RS06715	722	824	808	593	690	511	627	763	746	host	yegD	0.14014809644796344	0	1
gene-VC_RS11075	2477	2674	2850	1575	2010	1550	675	867	882	host	gene-VC_RS11075	0.44866396890775034	0	1
gene-VC_RS16710	474	551	716	319	428	317	188	261	264	host	glgC	0.4039413863587173	0	1
gene-VC_RS11775	417	460	549	376	435	350	438	418	461	host	gene-VC_RS11775	0.12297856585834425	0	1
gene-VC_RS14195	874	986	964	1515	1982	1569	1685	1573	1692	host	gene-VC_RS14195	0.2568708207821732	0	1
gene-VC_RS01170	3530	3621	4308	2926	3492	2548	2218	2944	3001	host	gene-VC_RS01170	0.18665354472095835	0	1
gene-VC_RS10445	1305	1349	1696	1173	1322	1200	1210	1227	1341	host	gene-VC_RS10445	0.11327388110127755	0	1
gene-VC_RS18070	115	142	159	115	160	156	208	250	308	host	gene-VC_RS18070	0.3397724222895718	0	1
gene-VC_RS09185	4277	4358	5067	4089	4311	4367	3680	3812	4113	host	lrp	0.08828029672676262	0	1
gene-VC_RS05430	412	436	460	449	395	342	595	453	571	host	gene-VC_RS05430	0.16578932335726185	0	1
gene-VC_RS15345	386	548	772	384	577	557	429	567	594	host	gene-VC_RS15345	0.21527220892640742	0	1
gene-VC_RS09805	354	396	431	348	464	363	534	590	581	host	gene-VC_RS09805	0.20158860623795782	0	1
gene-VC_RS09415	713	797	915	694	1135	905	566	824	852	host	gene-VC_RS09415	0.18523947165946927	0	1
gene-VC_RS14695	137	208	223	132	196	176	235	171	207	host	gene-VC_RS14695	0.1817729653947754	0	1
gene-VC_RS01875	206	200	301	224	244	214	275	343	405	host	gene-VC_RS01875	0.24697120754653995	0	1
gene-VC_RS13605	265	318	451	290	404	339	401	586	550	host	gltS	0.26386457490441506	0	1
gene-VC_RS03485	315	328	381	326	436	382	405	467	489	host	gene-VC_RS03485	0.1514534388637053	0	1
gene-VC_RS15240	334	305	364	290	387	364	314	416	390	host	gene-VC_RS15240	0.11563058236363287	0	1
gene-VC_RS13195	1053	1101	1190	905	1160	1076	720	1045	919	host	gene-VC_RS13195	0.1362159854934039	0	1
gene-VC_RS14265	386	443	500	372	475	381	545	760	714	host	gene-VC_RS14265	0.2640297890116746	0	1
gene-VC_RS05875	1207	1398	1698	1014	1337	971	831	1081	999	host	vesB	0.2161088575926982	0	1
gene-VC_RS17175	1630	1844	2314	1307	1737	1446	1135	1393	1369	host	gene-VC_RS17175	0.2122083379907632	0	1
gene-VC_RS08850	3721	3670	4679	2942	3320	2728	1729	2348	2338	host	pal	0.27668991373835833	0	1
gene-VC_RS05465	537	689	743	345	425	389	236	288	307	host	bioC	0.384509050087677	0	1
gene-VC_RS06990	1202	1386	1492	919	1040	861	758	1121	1094	host	gene-VC_RS06990	0.20534799949891794	0	1
gene-VC_RS07765	706	726	854	482	587	512	519	487	561	host	gene-VC_RS07765	0.2022356622054487	0	1
gene-VC_RS16310	591	579	661	582	648	701	674	818	889	host	yjjG	0.14833166282596746	0	1
gene-VC_RS02245	1705	1773	2361	1213	1483	1188	822	973	1063	host	surA	0.3262928814874342	0	1
gene-VC_RS18170	110	98	160	80	104	96	36	79	72	host	gene-VC_RS18170	0.3406085717456579	0	1
gene-VC_RS05620	1134	1109	1480	1204	1477	942	844	1196	1160	host	gene-VC_RS05620	0.16961776747731472	0	1
gene-VC_RS01140	1598	1581	1933	908	930	888	485	582	532	host	waaA	0.4746496203306367	0	1
gene-VC_RS10915	8898	10303	10402	8369	8388	6563	5027	6293	5809	host	tsf	0.23597851094741576	0	1
gene-VC_RS08255	1123	1308	1431	616	737	604	547	693	690	host	metR	0.3654107321751129	0	1
gene-VC_RS06405	226	269	273	190	171	148	240	253	292	host	gene-VC_RS06405	0.20398112617137532	0	1
gene-VC_RS13860	1443	1723	1992	1577	1838	1612	1415	1775	1815	host	gene-VC_RS13860	0.10681165938270479	0	1
gene-VC_RS13915	234	259	289	191	212	157	132	127	164	host	tssK	0.2727231823261622	0	1
gene-VC_RS01215	2896	3051	3788	2491	2324	2224	1183	1255	1343	host	gene-VC_RS01215	0.37007496100498055	0	1
gene-VC_RS05050	110	108	121	106	194	135	134	253	215	host	moaB	0.33291864810706606	0	1
gene-VC_RS05215	121	103	152	116	186	147	239	340	320	host	gene-VC_RS05215	0.43640464917777644	0	1
gene-VC_RS17740	55	34	50	35	53	48	58	73	85	host	gene-VC_RS17740	0.28332274154426396	0	1
gene-VC_RS14350	440	540	641	374	529	374	511	583	637	host	gene-VC_RS14350	0.18513554015316575	0	1
gene-VC_RS10850	91	100	111	87	154	102	109	153	151	host	rnhB	0.2197903297825768	0	1
gene-VC_RS10830	167	139	153	217	197	246	125	293	200	host	gene-VC_RS10830	0.2634403520955375	0	1
gene-VC_RS14305	314	278	455	191	211	186	64	109	92	host	gene-VC_RS14305	0.5511247627852741	0	1
gene-VC_RS03150	1324	1310	1550	1101	1366	1183	1217	1445	1502	host	rsmC	0.10598726186077757	0	1
gene-VC_RS09530	960	1075	1182	859	1108	912	938	1053	1094	host	gene-VC_RS09530	0.09883498414241934	0	1
gene-VC_RS18150	44	27	69	36	60	25	91	118	102	host	gene-VC_RS18150	0.5031200029768959	0	1
gene-VC_RS12970	580	971	831	1347	1316	894	1293	1038	1165	host	gene-VC_RS12970	0.23165579613928505	0	1
gene-VC_RS10640	5073	6219	7690	3496	4678	4715	2639	2815	3072	host	gene-VC_RS10640	0.3552677764901216	0	1
gene-VC_RS13930	347	416	398	247	222	174	125	122	123	host	vasH	0.46373993582358874	0	1
gene-VC_RS12890	1396	1371	1588	1178	1121	987	1144	1146	1238	host	gene-VC_RS12890	0.13765930962272255	0	1
gene-VC_RS00805	2390	2102	3208	2152	3469	4084	1157	2741	2431	host	gene-VC_RS00805	0.30801876443724036	0	1
gene-VC_RS02625	136	122	154	128	140	94	218	127	166	host	gene-VC_RS02625	0.2294070501631701	0	1
gene-VC_RS06575	2660	3492	3744	2190	2528	2311	2186	2338	2277	host	gene-VC_RS06575	0.20766659036007	0	1
gene-VC_RS08520	1666	1667	1952	1122	1209	1044	967	1042	1235	host	gene-VC_RS08520	0.24901234081203874	0	1
gene-VC_RS13010	880	884	962	791	1114	653	477	556	543	host	gene-VC_RS13010	0.2685343277379908	0	1
gene-VC_RS01000	200	204	231	111	150	88	96	128	130	host	gene-VC_RS01000	0.3258920596442977	0	1
gene-VC_RS02015	2106	2232	2962	2142	2594	2362	1640	2273	2309	host	csrD	0.14775970960335952	0	1
gene-VC_RS17935	1044	1089	1264	874	1034	816	864	1049	922	host	gene-VC_RS17935	0.13281372467576522	0	1
gene-VC_RS18240	1220	1256	1723	820	698	732	439	430	465	host	gene-VC_RS18240	0.48655621775928165	0	1
gene-VC_RS03240	998	933	1487	859	1247	1691	324	435	319	host	gene-VC_RS03240	0.5096010928361718	0	1
gene-VC_RS05600	554	583	645	529	664	559	217	406	317	host	cspD	0.28793223826591247	0	1
gene-VC_RS07775	272	331	344	276	396	313	131	206	155	host	gene-VC_RS07775	0.31211683695342807	0	1
gene-VC_RS12510	5803	5770	7231	4863	4608	4262	1767	2398	2316	host	rplW	0.4023407927747744	0	1
gene-VC_RS16650	256	244	286	202	184	117	207	204	221	host	gene-VC_RS16650	0.21239065641490384	0	1
gene-VC_RS04540	219	223	270	149	189	179	114	170	155	host	vexG	0.23682345227890478	0	1
gene-VC_RS08780	84	110	121	97	117	92	133	173	197	host	gene-VC_RS08780	0.2851114650637474	0	1
gene-VC_RS11180	1139	1316	1668	1474	1695	1546	3000	2674	3125	host	gene-VC_RS11180	0.36483628004466523	0	1
gene-VC_RS09175	1079	1399	1556	1000	951	761	1042	921	1013	host	dsbB	0.21475678020146488	0	1
gene-VC_RS01905	96	75	126	157	207	122	153	211	193	host	pspG	0.3066991679065408	0	1
gene-VC_RS14210	61	48	64	46	87	61	79	121	104	host	pepT	0.32234887235995885	0	1
gene-VC_RS09435	639	795	801	589	675	493	618	825	795	host	minE	0.15939772611425548	0	1
gene-VC_RS07645	192	187	233	118	181	186	190	263	243	host	gene-VC_RS07645	0.20158480658574415	0	1
gene-VPVV882_gp51	270	215	333	537	1219	1188	2559	4458	5042	phage	gene-VPVV882_gp51	0.9934448429748417	0	0
gene-VC_RS10525	1351	1409	1404	919	1313	1731	283	966	845	host	gene-VC_RS10525	0.3554069817774596	0	1
gene-VC_RS18360	481	537	572	272	284	243	155	212	194	host	speF	0.4550930466686051	0	1
gene-VC_RS09090	973	962	1135	888	993	791	905	1148	1013	host	lolC	0.10966773558421859	0	1
gene-VC_RS13825	463	494	641	634	774	687	1188	1423	1555	host	gene-VC_RS13825	0.440880346284948	0	1
gene-VC_RS07985	230	212	247	141	242	202	267	395	388	host	gene-VC_RS07985	0.30507229396821667	0	1
gene-VC_RS12180	1224	1325	1486	921	945	794	812	900	931	host	kdsC	0.22283821828981237	0	1
gene-VC_RS05055	210	242	227	159	123	145	264	221	201	host	moaC	0.22309567160975502	0	1
gene-VC_RS17875	230	232	285	202	250	190	187	240	266	host	gene-VC_RS17875	0.13701647203087222	0	1
gene-VC_RS15035	512	526	663	505	656	543	734	996	1089	host	gene-VC_RS15035	0.29360809061215015	0	1
gene-VC_RS17110	1389	1645	1920	1427	1671	1364	1742	2207	2290	host	gene-VC_RS17110	0.18473591835996	0	1
gene-VC_RS01415	4036	4535	5653	4084	4827	4400	5165	6025	6296	host	dusB	0.15710078651266438	0	1
gene-VC_RS06350	824	948	1134	707	1176	867	1035	1291	1353	host	pabB	0.19919714092766724	0	1
gene-VC_RS09575	955	1252	1429	780	981	754	835	976	956	host	gene-VC_RS09575	0.2094972583916457	0	1
gene-VC_RS05405	1568	1670	2040	1244	1492	1238	1155	1342	1504	host	gene-VC_RS05405	0.17484232714080775	0	1
gene-VC_RS00170	529	633	800	503	630	448	549	497	592	host	gene-VC_RS00170	0.17127024016061287	0	1
gene-VC_RS06240	234	291	370	248	326	242	433	473	536	host	gene-VC_RS06240	0.2957143224231532	0	1
gene-VC_RS08060	63	63	82	55	57	52	62	71	81	host	gene-VC_RS08060	0.15619695455971205	0	1
gene-VC_RS12985	208	202	252	139	173	149	164	194	192	host	gene-VC_RS12985	0.17410430420816367	0	1
gene-VC_RS03430	4094	3477	4746	3664	3413	2679	2445	3526	3226	host	rpsT	0.18695196757238314	0	1
gene-VC_RS00075	3114	2591	3176	2724	2651	1790	420	587	572	host	gene-VC_RS00075	0.5510757051213665	0	1
gene-VC_RS04505	316	383	494	330	416	379	699	561	750	host	treB	0.31054292088152524	0	1
gene-VC_RS16730	236	254	301	209	305	258	436	486	524	host	gene-VC_RS16730	0.3290764010260038	0	1
gene-VC_RS01530	637	601	864	501	954	780	514	967	765	host	gene-VC_RS01530	0.228948131797556	0	1
gene-VC_RS11430	21310	23585	26614	10868	11167	9613	5454	6046	6538	host	gltB	0.5703619962956004	0	1
gene-VC_RS10140	1363	1495	1641	1408	1761	1382	1516	2008	2042	host	gene-VC_RS10140	0.1512328865365035	0	1
gene-VC_RS07790	490	427	694	352	353	286	287	337	331	host	gene-VC_RS07790	0.3088156029671111	0	1
gene-VC_RS03350	159	144	191	156	169	149	309	282	298	host	gene-VC_RS03350	0.3159301005730438	0	1
gene-VC_RS06145	793	851	1014	1061	1233	1038	872	1118	1146	host	gene-VC_RS06145	0.13734509588975138	0	1
gene-VC_RS00200	761	755	952	581	753	555	463	742	670	host	rsmB	0.19646476389748208	0	1
gene-VC_RS12440	5413	5606	7054	3671	3876	3530	2145	2551	2588	host	rplR	0.3841055899353149	0	1
gene-VC_RS18335	199	238	256	195	222	204	303	432	375	host	gene-VC_RS18335	0.2952193178682318	0	1
gene-VC_RS00385	959	949	1236	995	1206	1032	819	963	984	host	ftnA	0.12081625425086034	0	1
gene-VC_RS15620	436	521	542	517	489	436	766	727	779	host	gene-VC_RS15620	0.22616429826210926	0	1
gene-VC_RS03995	42	44	55	27	63	37	60	53	47	host	citF	0.22780074285114216	0	1
gene-VC_RS17535	709	879	1076	733	1013	807	1040	1081	1256	host	gene-VC_RS17535	0.18111434807455962	0	1
gene-VC_RS02510	3806	4231	5642	3318	3285	3198	2362	2218	2601	host	gene-VC_RS02510	0.2944324216703113	0	1
gene-VC_RS17575	90	65	91	75	90	81	91	137	149	host	gene-VC_RS17575	0.2726228599904346	0	1
gene-VC_RS18035	23	35	49	31	31	34	48	49	53	host	grxB	0.2551777456065392	0	1
gene-VC_RS05850	457	389	432	470	552	487	513	667	647	host	gene-VC_RS05850	0.17299343439448972	0	1
gene-VC_RS18610	85	88	75	133	277	279	60	160	152	host	gene-VC_RS18610	0.5363568847761488	0	1
gene-VC_RS14575	104	121	133	54	72	59	41	44	70	host	gene-VC_RS14575	0.41023273971188734	0	1
gene-VC_RS18045	68	100	93	72	90	89	112	124	128	host	ctlX	0.2031257894018756	0	1
gene-VC_RS03675	802	865	948	602	608	454	389	447	424	host	ppk2	0.32054958439484993	0	1
gene-VC_RS06445	113	129	161	85	116	75	109	126	125	host	nqrM	0.20563869700886905	0	1
gene-VC_RS10230	1058	1212	1318	1096	1093	869	824	997	897	host	fliL	0.14727894161483138	0	1
gene-VC_RS15935	775	824	1074	765	990	743	990	1244	1322	host	gene-VC_RS15935	0.20725380495881607	0	1
gene-VC_RS08030	298	380	392	316	469	552	644	550	658	host	gene-VC_RS08030	0.26927222696987474	0	1
gene-VC_RS14510	70	63	82	51	84	44	104	121	123	host	gene-VC_RS14510	0.32842092389594263	0	1
gene-VC_RS08225	320	323	320	270	246	219	136	156	142	host	gene-VC_RS08225	0.30974396640726054	0	1
gene-VC_RS02210	386	533	636	455	578	462	943	867	988	host	gene-VC_RS02210	0.32820335457462163	0	1
gene-VC_RS10555	1486	1778	1648	1054	3419	1362	506	946	946	host	gene-VC_RS10555	0.5394856954090991	0	1
gene-VC_RS11000	2231	2389	2822	2067	2479	1829	2284	2312	2774	host	gpt	0.12601756178710005	0	1
gene-VC_RS12275	691	722	791	485	492	429	444	500	575	host	gene-VC_RS12275	0.2193034780839929	0	1
gene-VC_RS08110	166	158	202	157	157	112	247	279	261	host	pspC	0.27882891958625966	0	1
gene-VC_RS09310	717	729	907	783	844	681	685	843	855	host	gene-VC_RS09310	0.10002626124762982	0	1
gene-VC_RS15060	468	465	582	575	805	790	586	856	534	host	gene-VC_RS15060	0.2231060877831377	0	1
gene-VC_RS09495	400	410	431	262	372	306	192	271	280	host	menB	0.23676833923577867	0	1
gene-VC_RS10930	1885	1935	2218	1230	1567	1201	1036	1253	1356	host	glnD	0.25128296212979856	0	1
gene-VC_RS01195	8310	12012	13941	9446	11130	9754	7719	7496	8290	host	gene-VC_RS01195	0.21012425018909264	0	1
gene-VC_RS02325	1067	1017	1158	1223	1221	875	1175	3872	1351	host	trmB	0.6038817755998832	0	1
gene-VC_RS09995	408	430	529	451	516	450	532	625	657	host	gene-VC_RS09995	0.15927569449142515	0	1
gene-VC_RS06230	311	371	482	303	425	398	619	802	802	host	gene-VC_RS06230	0.36656055000004995	0	1
gene-VC_RS16255	273	390	478	302	353	309	486	533	510	host	gene-VC_RS16255	0.23271283045698002	0	1
gene-VC_RS04940	8251	9909	14059	5487	7346	6161	3863	2968	4002	host	folC	0.47854093118484453	0	1
gene-VC_RS13920	206	162	273	120	155	102	102	105	105	host	icmH	0.37708697167215033	0	1
gene-VC_RS16500	36	61	49	32	32	37	30	29	36	host	gene-VC_RS16500	0.25962541380611825	0	1
gene-VC_RS15930	584	571	614	505	512	508	537	616	617	host	clcA	0.08056872037914693	0	1
gene-VC_RS17215	119	173	178	170	251	218	355	426	491	host	gbpA	0.4610099932826095	0	1
gene-VC_RS13590	385	377	500	386	460	298	329	384	386	host	gene-VC_RS13590	0.14687006119085877	0	1
gene-VC_RS11615	7907	9233	9688	6092	6115	5068	5271	6285	6198	host	lpdA	0.22940213909201648	0	1
gene-VC_RS05635	2753	2871	3594	2040	2378	1935	2048	2131	2472	host	panP	0.20370701197255062	0	1
gene-VC_RS05650	3561	3174	3802	2866	2283	1962	2539	2179	2456	host	gene-VC_RS05650	0.2179887049456235	0	1
gene-VC_RS08610	478	610	718	596	784	739	1054	1167	1300	host	gene-VC_RS08610	0.3209534862299191	0	1
gene-VC_RS16045	192	176	199	159	166	159	142	177	220	host	gene-VC_RS16045	0.1272990776862868	0	1
gene-VC_RS02720	2119	2091	2633	1514	1734	1542	1317	1697	1674	host	mutS	0.20886721546998388	0	1
gene-VC_RS05235	221	246	336	295	380	375	488	409	472	host	gene-VC_RS05235	0.24464341398926454	0	1
gene-VC_RS05495	392	410	508	283	312	214	242	388	338	host	gene-VC_RS05495	0.2526126863499311	0	1
gene-VC_RS09765	683	641	873	651	873	777	741	938	1001	host	rluC	0.15369321011074355	0	1
gene-VC_RS09980	1427	1589	1901	1290	1651	1291	1917	2146	2312	host	gene-VC_RS09980	0.20083106137997675	0	1
gene-VC_RS17515	407	416	479	456	514	393	330	436	436	host	gene-VC_RS17515	0.11584573202888021	0	1
gene-VC_RS02195	17447	24043	29759	21946	23034	42348	67722	18485	22499	host	rplU	0.51066088413203	0	1
gene-VC_RS14940	277	282	301	262	257	215	287	305	335	host	gene-VC_RS14940	0.11433262396068905	0	1
gene-VC_RS16680	2058	2078	2768	1555	1891	1396	394	463	476	host	gene-VC_RS16680	0.5499022644335377	0	1
gene-VC_RS17595	1238	1178	1424	842	919	840	723	621	732	host	gene-VC_RS17595	0.2709023149134082	0	1
gene-VC_RS09255	1768	1454	1764	1233	1056	834	391	451	423	host	gene-VC_RS09255	0.5013706537440615	0	1
gene-VC_RS12010	226	256	292	237	238	189	223	268	308	host	gene-VC_RS12010	0.13942235151476048	0	1
gene-VC_RS04435	451	475	541	444	476	481	413	565	602	host	gene-VC_RS04435	0.11813180824878775	0	1
gene-VC_RS00005	531	403	522	401	480	345	230	322	327	host	mioC	0.24069009473954156	0	1
gene-VC_RS05560	1253	1353	1643	833	826	662	571	641	735	host	hisC	0.37471462962730634	0	1
gene-VC_RS03815	2010	2339	2675	1873	2247	1612	1836	1886	1942	host	gene-VC_RS03815	0.14766015190888693	0	1
gene-VC_RS14675	1127	1403	1382	898	1116	1013	1941	1883	2170	host	gene-VC_RS14675	0.29921113914859654	0	1
gene-VC_RS15360	154	163	193	116	148	106	176	240	211	host	gene-VC_RS15360	0.24290106760932353	0	1
gene-VC_RS12545	1097	1165	1320	1553	1720	1324	1597	1763	2633	host	gene-VC_RS12545	0.2761098108312701	0	1
gene-VC_RS13985	189	163	162	129	99	68	156	107	122	host	rbsB	0.2703796640369653	0	1
gene-VC_RS02035	2060	2114	2671	1742	1540	1207	838	1070	1133	host	mshL	0.3542059900716623	0	1
gene-VC_RS00855	1799	2133	2353	2009	2711	2578	3099	3968	4144	host	gene-VC_RS00855	0.2855947610732071	0	1
gene-VC_RS06340	588	643	856	435	530	424	486	533	525	host	gene-VC_RS06340	0.22175708230477004	0	1
gene-VC_RS00770	315	298	356	283	404	297	140	277	260	host	gene-VC_RS00770	0.23283253740104834	0	1
gene-VC_RS12540	732	730	950	1125	1549	1465	1918	2806	2478	host	gene-VC_RS12540	0.46063042798251963	0	1
gene-VC_RS15210	336	356	573	318	297	259	277	398	432	host	gene-VC_RS15210	0.2537940583265789	0	1
gene-VC_RS17035	629	645	806	673	701	525	944	1154	1226	host	gene-VC_RS17035	0.2849610951907254	0	1
gene-VC_RS10515	625	571	831	501	569	501	332	327	320	host	gene-VC_RS10515	0.31082778642885034	0	1
gene-VC_RS18050	1584	1715	2087	1594	2024	1713	1685	1956	2028	host	vcaM	0.1039118887155121	0	1
gene-VPVV882_gp36	4254	3270	5574	12008	24251	20502	61534	92375	109595	phage	gene-VPVV882_gp36	1.0337434117869126	0	0
gene-VC_RS06190	401	388	496	440	486	494	324	520	476	host	gene-VC_RS06190	0.13555294074781335	0	1
gene-VC_RS08655	111	110	163	112	125	118	103	102	121	host	gene-VC_RS08655	0.14669539793004552	0	1
gene-VC_RS08700	60	52	38	46	39	65	67	89	81	host	gene-VC_RS08700	0.28155537806377995	0	1
gene-VC_RS00675	1182	1189	1500	1141	1717	1322	851	1259	2790	host	ftsY	0.3673844658247512	0	1
gene-VC_RS13065	1005	933	908	594	640	454	453	565	552	host	ompR	0.29603298406775325	0	1
gene-VC_RS13185	4025	4986	5623	4122	5012	4312	4122	4774	4980	host	pckA	0.11022055707328808	0	1
gene-VC_RS14100	103	91	175	74	62	59	51	54	55	host	gene-VC_RS14100	0.4654224774074786	0	1
gene-VC_RS15940	1487	1905	2097	1748	2163	1615	2794	2341	2662	host	ylqF	0.20370108394384115	0	1
gene-VC_RS17100	414	392	468	301	327	251	319	366	344	host	fabV	0.17295808115627628	0	1
gene-VC_RS05035	638	659	837	512	567	430	610	572	553	host	luxU	0.1780391683720011	0	1
gene-VC_RS18490	438	554	618	269	349	260	123	150	137	host	gene-VC_RS18490	0.5335914270767604	0	1
gene-VPVV882_gp10	273	200	253	1314	1725	1526	4358	5855	5607	phage	gene-VPVV882_gp10	0.9253458976815652	0	0
gene-VC_RS10310	1432	1505	1663	1171	1272	1211	992	1293	1219	host	gene-VC_RS10310	0.1438043259819596	0	1
gene-VC_RS14480	384	401	549	335	493	483	511	772	752	host	gene-VC_RS14480	0.27737232078787255	0	1
gene-VC_RS03490	898	1120	1091	797	903	616	3856	810	735	host	nagZ	0.7898258987230208	0	1
gene-VC_RS02315	409	435	600	393	478	502	216	290	290	host	gene-VC_RS02315	0.2826558334384787	0	1
gene-VC_RS00460	1023	1456	1454	1021	1095	3098	958	1058	1014	host	plsB	0.4745022598895116	0	1
gene-VC_RS05460	1934	1993	2206	1031	984	901	350	309	307	host	bioF	0.6417393126090447	0	1
gene-VC_RS13960	243	209	299	257	334	257	280	444	466	host	tsiV3	0.27253967352880604	0	1
gene-VC_RS15855	537	568	730	609	773	822	1089	1353	1453	host	gene-VC_RS15855	0.36296796564250294	0	1
gene-VC_RS15535	122	122	165	125	149	142	185	297	305	host	gene-VC_RS15535	0.38010340740892296	0	1
gene-VC_RS17765	464	494	807	945	877	1020	1613	1990	2064	host	gene-VC_RS17765	0.49783582759955425	0	1
gene-VC_RS16880	898	822	1047	700	1001	843	776	1190	1146	host	gene-VC_RS16880	0.17064366085104035	0	1
gene-VC_RS14310	559	638	728	433	549	540	462	504	568	host	tnpA	0.1516239781184747	0	1
gene-VC_RS13745	727	758	815	613	616	586	980	1126	1178	host	gene-VC_RS13745	0.25614653580856644	0	1
gene-VC_RS14330	836	891	947	636	809	515	552	670	580	host	gene-VC_RS14330	0.2091543473781626	0	1
gene-VC_RS06015	157	161	199	112	145	99	122	152	118	host	gene-VC_RS06015	0.2074281789091163	0	1
gene-VC_RS07215	2366	2575	2871	1992	2131	1861	1780	2034	2194	host	gene-VC_RS07215	0.15037145759550335	0	1
gene-VC_RS14050	402	397	474	255	306	275	429	359	446	host	gene-VC_RS14050	0.1971707646929973	0	1
gene-VC_RS05040	1108	1278	1429	1105	1455	1101	5321	1822	1827	host	gene-VC_RS05040	0.6915332652380591	0	1
gene-VC_RS09280	357	338	350	225	314	182	199	266	271	host	gene-VC_RS09280	0.22361387018089035	0	1
gene-VC_RS13080	567	618	669	416	842	461	322	438	499	host	gene-VC_RS13080	0.27472439301338686	0	1
gene-VC_RS08675	121	129	182	157	174	139	195	196	222	host	gene-VC_RS08675	0.1914965133265201	0	1
gene-VC_RS17205	1020	1127	1433	1393	1785	1544	2383	2967	3090	host	gene-VC_RS17205	0.3909738883120568	0	1
gene-VC_RS13530	792	972	1062	602	625	546	549	595	690	host	gene-VC_RS13530	0.24869704952041966	0	1
gene-VC_RS03135	95	106	104	99	106	63	78	130	107	host	gene-VC_RS03135	0.18193124348427375	0	1
gene-VC_RS07310	209	207	77	44	57	33	29	33	22	host	fdh3B	0.8948530528242855	0	1
gene-VC_RS13740	190	191	260	156	207	167	215	279	297	host	gene-VC_RS13740	0.21523273828439518	0	1
gene-VC_RS16545	995	1180	1364	947	1095	824	949	1012	1018	host	gene-VC_RS16545	0.1409610926138464	0	1
gene-VC_RS03665	588	676	776	410	502	335	334	409	451	host	gene-VC_RS03665_gene_pstB	0.29061173003235047	0	1
