Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol
gene-VC_RS03510	4092	4175	4801	2424	2335	2040	884	1080	1187	host	tyrA
gene-VC_RS09165	1033	1098	1452	1244	1779	1633	1029	1214	1334	host	fadR
gene-VC_RS12390	9174	8280	9278	7037	5381	4601	4554	4136	17718	host	rplQ
gene-VC_RS02680	212	220	289	172	201	196	155	241	273	host	ftsB
gene-VC_RS02930	7827	10090	10436	5737	7533	4663	9804	4376	6387	host	gene-VC_RS02930
gene-VC_RS06620	1661	1998	2243	1567	1975	1952	1861	2218	2451	host	gene-VC_RS06620
gene-VC_RS07150	556	581	749	616	800	780	1113	1372	1482	host	gene-VC_RS07150
gene-VC_RS09915	1481	1649	1923	1735	961	787	610	658	701	host	flrD
gene-VC_RS09400	157	150	206	159	228	167	239	285	283	host	gene-VC_RS09400
gene-VC_RS13570	332	375	409	315	318	214	243	324	260	host	gene-VC_RS13570
gene-VC_RS02270	1663	1222	2311	916	1708	2184	563	1287	1028	host	gene-VC_RS02270
gene-VC_RS15125	261	280	411	297	304	274	399	372	428	host	gene-VC_RS15125
gene-VC_RS12315	489	527	632	367	453	350	381	577	549	host	gene-VC_RS12315
gene-VC_RS13020	37	28	42	32	46	42	34	52	55	host	gene-VC_RS13020
gene-VC_RS04125	152	177	227	217	261	176	303	469	415	host	tcpB
gene-VC_RS10355	609	633	753	403	503	394	312	444	405	host	gene-VC_RS10355
gene-VC_RS05580	1049	1134	1155	582	651	539	239	296	311	host	hisF
gene-VC_RS11790	8852	9687	11214	6506	7414	6365	4661	4694	4597	host	eno
gene-VC_RS17580	480	500	663	408	402	316	559	500	605	host	gene-VC_RS17580
gene-VC_RS10385	1552	1585	1951	1579	1972	1533	1360	1840	1718	host	mlp24
gene-VC_RS11475	375	338	437	293	304	246	296	363	382	host	gene-VC_RS11475
gene-VC_RS06165	2850	3033	3047	4618	4669	3615	5130	5415	5705	host	gene-VC_RS06165
gene-VC_RS04725	1213	1334	1464	802	857	705	703	903	876	host	holA
gene-VC_RS02070	1947	54194	2521	2433	1962	1511	1785	1629	1653	host	gene-VC_RS02070
gene-VC_RS07340	175	159	116	63	91	62	44	79	68	host	gene-VC_RS07340
gene-VC_RS02590	16	4	17	15	23	799	40	57	66	host	gene-VC_RS02590
gene-VC_RS01915	228	220	321	173	177	180	133	113	132	host	gene-VC_RS01915
gene-VC_RS05435	462	503	566	474	529	426	578	600	574	host	lolA
gene-VC_RS00205	702	853	967	661	908	917	720	855	914	host	fmt
gene-VC_RS18600	8547	10738	9196	4302	1698	1045	290	145	171	host	gene-VC_RS18600
gene-VC_RS17000	285	183	308	274	316	444	119	189	168	host	gene-VC_RS17000
gene-VC_RS06865	90	78	151	89	75	89	93	98	120	host	tsiV1
gene-VPVV882_gp42	208	152	283	3748	5694	5792	12274	16611	19864	phage	gene-VPVV882_gp42
gene-VC_RS01495	218	212	266	200	157	154	186	187	205	host	gene-VC_RS01495
gene-VC_RS02530	70	73	80	52	89	66	79	93	87	host	gene-VC_RS02530
gene-VPVV882_gp53	492	575	635	1865	2867	2788	13370	25347	23338	phage	gene-VPVV882_gp53
gene-VC_RS14985	357	372	486	348	369	237	393	418	447	host	gene-VC_RS14985
gene-VC_RS05305	282	472	537	2100	326	234	153	141	183	host	gene-VC_RS05305
gene-VC_RS10460	981	1071	1160	778	1022	757	844	1066	1032	host	prfA
gene-VC_RS10985	1522	1602	1867	1325	1461	1173	1189	1349	1302	host	proB
gene-VC_RS06715	722	824	808	593	690	511	627	763	746	host	yegD
gene-VC_RS11075	2477	2674	2850	1575	2010	1550	675	867	882	host	gene-VC_RS11075
gene-VC_RS16710	474	551	716	319	428	317	188	261	264	host	glgC
gene-VC_RS11775	417	460	549	376	435	350	438	418	461	host	gene-VC_RS11775
gene-VC_RS14195	874	986	964	1515	1982	1569	1685	1573	1692	host	gene-VC_RS14195
gene-VC_RS01170	3530	3621	4308	2926	3492	2548	2218	2944	3001	host	gene-VC_RS01170
gene-VC_RS10445	1305	1349	1696	1173	1322	1200	1210	1227	1341	host	gene-VC_RS10445
gene-VC_RS18070	115	142	159	115	160	156	208	250	308	host	gene-VC_RS18070
gene-VC_RS09185	4277	4358	5067	4089	4311	4367	3680	3812	4113	host	lrp
gene-VC_RS05430	412	436	460	449	395	342	595	453	571	host	gene-VC_RS05430
gene-VC_RS15345	386	548	772	384	577	557	429	567	594	host	gene-VC_RS15345
gene-VC_RS09805	354	396	431	348	464	363	534	590	581	host	gene-VC_RS09805
gene-VC_RS09415	713	797	915	694	1135	905	566	824	852	host	gene-VC_RS09415
gene-VC_RS14695	137	208	223	132	196	176	235	171	207	host	gene-VC_RS14695
gene-VC_RS01875	206	200	301	224	244	214	275	343	405	host	gene-VC_RS01875
gene-VC_RS13605	265	318	451	290	404	339	401	586	550	host	gltS
gene-VC_RS03485	315	328	381	326	436	382	405	467	489	host	gene-VC_RS03485
gene-VC_RS15240	334	305	364	290	387	364	314	416	390	host	gene-VC_RS15240
gene-VC_RS13195	1053	1101	1190	905	1160	1076	720	1045	919	host	gene-VC_RS13195
gene-VC_RS14265	386	443	500	372	475	381	545	760	714	host	gene-VC_RS14265
gene-VC_RS05875	1207	1398	1698	1014	1337	971	831	1081	999	host	vesB
gene-VC_RS17175	1630	1844	2314	1307	1737	1446	1135	1393	1369	host	gene-VC_RS17175
gene-VC_RS08850	3721	3670	4679	2942	3320	2728	1729	2348	2338	host	pal
gene-VC_RS05465	537	689	743	345	425	389	236	288	307	host	bioC
gene-VC_RS06990	1202	1386	1492	919	1040	861	758	1121	1094	host	gene-VC_RS06990
gene-VC_RS07765	706	726	854	482	587	512	519	487	561	host	gene-VC_RS07765
gene-VC_RS16310	591	579	661	582	648	701	674	818	889	host	yjjG
gene-VC_RS02245	1705	1773	2361	1213	1483	1188	822	973	1063	host	surA
gene-VC_RS18170	110	98	160	80	104	96	36	79	72	host	gene-VC_RS18170
gene-VC_RS05620	1134	1109	1480	1204	1477	942	844	1196	1160	host	gene-VC_RS05620
gene-VC_RS01140	1598	1581	1933	908	930	888	485	582	532	host	waaA
gene-VC_RS10915	8898	10303	10402	8369	8388	6563	5027	6293	5809	host	tsf
gene-VC_RS08255	1123	1308	1431	616	737	604	547	693	690	host	metR
gene-VC_RS06405	226	269	273	190	171	148	240	253	292	host	gene-VC_RS06405
gene-VC_RS13860	1443	1723	1992	1577	1838	1612	1415	1775	1815	host	gene-VC_RS13860
gene-VC_RS13915	234	259	289	191	212	157	132	127	164	host	tssK
gene-VC_RS01215	2896	3051	3788	2491	2324	2224	1183	1255	1343	host	gene-VC_RS01215
gene-VC_RS05050	110	108	121	106	194	135	134	253	215	host	moaB
gene-VC_RS05215	121	103	152	116	186	147	239	340	320	host	gene-VC_RS05215
gene-VC_RS17740	55	34	50	35	53	48	58	73	85	host	gene-VC_RS17740
gene-VC_RS14350	440	540	641	374	529	374	511	583	637	host	gene-VC_RS14350
gene-VC_RS10850	91	100	111	87	154	102	109	153	151	host	rnhB
gene-VC_RS10830	167	139	153	217	197	246	125	293	200	host	gene-VC_RS10830
gene-VC_RS14305	314	278	455	191	211	186	64	109	92	host	gene-VC_RS14305
gene-VC_RS03150	1324	1310	1550	1101	1366	1183	1217	1445	1502	host	rsmC
gene-VC_RS09530	960	1075	1182	859	1108	912	938	1053	1094	host	gene-VC_RS09530
gene-VC_RS18150	44	27	69	36	60	25	91	118	102	host	gene-VC_RS18150
gene-VC_RS12970	580	971	831	1347	1316	894	1293	1038	1165	host	gene-VC_RS12970
gene-VC_RS10640	5073	6219	7690	3496	4678	4715	2639	2815	3072	host	gene-VC_RS10640
gene-VC_RS13930	347	416	398	247	222	174	125	122	123	host	vasH
gene-VC_RS12890	1396	1371	1588	1178	1121	987	1144	1146	1238	host	gene-VC_RS12890
gene-VC_RS00805	2390	2102	3208	2152	3469	4084	1157	2741	2431	host	gene-VC_RS00805
gene-VC_RS02625	136	122	154	128	140	94	218	127	166	host	gene-VC_RS02625
gene-VC_RS06575	2660	3492	3744	2190	2528	2311	2186	2338	2277	host	gene-VC_RS06575
gene-VC_RS08520	1666	1667	1952	1122	1209	1044	967	1042	1235	host	gene-VC_RS08520
gene-VC_RS13010	880	884	962	791	1114	653	477	556	543	host	gene-VC_RS13010
gene-VC_RS01000	200	204	231	111	150	88	96	128	130	host	gene-VC_RS01000
gene-VC_RS02015	2106	2232	2962	2142	2594	2362	1640	2273	2309	host	csrD
gene-VC_RS17935	1044	1089	1264	874	1034	816	864	1049	922	host	gene-VC_RS17935
gene-VC_RS18240	1220	1256	1723	820	698	732	439	430	465	host	gene-VC_RS18240
gene-VC_RS03240	998	933	1487	859	1247	1691	324	435	319	host	gene-VC_RS03240
gene-VC_RS05600	554	583	645	529	664	559	217	406	317	host	cspD
gene-VC_RS07775	272	331	344	276	396	313	131	206	155	host	gene-VC_RS07775
gene-VC_RS12510	5803	5770	7231	4863	4608	4262	1767	2398	2316	host	rplW
gene-VC_RS16650	256	244	286	202	184	117	207	204	221	host	gene-VC_RS16650
gene-VC_RS04540	219	223	270	149	189	179	114	170	155	host	vexG
gene-VC_RS08780	84	110	121	97	117	92	133	173	197	host	gene-VC_RS08780
gene-VC_RS11180	1139	1316	1668	1474	1695	1546	3000	2674	3125	host	gene-VC_RS11180
gene-VC_RS09175	1079	1399	1556	1000	951	761	1042	921	1013	host	dsbB
gene-VC_RS01905	96	75	126	157	207	122	153	211	193	host	pspG
gene-VC_RS14210	61	48	64	46	87	61	79	121	104	host	pepT
gene-VC_RS09435	639	795	801	589	675	493	618	825	795	host	minE
gene-VC_RS07645	192	187	233	118	181	186	190	263	243	host	gene-VC_RS07645
gene-VPVV882_gp51	270	215	333	537	1219	1188	2559	4458	5042	phage	gene-VPVV882_gp51
gene-VC_RS10525	1351	1409	1404	919	1313	1731	283	966	845	host	gene-VC_RS10525
gene-VC_RS18360	481	537	572	272	284	243	155	212	194	host	speF
gene-VC_RS09090	973	962	1135	888	993	791	905	1148	1013	host	lolC
gene-VC_RS13825	463	494	641	634	774	687	1188	1423	1555	host	gene-VC_RS13825
gene-VC_RS07985	230	212	247	141	242	202	267	395	388	host	gene-VC_RS07985
gene-VC_RS12180	1224	1325	1486	921	945	794	812	900	931	host	kdsC
gene-VC_RS05055	210	242	227	159	123	145	264	221	201	host	moaC
gene-VC_RS17875	230	232	285	202	250	190	187	240	266	host	gene-VC_RS17875
gene-VC_RS15035	512	526	663	505	656	543	734	996	1089	host	gene-VC_RS15035
gene-VC_RS17110	1389	1645	1920	1427	1671	1364	1742	2207	2290	host	gene-VC_RS17110
gene-VC_RS01415	4036	4535	5653	4084	4827	4400	5165	6025	6296	host	dusB
gene-VC_RS06350	824	948	1134	707	1176	867	1035	1291	1353	host	pabB
gene-VC_RS09575	955	1252	1429	780	981	754	835	976	956	host	gene-VC_RS09575
gene-VC_RS05405	1568	1670	2040	1244	1492	1238	1155	1342	1504	host	gene-VC_RS05405
gene-VC_RS00170	529	633	800	503	630	448	549	497	592	host	gene-VC_RS00170
gene-VC_RS06240	234	291	370	248	326	242	433	473	536	host	gene-VC_RS06240
gene-VC_RS08060	63	63	82	55	57	52	62	71	81	host	gene-VC_RS08060
gene-VC_RS12985	208	202	252	139	173	149	164	194	192	host	gene-VC_RS12985
gene-VC_RS03430	4094	3477	4746	3664	3413	2679	2445	3526	3226	host	rpsT
gene-VC_RS00075	3114	2591	3176	2724	2651	1790	420	587	572	host	gene-VC_RS00075
gene-VC_RS04505	316	383	494	330	416	379	699	561	750	host	treB
gene-VC_RS16730	236	254	301	209	305	258	436	486	524	host	gene-VC_RS16730
gene-VC_RS01530	637	601	864	501	954	780	514	967	765	host	gene-VC_RS01530
gene-VC_RS11430	21310	23585	26614	10868	11167	9613	5454	6046	6538	host	gltB
gene-VC_RS10140	1363	1495	1641	1408	1761	1382	1516	2008	2042	host	gene-VC_RS10140
gene-VC_RS07790	490	427	694	352	353	286	287	337	331	host	gene-VC_RS07790
gene-VC_RS03350	159	144	191	156	169	149	309	282	298	host	gene-VC_RS03350
gene-VC_RS06145	793	851	1014	1061	1233	1038	872	1118	1146	host	gene-VC_RS06145
gene-VC_RS00200	761	755	952	581	753	555	463	742	670	host	rsmB
gene-VC_RS12440	5413	5606	7054	3671	3876	3530	2145	2551	2588	host	rplR
gene-VC_RS18335	199	238	256	195	222	204	303	432	375	host	gene-VC_RS18335
gene-VC_RS00385	959	949	1236	995	1206	1032	819	963	984	host	ftnA
gene-VC_RS15620	436	521	542	517	489	436	766	727	779	host	gene-VC_RS15620
gene-VC_RS03995	42	44	55	27	63	37	60	53	47	host	citF
gene-VC_RS17535	709	879	1076	733	1013	807	1040	1081	1256	host	gene-VC_RS17535
gene-VC_RS02510	3806	4231	5642	3318	3285	3198	2362	2218	2601	host	gene-VC_RS02510
gene-VC_RS17575	90	65	91	75	90	81	91	137	149	host	gene-VC_RS17575
gene-VC_RS18035	23	35	49	31	31	34	48	49	53	host	grxB
gene-VC_RS05850	457	389	432	470	552	487	513	667	647	host	gene-VC_RS05850
gene-VC_RS18610	85	88	75	133	277	279	60	160	152	host	gene-VC_RS18610
gene-VC_RS14575	104	121	133	54	72	59	41	44	70	host	gene-VC_RS14575
gene-VC_RS18045	68	100	93	72	90	89	112	124	128	host	ctlX
gene-VC_RS03675	802	865	948	602	608	454	389	447	424	host	ppk2
gene-VC_RS06445	113	129	161	85	116	75	109	126	125	host	nqrM
gene-VC_RS10230	1058	1212	1318	1096	1093	869	824	997	897	host	fliL
gene-VC_RS15935	775	824	1074	765	990	743	990	1244	1322	host	gene-VC_RS15935
gene-VC_RS08030	298	380	392	316	469	552	644	550	658	host	gene-VC_RS08030
gene-VC_RS14510	70	63	82	51	84	44	104	121	123	host	gene-VC_RS14510
gene-VC_RS08225	320	323	320	270	246	219	136	156	142	host	gene-VC_RS08225
gene-VC_RS02210	386	533	636	455	578	462	943	867	988	host	gene-VC_RS02210
gene-VC_RS10555	1486	1778	1648	1054	3419	1362	506	946	946	host	gene-VC_RS10555
gene-VC_RS11000	2231	2389	2822	2067	2479	1829	2284	2312	2774	host	gpt
gene-VC_RS12275	691	722	791	485	492	429	444	500	575	host	gene-VC_RS12275
gene-VC_RS08110	166	158	202	157	157	112	247	279	261	host	pspC
gene-VC_RS09310	717	729	907	783	844	681	685	843	855	host	gene-VC_RS09310
gene-VC_RS15060	468	465	582	575	805	790	586	856	534	host	gene-VC_RS15060
gene-VC_RS09495	400	410	431	262	372	306	192	271	280	host	menB
gene-VC_RS10930	1885	1935	2218	1230	1567	1201	1036	1253	1356	host	glnD
gene-VC_RS01195	8310	12012	13941	9446	11130	9754	7719	7496	8290	host	gene-VC_RS01195
gene-VC_RS02325	1067	1017	1158	1223	1221	875	1175	3872	1351	host	trmB
gene-VC_RS09995	408	430	529	451	516	450	532	625	657	host	gene-VC_RS09995
gene-VC_RS06230	311	371	482	303	425	398	619	802	802	host	gene-VC_RS06230
gene-VC_RS16255	273	390	478	302	353	309	486	533	510	host	gene-VC_RS16255
gene-VC_RS04940	8251	9909	14059	5487	7346	6161	3863	2968	4002	host	folC
gene-VC_RS13920	206	162	273	120	155	102	102	105	105	host	icmH
gene-VC_RS16500	36	61	49	32	32	37	30	29	36	host	gene-VC_RS16500
gene-VC_RS15930	584	571	614	505	512	508	537	616	617	host	clcA
gene-VC_RS17215	119	173	178	170	251	218	355	426	491	host	gbpA
gene-VC_RS13590	385	377	500	386	460	298	329	384	386	host	gene-VC_RS13590
gene-VC_RS11615	7907	9233	9688	6092	6115	5068	5271	6285	6198	host	lpdA
gene-VC_RS05635	2753	2871	3594	2040	2378	1935	2048	2131	2472	host	panP
gene-VC_RS05650	3561	3174	3802	2866	2283	1962	2539	2179	2456	host	gene-VC_RS05650
gene-VC_RS08610	478	610	718	596	784	739	1054	1167	1300	host	gene-VC_RS08610
gene-VC_RS16045	192	176	199	159	166	159	142	177	220	host	gene-VC_RS16045
gene-VC_RS02720	2119	2091	2633	1514	1734	1542	1317	1697	1674	host	mutS
gene-VC_RS05235	221	246	336	295	380	375	488	409	472	host	gene-VC_RS05235
gene-VC_RS05495	392	410	508	283	312	214	242	388	338	host	gene-VC_RS05495
gene-VC_RS09765	683	641	873	651	873	777	741	938	1001	host	rluC
gene-VC_RS09980	1427	1589	1901	1290	1651	1291	1917	2146	2312	host	gene-VC_RS09980
gene-VC_RS17515	407	416	479	456	514	393	330	436	436	host	gene-VC_RS17515
gene-VC_RS02195	17447	24043	29759	21946	23034	42348	67722	18485	22499	host	rplU
gene-VC_RS14940	277	282	301	262	257	215	287	305	335	host	gene-VC_RS14940
gene-VC_RS16680	2058	2078	2768	1555	1891	1396	394	463	476	host	gene-VC_RS16680
gene-VC_RS17595	1238	1178	1424	842	919	840	723	621	732	host	gene-VC_RS17595
gene-VC_RS09255	1768	1454	1764	1233	1056	834	391	451	423	host	gene-VC_RS09255
gene-VC_RS12010	226	256	292	237	238	189	223	268	308	host	gene-VC_RS12010
gene-VC_RS04435	451	475	541	444	476	481	413	565	602	host	gene-VC_RS04435
gene-VC_RS00005	531	403	522	401	480	345	230	322	327	host	mioC
gene-VC_RS05560	1253	1353	1643	833	826	662	571	641	735	host	hisC
gene-VC_RS03815	2010	2339	2675	1873	2247	1612	1836	1886	1942	host	gene-VC_RS03815
gene-VC_RS14675	1127	1403	1382	898	1116	1013	1941	1883	2170	host	gene-VC_RS14675
gene-VC_RS15360	154	163	193	116	148	106	176	240	211	host	gene-VC_RS15360
gene-VC_RS12545	1097	1165	1320	1553	1720	1324	1597	1763	2633	host	gene-VC_RS12545
gene-VC_RS13985	189	163	162	129	99	68	156	107	122	host	rbsB
gene-VC_RS02035	2060	2114	2671	1742	1540	1207	838	1070	1133	host	mshL
gene-VC_RS00855	1799	2133	2353	2009	2711	2578	3099	3968	4144	host	gene-VC_RS00855
gene-VC_RS06340	588	643	856	435	530	424	486	533	525	host	gene-VC_RS06340
gene-VC_RS00770	315	298	356	283	404	297	140	277	260	host	gene-VC_RS00770
gene-VC_RS12540	732	730	950	1125	1549	1465	1918	2806	2478	host	gene-VC_RS12540
gene-VC_RS15210	336	356	573	318	297	259	277	398	432	host	gene-VC_RS15210
gene-VC_RS17035	629	645	806	673	701	525	944	1154	1226	host	gene-VC_RS17035
gene-VC_RS10515	625	571	831	501	569	501	332	327	320	host	gene-VC_RS10515
gene-VC_RS18050	1584	1715	2087	1594	2024	1713	1685	1956	2028	host	vcaM
gene-VPVV882_gp36	4254	3270	5574	12008	24251	20502	61534	92375	109595	phage	gene-VPVV882_gp36
gene-VC_RS06190	401	388	496	440	486	494	324	520	476	host	gene-VC_RS06190
gene-VC_RS08655	111	110	163	112	125	118	103	102	121	host	gene-VC_RS08655
gene-VC_RS08700	60	52	38	46	39	65	67	89	81	host	gene-VC_RS08700
gene-VC_RS00675	1182	1189	1500	1141	1717	1322	851	1259	2790	host	ftsY
gene-VC_RS13065	1005	933	908	594	640	454	453	565	552	host	ompR
gene-VC_RS13185	4025	4986	5623	4122	5012	4312	4122	4774	4980	host	pckA
gene-VC_RS14100	103	91	175	74	62	59	51	54	55	host	gene-VC_RS14100
gene-VC_RS15940	1487	1905	2097	1748	2163	1615	2794	2341	2662	host	ylqF
gene-VC_RS17100	414	392	468	301	327	251	319	366	344	host	fabV
gene-VC_RS05035	638	659	837	512	567	430	610	572	553	host	luxU
gene-VC_RS18490	438	554	618	269	349	260	123	150	137	host	gene-VC_RS18490
gene-VPVV882_gp10	273	200	253	1314	1725	1526	4358	5855	5607	phage	gene-VPVV882_gp10
gene-VC_RS10310	1432	1505	1663	1171	1272	1211	992	1293	1219	host	gene-VC_RS10310
gene-VC_RS14480	384	401	549	335	493	483	511	772	752	host	gene-VC_RS14480
gene-VC_RS03490	898	1120	1091	797	903	616	3856	810	735	host	nagZ
gene-VC_RS02315	409	435	600	393	478	502	216	290	290	host	gene-VC_RS02315
gene-VC_RS00460	1023	1456	1454	1021	1095	3098	958	1058	1014	host	plsB
gene-VC_RS05460	1934	1993	2206	1031	984	901	350	309	307	host	bioF
gene-VC_RS13960	243	209	299	257	334	257	280	444	466	host	tsiV3
gene-VC_RS15855	537	568	730	609	773	822	1089	1353	1453	host	gene-VC_RS15855
gene-VC_RS15535	122	122	165	125	149	142	185	297	305	host	gene-VC_RS15535
gene-VC_RS17765	464	494	807	945	877	1020	1613	1990	2064	host	gene-VC_RS17765
gene-VC_RS16880	898	822	1047	700	1001	843	776	1190	1146	host	gene-VC_RS16880
gene-VC_RS14310	559	638	728	433	549	540	462	504	568	host	tnpA
gene-VC_RS13745	727	758	815	613	616	586	980	1126	1178	host	gene-VC_RS13745
gene-VC_RS14330	836	891	947	636	809	515	552	670	580	host	gene-VC_RS14330
gene-VC_RS06015	157	161	199	112	145	99	122	152	118	host	gene-VC_RS06015
gene-VC_RS07215	2366	2575	2871	1992	2131	1861	1780	2034	2194	host	gene-VC_RS07215
gene-VC_RS14050	402	397	474	255	306	275	429	359	446	host	gene-VC_RS14050
gene-VC_RS05040	1108	1278	1429	1105	1455	1101	5321	1822	1827	host	gene-VC_RS05040
gene-VC_RS09280	357	338	350	225	314	182	199	266	271	host	gene-VC_RS09280
gene-VC_RS13080	567	618	669	416	842	461	322	438	499	host	gene-VC_RS13080
gene-VC_RS08675	121	129	182	157	174	139	195	196	222	host	gene-VC_RS08675
gene-VC_RS17205	1020	1127	1433	1393	1785	1544	2383	2967	3090	host	gene-VC_RS17205
gene-VC_RS13530	792	972	1062	602	625	546	549	595	690	host	gene-VC_RS13530
gene-VC_RS03135	95	106	104	99	106	63	78	130	107	host	gene-VC_RS03135
gene-VC_RS07310	209	207	77	44	57	33	29	33	22	host	fdh3B
gene-VC_RS13740	190	191	260	156	207	167	215	279	297	host	gene-VC_RS13740
gene-VC_RS16545	995	1180	1364	947	1095	824	949	1012	1018	host	gene-VC_RS16545
gene-VC_RS03665	588	676	776	410	502	335	334	409	451	host	gene-VC_RS03665_gene_pstB
gene-VC_RS17555	146	128	215	272	334	322	283	318	386	host	gene-VC_RS17555
gene-VC_RS17720	447	497	537	439	491	398	648	763	731	host	mlp37
gene-VC_RS04520	293	299	398	188	374	414	178	246	261	host	gene-VC_RS04520
gene-VC_RS16400	500	788	998	447	1266	1082	783	1040	1042	host	gene-VC_RS16400
gene-VC_RS09035	1619	1690	2307	1418	1746	1612	741	783	1001	host	gene-VC_RS09035
gene-VC_RS03985	3	6	5	9	11	4	8	13	14	host	citD
gene-VC_RS05470	592	595	735	383	449	416	148	207	193	host	bioD
gene-VC_RS16480	60	103	118	60	78	61	48	59	46	host	gene-VC_RS16480
gene-VC_RS12215	1158	1253	1514	895	1074	728	1080	1150	1251	host	rapZ
gene-VC_RS15265	404	375	414	283	286	202	207	220	234	host	gene-VC_RS15265
gene-VC_RS06910	5320	6146	6996	4760	6360	4330	4643	4835	5515	host	potA
gene-VC_RS11230	980	1157	1339	907	1094	844	920	1174	1206	host	gene-VC_RS11230
gene-VC_RS18390	2285	3064	2751	1323	960	1032	911	795	854	host	putP
gene-VC_RS17280	50	67	53	56	70	53	62	83	113	host	ectA
gene-VC_RS06690	784	794	1032	692	834	560	611	785	816	host	gene-VC_RS06690
gene-VC_RS12485	15505	28471	16080	14250	16200	8326	26645	14003	15714	host	rplP
gene-VC_RS08370	65	82	134	117	137	115	97	85	112	host	gene-VC_RS08370
gene-VC_RS12775	1561	1594	1771	1324	1501	1076	1002	1044	1035	host	gpsA
gene-VC_RS01055	2978	3294	3870	2266	2349	2252	1512	1405	1568	host	coaBC
gene-VC_RS18265	1192	1308	1505	1763	2158	1931	2062	2623	2644	host	gene-VC_RS18265
gene-VC_RS07595	99	91	123	345	390	211	336	421	483	host	gene-VC_RS07595
gene-VC_RS04905	1697	1928	2207	1168	1517	1206	1128	1206	1226	host	gene-VC_RS04905
gene-VC_RS13285	3577	3177	4118	2224	4052	2475	799	1190	1929	host	gene-VC_RS13285
gene-VPVV882_gp43	302	315	387	1684	2435	1849	8064	10655	12461	phage	gene-VPVV882_gp43
gene-VC_RS06385	336	338	427	322	409	291	331	385	487	host	gene-VC_RS06385
gene-VC_RS05130	5610	6466	8351	4726	5604	4462	3968	4665	4993	host	gene-VC_RS05130
gene-VC_RS07180	1250	1428	1675	1169	1134	992	968	806	983	host	rmf
gene-VC_RS13395	5371	5063	6156	5605	4540	3926	2233	2329	2328	host	atpE
gene-VC_RS08035	197	175	247	254	198	166	217	216	220	host	gene-VC_RS08035
gene-VC_RS03530	583	682	808	432	497	536	304	433	417	host	trpR
gene-VC_RS04710	1903	2054	2337	1414	1980	1744	1472	1836	1890	host	mrdA
gene-VC_RS13850	1568	1693	2280	1820	1959	1399	1457	1686	1729	host	gene-VC_RS13850
gene-VC_RS13895	493	533	611	306	386	293	216	267	307	host	tssF
gene-VC_RS00120	5704	6967	7631	3254	2907	2282	724	753	862	host	ilvA
gene-VC_RS08945	33993	37907	43560	24176	24859	21663	9029	10650	10614	host	ompT
gene-VC_RS14345	467	557	646	335	493	419	434	490	519	host	gene-VC_RS14345
gene-VC_RS15445	394	355	496	325	319	275	261	342	299	host	gene-VC_RS15445
gene-VC_RS06410	179	197	261	155	185	139	164	188	183	host	gene-VC_RS06410
gene-VC_RS02030	757	1241	1248	528	602	459	443	338	335	host	gene-VC_RS02030
gene-VC_RS15145	142	166	224	174	256	208	323	407	477	host	gene-VC_RS15145
gene-VC_RS12825	1815	2206	2526	2237	2462	2102	1984	2076	2129	host	gene-VC_RS12825
gene-VC_RS11970	157	124	203	109	124	100	109	121	162	host	leuO
gene-VC_RS12235	977	1131	1825	1096	2072	1730	774	1089	1172	host	yjgA
gene-VC_RS05790	1430	1495	1555	1111	1368	1022	789	1054	1043	host	trxB
gene-VC_RS15000	341	305	374	364	480	363	419	722	706	host	gene-VC_RS15000
gene-VC_RS01755	3497	4167	4455	2670	3190	2412	2226	2734	2791	host	hflX
gene-VC_RS17465	284	344	386	287	390	319	459	464	565	host	pbpG
gene-VC_RS06185	632	662	757	532	635	558	834	926	979	host	gene-VC_RS06185
gene-VPVV882_gp08	500	479	472	2610	2916	3266	10271	10943	10371	phage	gene-VPVV882_gp08
gene-VPVV882_gp18	618	492	545	3517	4589	4913	8955	10342	11041	phage	gene-VPVV882_gp18
gene-VC_RS13135	414	376	461	300	294	311	286	321	372	host	gspJ
gene-VC_RS07050	41	44	59	47	43	44	57	90	100	host	ctxB
gene-VC_RS06325	1194	1112	1406	811	947	888	690	773	853	host	gene-VC_RS06325
gene-VC_RS01185	4319	4703	6010	4588	5928	5305	3957	4993	5327	host	gene-VC_RS01185
gene-VC_RS01435	2221	2260	2754	2059	2002	1935	1142	1042	1182	host	aroQ
gene-VC_RS00845	747	757	912	582	631	583	645	783	828	host	gene-VC_RS00845
gene-VC_RS01615	31754	34930	65980	21931	18743	24291	29231	12896	15768	host	rpoB
gene-VC_RS00965	254	240	312	206	233	191	271	283	288	host	gene-VC_RS00965
gene-VC_RS13045	3276	3770	4380	2560	3575	2744	2417	3296	3327	host	spoT
gene-VC_RS19165	23	21	37	11	9	15	18	7	12	host	tnaC
gene-VC_RS11535	328	427	420	350	607	332	562	616	668	host	gene-VC_RS11535
gene-VC_RS16560	343	390	505	336	486	401	421	517	518	host	dcuC
gene-VC_RS12745	5970	7597	7806	3181	3260	2480	605	515	560	host	argB
gene-VC_RS13245	1005	1139	1309	773	840	765	860	943	987	host	gene-VC_RS13245
gene-VC_RS07635	218	207	313	156	221	185	287	281	360	host	gene-VC_RS07635
gene-VC_RS05175	621	463	577	460	487	414	436	543	601	host	apt
gene-VC_RS15315	203	164	215	173	235	182	248	323	296	host	gene-VC_RS15315
