Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol
gene-VC_RS09805	288	419	366	436	575	481	609	713	455	host	gene-VC_RS09805
gene-VC_RS09565	187	304	234	251	350	237	205	207	128	host	gene-VC_RS09565
gene-VC_RS15975	297	411	356	394	561	443	529	537	378	host	gene-VC_RS15975
gene-VC_RS16840	2312	3239	2828	1745	2462	1957	2019	2277	1493	host	gene-VC_RS16840
gene-VC_RS10020	1144	1531	1459	1235	1554	1273	1604	1855	4331	host	znuA
gene-VC_RS17375	1908	2538	2456	2217	2546	2301	3943	4134	3062	host	gene-VC_RS17375
gene-VC_RS01005	42	55	42	42	48	50	56	69	47	host	murQ
gene-VC_RS01010	217	360	341	343	361	352	463	477	296	host	murP
gene-VC_RS03585	3895	5792	5169	1655	3023	2049	958	1029	316	host	gene-VC_RS03585
gene-VC_RS08255	808	1269	1094	618	955	664	649	801	515	host	metR
gene-VC_RS10855	440	685	609	613	790	560	533	627	369	host	lpxB
gene-VC_RS17135	115	171	148	145	178	141	206	234	182	host	gene-VC_RS17135
gene-VC_RS08355	2516	3808	3233	2145	3076	2289	1735	2072	1365	host	glgA
gene-VC_RS16740	136	234	218	182	216	157	255	251	150	host	gene-VC_RS16740
gene-VC_RS16965	79	90	104	77	87	50	31	30	21	host	gene-VC_RS16965
gene-VC_RS11810	613	793	680	895	922	849	872	1052	674	host	rlmD
gene-VC_RS13435	160	219	203	220	212	214	300	296	223	host	gene-VC_RS13435
gene-VC_RS14850	173	244	156	231	297	213	289	356	210	host	gene-VC_RS14850
gene-VC_RS03350	112	243	187	178	302	231	351	473	268	host	gene-VC_RS03350
gene-VC_RS08430	115	140	151	170	226	160	194	202	163	host	breR
gene-VC_RS02345	309	519	418	576	686	554	385	447	432	host	gene-VC_RS02345
gene-VC_RS07620	229	364	298	263	388	259	315	344	216	host	almG
gene-VC_RS16245	412	540	520	450	658	538	482	623	375	host	gene-VC_RS16245
gene-VC_RS01580	21941	35365	26130	20975	30978	23731	17861	21578	13738	host	tuf
gene-VC_RS02935	4855	7430	6322	4674	5751	4437	6656	9718	5578	host	gene-VC_RS02935
gene-VC_RS13845	341	500	473	403	562	467	542	625	406	host	gene-VC_RS13845
gene-VC_RS15820	273	448	384	344	503	414	869	1113	739	host	gene-VC_RS15820
gene-VC_RS03310	2133	3320	2982	2525	3087	2228	1550	1842	1181	host	gene-VC_RS03310
gene-VC_RS07010	379	583	524	365	556	510	1063	1302	818	host	rtxB
gene-VC_RS16645	107	104	105	114	119	93	105	116	63	host	gene-VC_RS16645
gene-VC_RS17075	761	1068	970	1103	1482	1212	1209	1455	964	host	gene-VC_RS17075
gene-VC_RS00790	2422	3751	2798	1975	2898	2070	1741	2301	1392	host	rep
gene-VC_RS05830	1759	2546	2091	1957	2895	2151	2111	2334	1361	host	purC
gene-VC_RS03260	6983	10865	8725	9404	12647	8201	10809	14733	12213	host	infB
gene-VC_RS02260	1941	2217	1917	1393	1836	1476	575	579	420	host	gene-VC_RS02260
gene-VC_RS05795	49	75	64	97	155	85	145	138	231	host	gene-VC_RS05795
gene-VC_RS05935	746	1067	974	868	1067	875	993	1097	736	host	gene-VC_RS05935
gene-VC_RS13835	663	960	738	889	1238	863	1159	1457	913	host	pncB
gene-VC_RS15740	555	734	677	621	865	687	2160	2684	1698	host	gene-VC_RS15740
gene-VC_RS10685	215	349	284	716	1051	666	523	684	534	host	gene-VC_RS10685
gene-VC_RS17460	32	57	49	81	100	78	136	118	82	host	gene-VC_RS17460
gene-VC_RS15760	1529	2490	1948	1922	3128	2293	3126	3711	2402	host	gene-VC_RS15760
gene-VC_RS02705	764	1035	1002	913	997	852	892	979	737	host	gene-VC_RS02705
gene-VC_RS02780	1386	1794	1286	554	1392	749	238	318	149	host	gene-VC_RS02780
gene-VC_RS02385	66	123	127	91	131	124	151	155	92	host	tyrS
gene-VC_RS01985	439	711	554	519	726	562	346	448	262	host	gene-VC_RS01985
gene-VC_RS09085	307	425	359	533	627	486	507	525	326	host	lolD
gene-VC_RS02675	695	1052	997	1034	2618	1153	1305	1508	972	host	gene-VC_RS02675
gene-VC_RS18415	1344	1977	1704	1576	2116	1610	1294	1582	948	host	gene-VC_RS18415
gene-VC_RS08315	1272	2100	1928	2133	2543	2072	1648	1972	1230	host	elyC
gene-VC_RS11480	394	547	529	470	638	516	570	712	458	host	gene-VC_RS11480
gene-VC_RS11640	913	1334	1117	901	1258	918	1103	1255	800	host	recJ
gene-VC_RS13390	5963	8422	6046	3663	5199	3431	1292	1557	972	host	atpF
gene-VC_RS13595	724	1079	887	1329	1722	1337	1681	1924	1340	host	gene-VC_RS13595
gene-VC_RS17260	106	166	135	101	174	137	62	65	52	host	gene-VC_RS17260
gene-VC_RS15685	504	793	569	557	792	590	937	1214	734	host	gene-VC_RS15685
gene-VC_RS16075	373	477	499	679	701	601	1466	1530	1012	host	gene-VC_RS16075
gene-VC_RS13375	8271	12738	8541	4973	6784	4268	1575	1971	1416	host	atpG
gene-VC_RS11035	712	1108	846	806	1192	1941	1152	1360	755	host	gene-VC_RS11035
gene-VC_RS04690	563	910	749	1146	1290	1113	1316	1356	984	host	ybeD
gene-VC_RS15405	176	299	215	272	350	267	388	488	309	host	gene-VC_RS15405
gene-VC_RS13495	91	127	112	136	189	114	169	173	108	host	gene-VC_RS13495
gene-VC_RS13680	1574	2356	2078	2448	3098	2340	3201	3890	2492	host	gene-VC_RS13680
gene-VC_RS15545	48	74	68	75	91	107	139	196	121	host	gene-VC_RS15545
gene-VC_RS04705	1021	1639	1366	855	1182	900	1058	948	573	host	mrdB
gene-VC_RS01480	6280	9906	9827	9183	21548	9543	43798	18812	8456	host	rho
gene-VC_RS10960	1663	2777	2172	1754	2391	1559	961	1212	739	host	ribBA
gene-VPVV882_gp16	1208	1632	1113	16573	18471	16304	40390	49825	30572	phage	gene-VPVV882_gp16
gene-VC_RS16385	422	565	478	225	405	298	203	237	172	host	gene-VC_RS16385
gene-VC_RS01100	436	693	627	618	755	566	727	882	531	host	gene-VC_RS01100
gene-VC_RS07240	777	1315	1099	872	1384	991	1148	1346	765	host	proQ
gene-VC_RS01200	4164	5517	4495	3497	5412	4165	7405	5718	4040	host	gene-VC_RS01200
gene-VC_RS10720	331	441	458	400	435	351	346	441	322	host	gene-VC_RS10720
gene-VC_RS06325	999	1247	1202	875	1083	828	689	782	565	host	gene-VC_RS06325
gene-VC_RS10425	1446	2158	1905	2575	3208	2606	3394	4228	2677	host	gene-VC_RS10425
gene-VC_RS11270	580	866	740	725	787	755	1011	1142	822	host	gene-VC_RS11270
gene-VC_RS13725	39	50	57	42	75	60	94	110	65	host	pstA
gene-VC_RS02645	6116	10600	7991	8616	11426	8191	6652	9239	5577	host	rpsU
gene-VC_RS18500	1468	2208	1811	1209	1592	1282	581	709	456	host	gene-VC_RS18500
gene-VC_RS01370	692	949	833	724	871	665	417	519	319	host	gene-VC_RS01370
gene-VC_RS09075	450	722	609	712	855	693	1027	1192	792	host	gene-VC_RS09075
gene-VC_RS10920	19632	34259	24575	23682	32743	23234	16871	21116	16100	host	rpsB
gene-VC_RS03275	2895	4469	3435	4069	5528	4398	3804	235189	4472	host	rpsO
gene-VC_RS04950	1725	2722	2121	2191	3874	2656	3200	3604	2037	host	gene-VC_RS04950
gene-VC_RS09445	110	130	152	160	177	191	190	181	99	host	gene-VC_RS09445
gene-VC_RS18335	168	264	211	235	303	247	368	405	279	host	gene-VC_RS18335
gene-VC_RS08545	1012	1433	1209	1053	1468	1148	1298	1419	1004	host	gene-VC_RS08545
gene-VC_RS10315	2723	3951	3342	6618	9560	7310	6418	9152	6952	host	gene-VC_RS10315
gene-VC_RS14935	233	337	270	252	486	316	399	454	259	host	gene-VC_RS14935
gene-VC_RS17370	725	1032	911	862	1163	959	767	922	562	host	gene-VC_RS17370
gene-VC_RS08460	704	1024	979	758	1045	883	726	876	537	host	pqiB
gene-VC_RS07725	316	331	274	202	402	376	113	84	35	host	gene-VC_RS07725
gene-VC_RS10730	391	535	474	2572	886	571	342	349	163	host	gene-VC_RS10730
gene-VC_RS08850	2859	4012	3272	2418	3534	2581	2128	2366	1451	host	pal
gene-VC_RS06960	839	1385	1175	925	1430	952	1004	1328	774	host	gene-VC_RS06960
gene-VC_RS02145	3877	6143	4712	6553	9724	6501	6458	6221	4438	host	rraB
gene-VC_RS11825	2086	2225	1909	501	777	555	309	389	281	host	gene-VC_RS11825
gene-VC_RS10045	2670	6354	2866	1443	2362	1514	2313	845	542	host	odhB
gene-VC_RS02065	924	1219	1062	1243	2109	1325	1855	17257	1057	host	gene-VC_RS02065
gene-VC_RS10970	569	843	736	727	1021	760	705	1103	476	host	ribD
gene-VC_RS17800	310	396	351	520	599	434	506	607	430	host	gene-VC_RS17800
gene-VC_RS10510	688	1362	1608	299	1343	857	242	59	49	host	gene-VC_RS10510
gene-VC_RS11200	91	179	128	164	189	150	158	200	96	host	gene-VC_RS11200
gene-VC_RS04475	331	534	411	539	670	553	643	733	448	host	gene-VC_RS04475
gene-VC_RS11210	632	846	752	935	1156	871	816	972	549	host	gene-VC_RS11210
gene-VC_RS17620	67	59	65	61	81	59	57	78	39	host	gene-VC_RS17620
gene-VC_RS08950	561	737	684	805	1054	797	1285	1494	911	host	dinG
gene-VC_RS15195	86	92	87	80	129	87	113	110	71	host	gene-VC_RS15195
gene-VC_RS09935	4877	4211	3833	2733	3693	2742	2111	2676	1979	host	gene-VC_RS09935
gene-VC_RS13975	60	71	71	131	141	124	152	156	124	host	rbsA
gene-VC_RS04325	752	898	784	442	652	436	505	525	400	host	tnpA
gene-VC_RS14440	161	258	194	310	438	320	330	393	305	host	gene-VC_RS14440
gene-VC_RS12560	930	1383	1145	1828	7840	1690	2423	1873	1089	host	slyD
gene-VC_RS05360	896	1346	1191	604	954	737	801	973	568	host	oppB
gene-VC_RS04290	87	146	105	77	161	115	187	228	136	host	gene-VC_RS04290
gene-VC_RS03030	1644	2437	2041	2110	2785	2149	1629	1810	1188	host	dksA
gene-VC_RS13065	491	705	710	607	747	552	518	565	393	host	ompR
gene-VC_RS06690	683	905	740	726	881	721	695	762	497	host	gene-VC_RS06690
gene-VC_RS09785	4070	6338	5223	3578	4218	3334	2287	2676	4689	host	adhE
gene-VC_RS04040	91	140	116	120	163	140	92	144	78	host	gene-VC_RS04040
gene-VC_RS16825	195	282	273	198	312	194	219	266	141	host	modB
gene-VC_RS05880	942	1348	1262	1321	1772	1475	988	1101	695	host	gene-VC_RS05880
gene-VC_RS08390	5165	7069	6747	10093	11192	9722	6041	8232	5231	host	infA
gene-VC_RS13765	515	841	744	765	1011	802	1038	1222	783	host	gene-VC_RS13765
gene-VC_RS02475	3296	4534	3759	3946	6052	4589	3785	4852	3013	host	pykF
gene-VC_RS06365	528	663	602	1183	1225	993	1052	1200	855	host	gene-VC_RS06365
gene-VC_RS11920	587	1041	785	756	1024	774	783	1021	664	host	ubiH
gene-VC_RS09195	506	714	682	831	969	930	1831	2075	1510	host	gene-VC_RS09195
gene-VC_RS18220	442	675	593	526	745	546	423	580	327	host	gene-VC_RS18220
gene-VC_RS17090	218	383	316	328	505	361	346	399	283	host	gene-VC_RS17090
gene-VC_RS03540	2312	3339	2878	4042	4996	3883	4711	6068	6491	host	mbaA
gene-VC_RS08735	127	150	112	62	96	95	134	127	95	host	gene-VC_RS08735
gene-VC_RS07445	175	289	290	128	263	159	64	119	49	host	gene-VC_RS07445
gene-VC_RS11430	14770	22940	18242	10286	12611	9429	5787	6559	4303	host	gltB
gene-VC_RS06720	365	566	429	751	1085	783	989	1236	731	host	gene-VC_RS06720
gene-VC_RS05365	956	1543	1231	771	1092	758	2705	1417	941	host	oppC
gene-VC_RS12800	209	318	251	204	235	171	147	230	139	host	gene-VC_RS12800
gene-VC_RS00500	707	1067	942	989	1299	997	796	897	647	host	hemB
gene-VC_RS18795	851	1126	1064	1590	2344	1631	923	1155	710	host	gene-VC_RS18795
gene-VC_RS04955	3949	5943	5167	6404	8083	9148	9764	20265	5198	host	purF
gene-VC_RS07485	435	798	556	904	1334	956	862	1083	641	host	gene-VC_RS07485
gene-VC_RS07350	1281	1734	1474	2013	2224	2001	2683	3214	2124	host	gene-VC_RS07350
gene-VC_RS06015	124	146	166	119	136	108	86	135	79	host	gene-VC_RS06015
gene-VC_RS00275	15811	18369	14295	7338	10834	7356	6670	8038	4198	host	gene-VC_RS00275
gene-VC_RS08695	27	47	60	41	91	56	44	77	25	host	gene-VC_RS08695
gene-VC_RS06855	242	321	274	253	364	293	387	464	328	host	gene-VC_RS06855
gene-VC_RS02480	384	581	512	607	807	2221	562	684	387	host	gene-VC_RS02480
gene-VC_RS10875	728	983	893	1426	1430	1055	602	687	364	host	gene-VC_RS10875
gene-VC_RS11185	974	1392	1157	1017	1272	975	1402	1641	1115	host	recD
gene-VC_RS11095	1396	1873	1643	1899	2476	2126	1748	2088	1327	host	gene-VC_RS11095
gene-VC_RS13340	212	328	268	276	329	296	471	503	274	host	fadB
gene-VC_RS16130	62	76	69	86	150	87	157	166	109	host	gene-VC_RS16130
gene-VC_RS00995	131	222	192	117	186	103	123	143	71	host	fhuB
gene-VC_RS06170	1161	1781	1471	1939	2580	1960	2260	2790	1788	host	gene-VC_RS06170
gene-VC_RS01180	3891	6280	4735	4673	6191	4810	3905	7362	3150	host	gene-VC_RS01180
gene-VC_RS02625	111	149	186	121	112	129	273	272	131	host	gene-VC_RS02625
gene-VC_RS05485	145	203	240	216	252	274	431	414	458	host	gene-VC_RS05485
gene-VC_RS04165	452	662	572	346	581	448	501	563	332	host	tcpF
gene-VC_RS07810	190	267	217	313	344	265	857	943	614	host	pilW
gene-VC_RS11845	332	493	447	443	590	453	524	597	406	host	recO
gene-VC_RS17200	408	537	477	528	710	536	742	856	523	host	gene-VC_RS17200
gene-VC_RS17345	590	804	683	998	1219	993	861	982	695	host	gene-VC_RS17345
gene-VC_RS12785	1076	1880	1397	1187	2093	1530	1208	1444	916	host	gene-VC_RS12785
gene-VC_RS17205	785	1090	1068	1837	2138	1727	2700	3065	2084	host	gene-VC_RS17205
gene-VC_RS05020	2795	3202	2999	3946	3957	3199	1506	1699	1204	host	gene-VC_RS05020
gene-VC_RS12985	168	220	184	193	248	215	205	243	135	host	gene-VC_RS12985
gene-VC_RS09105	774	1278	938	975	1369	1087	1215	1303	849	host	gene-VC_RS09105
gene-VC_RS03660	880	1303	1208	1037	1251	1104	1150	1259	857	host	gene-VC_RS03660_gene_pstA
gene-VC_RS16050	626	1027	809	840	1024	787	965	1213	821	host	gene-VC_RS16050
gene-VC_RS02655	993	1485	1253	1420	2009	1494	2329	2175	1262	host	gene-VC_RS02655
gene-VC_RS09255	1058	2115	1471	754	1433	881	410	535	292	host	gene-VC_RS09255
gene-VC_RS08310	584	895	834	695	857	674	819	963	628	host	cmoM
gene-VC_RS10310	1012	1454	1252	1373	1486	1232	990	1186	745	host	gene-VC_RS10310
gene-VC_RS13360	3567	5680	4724	4370	6623	4775	3617	4405	2501	host	glmU
gene-VC_RS08135	685	1116	917	566	806	584	536	584	387	host	gene-VC_RS08135
gene-VC_RS09300	42	71	60	51	68	73	108	108	71	host	gene-VC_RS09300
gene-VC_RS00130	2562	4233	3180	1669	2349	1656	1080	1432	813	host	ilvE
gene-VC_RS15270	156	232	169	133	260	197	221	236	140	host	gene-VC_RS15270
gene-VC_RS16990	480	666	597	537	687	530	622	710	510	host	gene-VC_RS16990
gene-VC_RS03240	1266	1216	982	757	1021	759	223	246	153	host	gene-VC_RS03240
gene-VC_RS04085	304	344	259	223	356	313	723	494	304	host	gene-VC_RS04085
gene-VC_RS05595	4142	6080	5087	3945	10371	3924	5372	3743	2328	host	gene-VC_RS05595
gene-VC_RS17795	258	399	358	348	491	374	317	389	271	host	gene-VC_RS17795
gene-VC_RS09790	199	272	254	350	389	352	486	523	413	host	gene-VC_RS09790
gene-VC_RS00805	2439	3088	2717	2702	3593	2390	1435	1638	948	host	gene-VC_RS00805
gene-VC_RS16350	59	85	66	62	76	78	137	139	97	host	gene-VC_RS16350
gene-VC_RS18370	302	489	416	319	483	323	366	371	273	host	gene-VC_RS18370
gene-VC_RS10260	1098	1461	1313	910	1278	979	549	647	429	host	fliG
gene-VC_RS04010	49	64	44	61	73	57	87	89	57	host	gene-VC_RS04010
gene-VC_RS01875	142	193	178	289	303	307	297	368	251	host	gene-VC_RS01875
gene-VC_RS03360	3407	7138	4338	4514	5482	4140	4666	15073	3714	host	prfB
gene-VC_RS03220	6382	9347	7593	6049	8218	5928	5258	13426	4130	host	ftsH
gene-VC_RS14470	290	444	387	353	458	357	491	560	329	host	gene-VC_RS14470
gene-VC_RS11550	5990	8523	6827	6814	9506	6995	11784	9566	6634	host	ftsA
gene-VC_RS01915	184	219	211	161	277	166	138	214	106	host	gene-VC_RS01915
gene-VC_RS16995	576	750	710	664	620	537	757	856	575	host	artP
gene-VC_RS14655	1162	1884	1441	1634	2314	1511	1701	2149	1176	host	gene-VC_RS14655
gene-VC_RS18525	73	97	98	116	139	133	142	179	110	host	gene-VC_RS18525
gene-VC_RS02670	646	1032	884	1019	1275	977	1228	1435	1044	host	folK
gene-VC_RS02210	286	412	399	610	643	557	835	22910	1178	host	gene-VC_RS02210
gene-VC_RS07120	273	378	346	505	676	505	691	724	497	host	gene-VC_RS07120
gene-VC_RS17980	244	368	322	335	382	292	363	457	285	host	gene-VC_RS17980
gene-VPVV882_gp62	851	1004	1020	26753	29228	26385	51715	53401	35038	phage	gene-VPVV882_gp62
gene-VC_RS08720	72	109	89	97	157	110	162	157	110	host	gene-VC_RS08720
gene-VC_RS14255	279	369	343	277	431	281	275	342	196	host	gene-VC_RS14255
gene-VC_RS11515	7	7	9	6	15	20	15	10	8	host	gene-VC_RS11515
gene-VC_RS00410	610	900	763	868	1113	849	768	856	541	host	ubiE
gene-VC_RS05250	67673	63951	57102	43752	55808	33400	7252	8213	5332	host	ffs
gene-VC_RS07290	346	480	396	313	519	367	305	382	249	host	gene-VC_RS07290
gene-VC_RS17015	541	842	709	705	933	761	759	888	576	host	gene-VC_RS17015
gene-VC_RS17080	178	237	198	262	258	252	280	304	223	host	gene-VC_RS17080
gene-VC_RS16520	163	206	183	132	177	150	162	199	120	host	gene-VC_RS16520
gene-VC_RS08440	97	133	129	177	266	211	340	427	240	host	gene-VC_RS08440
gene-VC_RS01295	189	247	203	165	218	184	192	1646	144	host	gene-VC_RS01295
gene-VC_RS14300	868	1148	1035	1116	1264	1044	1117	1400	1036	host	gene-VC_RS14300
gene-VC_RS17105	288	357	350	554	560	536	1064	1155	908	host	gene-VC_RS17105
gene-VC_RS00710	696	1068	954	1173	1569	1225	1708	1953	1293	host	trmA
gene-VC_RS07670	1150	1631	1343	1423	2337	1504	1046	1441	837	host	gene-VC_RS07670
gene-VC_RS17585	1231	1804	1482	855	1560	1043	961	1349	816	host	gene-VC_RS17585
gene-VC_RS08235	124	168	155	208	256	225	291	332	198	host	yciA
gene-VC_RS03265	441	594	456	563	821	541	735	914	634	host	rbfA
gene-VC_RS14840	385	488	480	586	829	641	865	1081	680	host	gene-VC_RS14840
gene-VC_RS00380	350	610	573	393	517	388	229	272	184	host	uspA
gene-VC_RS05645	2156	3006	2753	2226	3237	2343	2793	3182	2093	host	gene-VC_RS05645
gene-VC_RS07775	233	359	310	313	415	293	132	154	85	host	gene-VC_RS07775
gene-VC_RS18120	36	56	53	87	86	67	90	93	76	host	gene-VC_RS18120
gene-VC_RS18495	364	517	466	233	323	220	94	105	62	host	gene-VC_RS18495
gene-VC_RS18085	113	145	156	221	220	225	221	292	204	host	gene-VC_RS18085
gene-VC_RS04315	942	1685	1309	1125	1923	1319	873	1019	575	host	gene-VC_RS04315
gene-VC_RS08270	371	507	499	399	559	426	672	679	463	host	gene-VC_RS08270
gene-VC_RS02770	964	1520	1254	1124	1581	1191	965	1089	752	host	gene-VC_RS02770
gene-VC_RS01755	3058	4178	3145	2820	3749	2577	2500	3104	1957	host	hflX
gene-VC_RS03395	2382	3340	2852	2912	3604	2786	2804	3754	3322	host	ptsP
gene-VC_RS11685	347	499	442	426	561	459	474	646	405	host	gene-VC_RS11685
gene-VC_RS10885	2029	3207	2639	2314	3244	2480	2705	5366	2874	host	rseP
gene-VC_RS13145	596	939	597	426	5805	462	14440	3803	275	host	gspH
gene-VC_RS00125	4895	7330	5922	3132	4373	3116	1218	1472	977	host	ilvD
gene-VC_RS15695	251	315	279	248	418	315	528	625	452	host	gene-VC_RS15695
gene-VC_RS02595	7	4	6	15	23	7	18	26	14	host	radC
gene-VC_RS07125	39	64	65	56	111	71	126	127	88	host	gene-VC_RS07125
gene-VC_RS11595	750	1253	1067	800	1225	846	1050	1103	727	host	gene-VC_RS11595
gene-VC_RS17760	290	406	380	350	359	352	392	450	303	host	gene-VC_RS17760
gene-VC_RS05490	177	248	240	196	212	212	356	295	977	host	gene-VC_RS05490
gene-VC_RS03120	42	67	66	56	74	49	79	91	48	host	gene-VC_RS03120
gene-VC_RS14105	660	1007	966	736	975	780	691	797	477	host	mbhE
gene-VC_RS02000	1453	2362	1840	1922	2806	2205	1943	2456	1587	host	galU
gene-VC_RS12975	210	309	286	417	403	334	372	478	292	host	trmL
gene-VC_RS02455	1405	1900	1597	1957	2419	2003	2821	5497	3365	host	mscS
gene-VC_RS15295	772	1073	748	419	835	550	721	877	571	host	gene-VC_RS15295
gene-VC_RS17215	126	115	170	234	270	277	417	447	297	host	gbpA
gene-VC_RS13875	148	238	190	218	314	249	271	343	189	host	gene-VC_RS13875
gene-VC_RS17285	126	185	168	228	240	174	188	235	154	host	gene-VC_RS17285
gene-VC_RS10725	230	365	302	326	396	357	290	343	180	host	gene-VC_RS10725
gene-VC_RS04150	26	38	38	34	41	33	53	68	35	host	tcpS
gene-VC_RS14865	451	708	580	585	917	663	759	911	537	host	gene-VC_RS14865
gene-VC_RS13170	845	1155	992	64494	17679	940	791	942	640	host	gspC
gene-VC_RS11495	299	322	318	195	311	252	253	366	189	host	gene-VC_RS11495
gene-VC_RS13630	314	468	434	306	391	306	272	338	204	host	gene-VC_RS13630
gene-VC_RS02835	934	1387	1331	1131	1582	1184	853	1016	615	host	gene-VC_RS02835
gene-VC_RS10955	1440	2283	1866	2708	3826	3166	3615	4393	2746	host	ribE
gene-VC_RS02150	565	795	734	1118	1325	1587	1397	1557	1046	host	gene-VC_RS02150
gene-VC_RS04605	155	207	165	139	217	174	177	200	117	host	vpsK
gene-VC_RS03225	718	1032	865	772	1128	861	691	902	565	host	folP
gene-VC_RS02020	2464	3795	2887	2060	3226	2362	1941	2478	1480	host	gene-VC_RS02020
gene-VC_RS07760	601	871	749	453	630	444	300	333	214	host	gene-VC_RS07760
gene-VC_RS09860	523	697	718	659	796	721	3485	857	683	host	gene-VC_RS09860
gene-VC_RS13920	119	176	166	133	160	122	89	97	55	host	icmH
gene-VC_RS07950	319	469	431	353	461	391	402	465	306	host	gene-VC_RS07950
gene-VC_RS00020	428	780	665	681	1068	779	1040	1398	820	host	yidD
gene-VC_RS16120	744	1041	892	765	997	677	767	915	576	host	gene-VC_RS16120
gene-VC_RS00310	2109	3300	2589	1643	2416	1584	795	941	606	host	gene-VC_RS00310
gene-VC_RS07380	284	384	292	253	353	266	277	276	192	host	mobA
gene-VC_RS00925	553	691	714	733	810	668	581	628	439	host	gene-VC_RS00925
gene-VC_RS05160	453	668	639	643	833	676	689	713	462	host	gene-VC_RS05160
gene-VC_RS07110	16	41	17	24	32	27	28	19	21	host	gene-VC_RS07110
gene-VC_RS14065	169	208	238	225	265	204	253	327	189	host	gene-VC_RS14065
gene-VC_RS15860	762	1030	912	859	1200	923	1031	1295	868	host	gene-VC_RS15860
gene-VC_RS10185	2424	3682	3095	2493	3759	2719	1965	11221	1628	host	prmB
gene-VC_RS14245	223	317	266	231	254	200	210	228	138	host	gene-VC_RS14245
gene-VC_RS18185	291	428	376	273	472	334	201	324	149	host	gene-VC_RS18185
gene-VC_RS15045	296	347	359	371	462	408	819	762	539	host	gene-VC_RS15045
gene-VC_RS14115	144	176	163	163	186	181	251	299	217	host	gene-VC_RS14115
gene-VC_RS08920	1742	2807	2373	2182	3439	2433	2300	2937	1662	host	gene-VC_RS08920
gene-VC_RS02615	2	0	1	0	1	0	1	1	0	host	gene-VC_RS02615
gene-VC_RS18405	156	236	192	258	352	252	446	498	321	host	gene-VC_RS18405
gene-VC_RS16635	89	121	109	104	150	86	95	85	77	host	gene-VC_RS16635
gene-VC_RS07090	656	825	699	705	985	788	1098	1192	773	host	gene-VC_RS07090_gene_rstR
gene-VC_RS13700	63	57	72	80	109	99	108	113	84	host	gene-VC_RS13700
gene-VC_RS12450	3514	6194	4320	11677	5101	3026	114791	2835	1779	host	rpsH
gene-VPVV882_gp60	482	556	630	38688	38356	33933	38867	46302	29715	phage	gene-VPVV882_gp60
gene-VC_RS03560	1452	1375	1254	991	1558	1101	762	991	615	host	gene-VC_RS03560
gene-VC_RS07390	403	471	461	749	728	681	1166	1241	907	host	gene-VC_RS07390
gene-VC_RS11330	460	710	558	654	819	667	715	808	463	host	gene-VC_RS11330
gene-VC_RS16250	104	138	131	145	212	136	141	151	106	host	gene-VC_RS16250
gene-VC_RS16295	43	49	33	52	57	51	86	120	64	host	gene-VC_RS16295
gene-VC_RS02895	4315	6040	5259	5264	6472	5344	5718	12498	4168	host	degS
gene-VC_RS17865	341	397	409	439	485	406	475	579	371	host	gene-VC_RS17865
gene-VC_RS18510	597	908	778	793	962	743	523	797	473	host	gene-VC_RS18510
gene-VC_RS11450	467	739	587	609	747	550	256	357	199	host	gene-VC_RS11450
gene-VC_RS15370	350	415	410	400	577	467	957	1074	800	host	gene-VC_RS15370
gene-VC_RS14615	426	601	521	563	599	500	609	763	475	host	gene-VC_RS14615
gene-VC_RS03480	503	693	573	483	631	560	3530	774	549	host	gene-VC_RS03480_gene_murQ
gene-VC_RS16885	355	541	446	364	520	416	386	423	269	host	traF
gene-VC_RS17300	507	630	622	640	663	599	1070	1134	914	host	gene-VC_RS17300
gene-VC_RS13015	788	1226	1058	1054	1332	998	983	1095	713	host	gene-VC_RS13015
gene-VC_RS16715	138	204	174	215	263	196	294	297	169	host	gene-VC_RS16715
gene-VC_RS15925	368	553	521	577	807	578	771	894	682	host	gene-VC_RS15925
gene-VC_RS17655	584	914	696	1086	1358	1058	727	892	577	host	hutX
gene-VC_RS06880	672	909	964	2169	1944	1937	5896	6369	4626	host	gene-VC_RS06880
gene-VC_RS01610	22415	27577	22089	21703	22141	17699	46106	42496	31179	host	rplL
gene-VC_RS08245	227	330	303	262	364	294	226	220	167	host	gene-VC_RS08245
gene-VC_RS04470	622	1090	829	976	1312	920	714	855	551	host	syd
gene-VC_RS09040	497	779	593	310	483	381	167	251	144	host	gene-VC_RS09040
gene-VC_RS03620	1337	1914	1695	2487	2544	2215	3585	4773	3458	host	yegQ
gene-VC_RS12900	1041	1599	1450	1554	3273	1504	1677	1755	25051	host	priA
gene-VC_RS05150	726	1098	937	731	925	650	835	931	685	host	fadJ
gene-VC_RS07100	49	66	50	55	93	69	119	149	98	host	gene-VC_RS07100
gene-VC_RS06540	127	163	152	159	199	163	144	149	110	host	hppD
gene-VC_RS09205	1680	2447	2175	1928	2620	2037	1833	2190	1421	host	gene-VC_RS09205
gene-VC_RS10145	1240	1975	1690	1583	2302	1809	3149	2300	1436	host	gene-VC_RS10145
gene-VC_RS16280	20	31	30	28	37	39	66	58	41	host	gene-VC_RS16280
gene-VC_RS08905	611	811	823	1139	1358	1143	1251	1378	933	host	ruvA
gene-VC_RS12690	42	59	65	90	123	110	118	155	90	host	gene-VC_RS12690
