Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	Entity	Symbol
gene-PA4182	9	13	2	5	1	3	host	gene-PA4182
gene-PA2680	2	4	1	4	1	6	host	gene-PA2680
gene-PA1870	0	2	0	2	0	0	host	gene-PA1870
gene-PA1945	10	4	0	1	2	3	host	gene-PA1945
gene-PA3271	31	25	5	28	5	16	host	gene-PA3271
gene-PA4661	21	24	11	10	6	6	host	pagL
gene-PA4014	5	4	2	1	1	3	host	gene-PA4014
gene-PA3089	6	7	1	9	0	6	host	gene-PA3089
gene-PA1588	146	117	35	40	11	18	host	sucC
gene-PA1786	3	3	1	7	0	0	host	gene-PA1786
gene-PA4742	38	34	7	9	2	3	host	truB
gene-PA3217	15	11	5	8	2	13	host	cyaB
gene-PA2675	1	0	0	5	1	1	host	gene-PA2675
gene-PA1751	2	3	1	1	2	3	host	gene-PA1751
gene-PA2705	9	5	0	4	4	9	host	gene-PA2705
gene-PA4869	13	18	6	16	2	4	host	gene-PA4869
gene-PA4598	30	18	5	15	4	22	host	mexD
gene-PA5233	9	13	1	4	0	3	host	gene-PA5233
gene-PA3044	12	12	1	13	2	5	host	gene-PA3044
gene-PA1494	10	12	3	5	2	9	host	gene-PA1494
gene-PA1102	40	45	8	7	5	2130	host	fliG
gene-PA2021	0	3	0	0	1	2	host	gene-PA2021
gene-PHIKZ058	37	24	91	57	6	57	phage	gene-PHIKZ058
gene-PA1999	6	11	3	4	0	4	host	dhcA
gene-PA5458	11	19	2	8	1	16	host	gene-PA5458
gene-PA3506	8	7	2	6	2	8	host	gene-PA3506
gene-PA3419	9	5	1	5	1	6	host	gene-PA3419
gene-PA5191	6	6	4	4	1	3	host	gene-PA5191
gene-PA3268	14	12	6	9	2	9	host	gene-PA3268
gene-PA1468	3	0	1	1	2	3	host	gene-PA1468
gene-PA2511	6	6	2	4	2	5	host	gene-PA2511
gene-PA3402	12	6	4	5	1	2	host	gene-PA3402
gene-PA4637a	7	3	2	3	1	0	host	gene-PA4637a
gene-PA3152	23	26	7	8	0	5	host	hisH2
gene-PA4955	18	18	8	14	3	22	host	gene-PA4955
gene-PA0495	9	9	3	8	1	9	host	gene-PA0495
gene-PA0141	17	14	7	12	0	11	host	gene-PA0141
gene-PA3119	6	2	0	5	0	2	host	gene-PA3119
gene-PA0821	16	14	5	8	1	7	host	gene-PA0821
gene-PA3685	16	12	8	15	1	4	host	gene-PA3685
gene-PA0663	9	10	1	6	1	4	host	gene-PA0663
gene-PA4725	31	40	9	14	4	17	host	cbrA
gene-PHIKZ264	139	135	400	206	43	152	phage	gene-PHIKZ264
gene-PA1875	3	5	1	7	1	8	host	gene-PA1875
gene-PA2141	5	1	1	1	0	1	host	gene-PA2141
gene-PA3313	12	15	6	10	0	8	host	gene-PA3313
gene-PA5522	10	6	4	7	3	12	host	gene-PA5522
gene-PA0830	5	10	3	398	0	26	host	gene-PA0830
gene-PA5324	12	7	4	6	4	11	host	gene-PA5324
gene-PHIKZ053	34	28	116	79	15	54	phage	gene-PHIKZ053
gene-PA4499	15	17	8	7	4	9	host	gene-PA4499
gene-PA3831	25	24	11	15	9	7	host	pepA
gene-PA3269	9	3	5	7	1	8	host	gene-PA3269
gene-PA0634	5	7	1	2	0	3	host	gene-PA0634
gene-PA0713	1	4	0	2	1	1	host	gene-PA0713
gene-PA4130	38	34	9	12	5	19	host	gene-PA4130
gene-PA5153	10	5	3	4	2	8	host	gene-PA5153
gene-PA5381	3	1	4	2	1	0	host	gene-PA5381
gene-PA4037	15	10	3	5	1	8	host	gene-PA4037
gene-PA1926	24	14	4	10	1	9	host	gene-PA1926
gene-PA1635	2	2	0	4	0	3	host	kdpC
gene-PHIKZ281	155	111	234	97	13	91	phage	gene-PHIKZ281
gene-PA5448	13	5	4	13	3	13	host	wbpY
gene-PA1694	12	7	3	5	1	3	host	pscQ
gene-PA4791	5	1	1	2	2	2	host	gene-PA4791
gene-PA0816	9	1	3	3	1	0	host	gene-PA0816
gene-PA0611	16	10	2	6	0	6	host	prtR
gene-PA3874	15	11	1	7	3	12	host	narH
gene-PA4415	36	20	3	12	2	3	host	mraY
gene-PA1271	43	28	6	19	4	9	host	gene-PA1271
gene-PA5412	28	26	6	13	4	9	host	gene-PA5412
gene-PA0657	13	15	3	2	3	4	host	gene-PA0657
gene-PA2968	59	39	12	8	0	6	host	fabD
gene-PA3194	50	33	20	15	11	15	host	edd
gene-PA2515	6	5	1	2	0	1	host	xylL
gene-PA0461	25	19	8	9	2	16	host	gene-PA0461
gene-PA1224	9	7	7	5	0	4	host	gene-PA1224
gene-PA1072	9	10	6	5	5	229	host	braE
gene-PA0876	9	11	1	7	0	5	host	gene-PA0876
gene-PA5513	9	9	7	3	3	10	host	poxA
gene-PA5469	3	4	1	9	3	7	host	gene-PA5469
gene-PA4512	15	13	1	12	0	7	host	lpxO1
gene-PA1980	1	2	2	2	0	4	host	eraR
gene-PA1031	18	16	9	10	4	5	host	gene-PA1031
gene-PA3236	8	8	1	4	3	8	host	gene-PA3236
gene-PA5321	18	6	5	4	2	2	host	dut
gene-PA1112.1	33	32	15	15	3	11	host	gene-PA1112.1
gene-PA4133	37	35	17	13	2	13	host	gene-PA4133
gene-PA0045	10	11	3	5	3	8	host	gene-PA0045
gene-PA1706	20	23	2	7	3	3	host	pcrV
gene-PA0078	7	9	4	8	6	10	host	gene-PA0078
gene-PA1228	10	7	2	4	0	3	host	gene-PA1228
gene-PA1659	0	0	0	1	0	1	host	gene-PA1659
gene-PA4690	14	16	8	2	2	9	host	gene-PA4690
gene-PA4119	19	15	5	9	2	6	host	aph
gene-PA0381	35	22	10	12	0	12	host	thiG
gene-PA0939	2	0	0	3	0	1	host	gene-PA0939
gene-PA1343	12	5	8	5	0	8	host	gene-PA1343
gene-PA1914	10	6	2	11	0	5	host	gene-PA1914
gene-PA3544	13	12	2	6	1	13	host	algE
gene-PHIKZ151	3	3	76	65	8	86	phage	gene-PHIKZ151
gene-PA1707	24	24	4	9	0	5	host	pcrH
gene-PA5147	25	17	2	6	1	7	host	mutY
gene-PA0767	68	70	24	41	7	772	host	lepA
gene-PA3762	6	6	5	1	0	1	host	gene-PA3762
gene-PA2953	41	33	30	21	7	15	host	gene-PA2953
gene-PA1005	14	14	5	4	4	7	host	gene-PA1005
gene-PA2546	2	1	2	2	2	1	host	gene-PA2546
gene-PA2886	8	6	1	9	3	9	host	atuA
gene-PA2603.1	2021	1452	796	544	123	176	host	gene-PA2603.1
gene-PA1727	19	16	3	5	3	6	host	mucR
gene-PA0372	29	27	12	19	10	23	host	gene-PA0372
gene-PA2031	4	1	1	1	0	0	host	gene-PA2031
gene-PA1163	27	29	3	16	2	12	host	ndvB
gene-PA3515	6	9	1	3	0	6	host	gene-PA3515
gene-PA0204	18	10	4	9	0	12	host	gene-PA0204
gene-PA5222	8	4	3	5	2	3	host	gene-PA5222
gene-PA0090	34	31	12	32	7	21	host	clpV1
gene-PA1061	5	5	0	4	0	52	host	gene-PA1061
gene-PA4288	7	10	2	3	0	51	host	gene-PA4288
gene-PA4039	18	16	1570	17	3	13	host	gene-PA4039
gene-PA4580	4	9	2	3	0	116	host	gene-PA4580
gene-PA4761	102	72	49	70	29	40	host	dnaK
gene-PA4523	51	26	9	13	4	12	host	gene-PA4523
gene-PA3364	13	10	2	10	1	5	host	amiC
gene-PA4667	41	17	9	8	4	476	host	gene-PA4667
gene-PA3180	5	5	3	3	2	2	host	gene-PA3180
gene-PA1335	2	11	5	5	3	4	host	gene-PA1335
gene-PA0731	7	7	0	8	1	2	host	gene-PA0731
gene-PA4748	135	109	48	50	31	27	host	tpiA
gene-PA3789	10	4	4	6	0	4	host	gene-PA3789
gene-PA2671	5	1	2	2	2	4	host	gene-PA2671
gene-PA2185	7	5	5	5	0	5	host	katN
gene-PA5193	12	14	72	9	1	9	host	yrfI
gene-PHIKZ046	81	66	158	69	22	122	phage	gene-PHIKZ046
gene-PHIKZ299	10	7	566	207	109	214	phage	gene-PHIKZ299
gene-PA4298	2	0	0	0	0	2	host	gene-PA4298
gene-PA3927	7	4	1	6	0	67	host	gene-PA3927
gene-PA3128	6	6	2	5	0	5	host	gene-PA3128
gene-PA2453	6	17	3	6	0	1	host	gene-PA2453
gene-PA3114	8	12	1	6	0	7	host	truA
gene-PA1287	2	7	1	5	1	4	host	gene-PA1287
gene-PA4615	8	12	9	11	7	3	host	gene-PA4615
gene-PA1947	9	4	1	8	0	0	host	rbsA
gene-PA2847	4	2	2	2	0	0	host	gene-PA2847
gene-PA4241	87	70	31	24	8	15	host	rpsM
gene-PA1173	4	0	0	2	0	1	host	napB
gene-PA3160	48	41	43	16	8	22	host	wzz
gene-PA0387	14	13	6	8	3	3	host	gene-PA0387
gene-PA1576	14	11	1	6	1	8	host	gene-PA1576
gene-PA3286	32	22	10	14	2	7	host	gene-PA3286
gene-PA2978	6	7	1	2	0	0	host	ptpA
gene-PA1538	4	6	0	6	2	6	host	gene-PA1538
gene-PA4025	13	4	8	4	5	4	host	gene-PA4025
gene-PA1225	9	4	3	7	1	1	host	gene-PA1225
gene-PA2254	3	2	3	2	1	4	host	pvcA
gene-PA0728	7	7	0	3	0	3	host	gene-PA0728
gene-PA1340	8	4	3	5	0	4	host	gene-PA1340
gene-PA4906	10	6	1	7	3	3	host	gene-PA4906
gene-PA2585	11	38	5	10	3	6	host	uvrC
gene-PA4328	7	3	1	5	0	4	host	gene-PA4328
gene-PA2672	8	2	2	2	0	2	host	gene-PA2672
gene-PA4650	3	4	0	4	2	4	host	gene-PA4650
gene-PA4227	1	9	2	2	2	3	host	pchR
gene-PA2134	4	3	1	3	0	1	host	gene-PA2134
gene-PA3847	4	3	4	1	1	2	host	gene-PA3847
gene-PA4783	8	4	2	7	1	5	host	gene-PA4783
gene-PA1520	12	9	5	6	2	7	host	gene-PA1520
gene-PA1006	1	8	0	8	0	1	host	gene-PA1006
gene-PA4673.1	117	125	55	30	5	4	host	gene-PA4673.1
gene-PA2070	21	14	5	11	0	7	host	gene-PA2070
gene-PA3739	12	13	8	10	6	9	host	gene-PA3739
gene-PA2126	2	2	1	0	0	1	host	gene-PA2126
gene-PA3293	4	3	1	5	2	2	host	gene-PA3293
gene-PA3238	13	5	9	7	3	12	host	gene-PA3238
gene-PA1328	2	6	2	5	0	3	host	gene-PA1328
gene-PA2449	24	17	2	5	1	8	host	gene-PA2449
gene-PA4360a	0	4	0	2	0	1	host	gene-PA4360a
gene-PA1850	5	5	0	7	1	3	host	gene-PA1850
gene-PA1253	7	8	1	7	0	7	host	gene-PA1253
gene-PA0620	20	20	9	7	4	20	host	gene-PA0620
gene-PA3121	16	12	5	5	3	3	host	leuC
gene-PA3386	4	2	0	0	0	1	host	gene-PA3386
gene-PA0522	2	3	0	2	1	2	host	gene-PA0522
gene-PA4982	15	11	5	5	5723	11	host	gene-PA4982
gene-PA5121	23	18	9	18	4	15	host	gene-PA5121
gene-PA1079	13	14	7	16	4	1	host	flgD
gene-PA3528	18	16	4	0	2	5	host	rnt
gene-PA3151	31	23	9	5	1	3	host	hisF2
gene-PA0833	15	7	7	8	6	7	host	gene-PA0833
gene-PA4970	11	6	2	3	4	3	host	gene-PA4970
gene-PA4306	4	5	0	3	0	4	host	flp
gene-PA2014	18	12	4	8	4	5	host	liuB
gene-PA1090	9	3	1	4	0	5	host	gene-PA1090
gene-PA1911	2	2	1	3	0	4	host	femR
gene-PA2732	57	50	12	30	3	19	host	gene-PA2732
gene-PA5320	32	32	8	9	5	19	host	coaC
gene-PA2114	23	25	10	15	5	11	host	gene-PA2114
gene-PA2168	7	3	1	5	3	2	host	gene-PA2168
gene-PA1240	5	4	2	3	0	5	host	gene-PA1240
gene-PHIKZ_p78	23	27	44	33	1	88	phage	gene-PHIKZ_p78
gene-PA5119	48	42	16	15	11	24	host	glnA
gene-PA4421	44	24	10	16	6	6	host	gene-PA4421
gene-PA5281	7	6	3	6	2	4	host	gene-PA5281
gene-PA0783	16	25	7	15	6	17	host	putP
gene-PA0570	1	1	0	4	0	3	host	gene-PA0570
gene-PA1585	126	97	29	30	13	25	host	sucA
gene-PA4152	23	11	2	4	1	7	host	gene-PA4152
gene-PA3024	7	4	7	7	1	4	host	gene-PA3024
gene-PA1619	3	6	1	3	0	1	host	gene-PA1619
gene-PA3124	7	8	0	4	1	4	host	gene-PA3124
gene-PA5212	8	6	9	7	12	12	host	gene-PA5212
gene-PA5039	36	29	9	14	5	9	host	aroK
gene-PA5202	7	3	2	2	2	4	host	gene-PA5202
gene-PA1197	4	10	5	3	2	2	host	gene-PA1197
gene-PA2322	15	8	3	5	2	14	host	gene-PA2322
gene-PHIKZ005	59	34	23	14	4	70	phage	gene-PHIKZ005
gene-PA1014	16	12	10	5	1	9	host	gene-PA1014
gene-PA4993	4	3	0	4	4	0	host	gene-PA4993
gene-PA1316	8	12	6	9	1	13	host	gene-PA1316
gene-PA5318	3	4	0	3	3	3	host	gene-PA5318
gene-PA4113	18	11	2	11	1	8	host	gene-PA4113
gene-PA3592	10	6	2	5	3	5	host	gene-PA3592
gene-PA3366.1	51	38	14	19	0	4	host	amiL
gene-PA4631	17	17	8	5	3	8	host	gene-PA4631
gene-PA3627	30	16	7	8	1	1	host	ygbB
gene-PA0961	24	19	12	11	5	6	host	gene-PA0961
gene-PA3094	3	6	5	9	1	3	host	gene-PA3094
gene-PA0411	61	60	21	32	6	21	host	pilJ
gene-PA2973	23	21	4	6	4	10	host	gene-PA2973
gene-PA5251	9	7	2	5	2	6	host	gene-PA5251
gene-PA5118	64	64	33	41	161	25	host	thiI
gene-PA4342	8	5	1	333	1	9	host	gene-PA4342
gene-PA0525	12	4	1	6	1	12	host	gene-PA0525
gene-PA0122	11	12	3	6	2	7	host	gene-PA0122
gene-PA0857	9	3	3	4	2	0	host	bolA
gene-PA2433	3	3	1	1	0	4	host	gene-PA2433
gene-PA3619	8	8	5	10	1	8	host	gene-PA3619
gene-PA1793	52	35	9	10	3	6	host	ppiB
gene-PA3012	8	1	4	3	1	3	host	gene-PA3012
gene-PA4451.1	1	3	1	2	1	0	host	gene-PA4451.1
gene-PA0242	20	11	8	11	4	14	host	gene-PA0242
gene-PA4426	15	8	2	8	3	6	host	gene-PA4426
gene-PA0784	6	5	1	5	0	4	host	gene-PA0784
gene-PA4683	8	6	3	2	1	6	host	gene-PA4683
gene-PA5315	186	164	82	61	15	24	host	rpmG
gene-PA1329	1	0	0	2	0	0	host	gene-PA1329
gene-PA3524	29	16	13	9	3	6	host	gloA1
gene-PA4811	19	14	7	13	1	9	host	fdnH
gene-PA0856	14	7	10	3	2	6	host	gene-PA0856
gene-PA3961	20	22	7	23	8	15	host	gene-PA3961
gene-PA1023	5	4	2	1	1	3	host	gene-PA1023
gene-PA4458	23	11	3	9	3	6	host	gene-PA4458
gene-PA0719	6	1	3	1	2	4	host	gene-PA0719
gene-PA0769	11	14	4	7	1	5	host	gene-PA0769
gene-PA2473	5	4	1	4	0	1	host	gene-PA2473
gene-PA3019	38	26	11	16	5	22	host	gene-PA3019
gene-PA3058	11	12	5	12	1	8	host	pelG
gene-PA4632	16	9	2	9	1	5	host	gene-PA4632
gene-PA4325	15	6	4	2	0	3	host	gene-PA4325
gene-PA5337	65	47	37	24	7	4	host	rpoZ
gene-PA0419	14	11	5	14	0	7	host	gene-PA0419
gene-PA5149	13	10	4	9	4	6	host	gene-PA5149
gene-PA3505	2	2	2	1	0	2	host	gene-PA3505
gene-PA0163	21	13	4	8	1	4	host	gene-PA0163
gene-PA3259	4	2	0	0	1	1	host	gene-PA3259
gene-PA4291	15	10	3	9	2	3	host	gene-PA4291
gene-PHIKZ008	169	180	89	43	9	66	phage	gene-PHIKZ008
gene-PA4464	15	15	5	9	2	9	host	ptsN
gene-PA2780	3	2	1	7	0	3	host	gene-PA2780
gene-PA3237	2	3	0	1	0	3	host	gene-PA3237
gene-PA3965	10	12	5	5	3	8	host	gene-PA3965
gene-PA2103	14	9	3	4	0	8	host	gene-PA2103
gene-PA0680	1	3	0	0	0	1	host	gene-PA0680
gene-PA5201	82	49	26	34	11	18	host	gene-PA5201
gene-PA1962	4	4	1	2	0	1	host	azoR2
gene-PA3646	46	35	7	11	7	5	host	lpxD
gene-PA3668	0	4	2	1	3	2	host	gene-PA3668
gene-PA3605	10	8	3	9	0	4	host	gene-PA3605
gene-PA3701	62	61	23	31	8	8	host	prfB
gene-PA0795	9	7	1	10	2	8	host	prpC
gene-PA4673	27	30	7	9	3	5	host	gene-PA4673
gene-PA2415	1	5	1	1	0	3	host	gene-PA2415
gene-PA3944	1	6	0	1	0	2	host	gene-PA3944
gene-PA2828	19	14	8	9	1	10	host	gene-PA2828
gene-PA1975	7	5	1	6	0	5	host	gene-PA1975
gene-PA2325	7	5	1	7	2	7	host	gene-PA2325
gene-PA1539	7	5	1	5	0	1	host	gene-PA1539
gene-PA5246	4	6	1	6	0	3	host	gene-PA5246
gene-PA0427	36	29	13	17	12	18	host	oprM
gene-PA1652	7	2	3	5	3	4	host	gene-PA1652
gene-PA1151	23	22	12	13	2	3	host	imm2
gene-PHIKZ136	3	5	307	163	336	707	phage	gene-PHIKZ136
gene-PA3913	7	3	4	5	1	6	host	gene-PA3913
gene-PA4287	8	5	3	5	2	7	host	gene-PA4287
gene-PA3523	7	13	1	2	1	4	host	gene-PA3523
gene-PA1754	19	17	4	14	2	5	host	cysB
gene-PA1310	5	8	2	7	1	6	host	phnW
gene-PA3943	25	14	9	15	3	7	host	gene-PA3943
gene-PA1748	6	7	1	3	0	3	host	gene-PA1748
gene-PA4919	16	15	5	9	9	7	host	pncB1
gene-PA0574.1	21	15	6	11	0	3	host	gene-PA0574.1
gene-PA1769	17	18	10	10	7	7	host	gene-PA1769
gene-PA0924	14	14	8	10	3	8	host	gene-PA0924
gene-PA5383	14	9	1	11	0	15	host	gene-PA5383
gene-PA0458	18	9	3	17	2	12	host	gene-PA0458
gene-PA1303	6	6	1	2	0	3	host	gene-PA1303
gene-PA2959	22	13	4	5	3	6	host	gene-PA2959
gene-PA3045	4	4	2	5	0	2	host	gene-PA3045
gene-PHIKZ062	0	2	192	128	33	220	phage	gene-PHIKZ062
gene-PA0307	9	8	4	2	0	5	host	gene-PA0307
gene-PA3764	26	25	7	18	0	11	host	gene-PA3764
gene-PA2394	10	9	3	6	2	3	host	pvdN
gene-PA4249	217	176	130	83	35	48	host	rpsH
gene-PA0394	13	15	8	13	8	9	host	gene-PA0394
gene-PA3106	13	13	2	5	2	3	host	gene-PA3106
gene-PA4314	13	9	9	13	5	9	host	purU1
gene-PA1755	5	5	7	3	2	0	host	gene-PA1755
gene-PA3835	3	2	2	2	0	4	host	gene-PA3835
gene-PA4874	10	5	1	6	2	2	host	gene-PA4874
gene-PA0222	17	11	2	8	0	12	host	gene-PA0222
gene-PA5406	18	16	11	4	0	4	host	gene-PA5406
gene-PA1591	11	8	2	4	0	5	host	gene-PA1591
gene-PA5398	29	25	3	22	5	20	host	dgcA
gene-PA2920	10	13	0	8	8	8	host	gene-PA2920
gene-PA2291	12	6	7	4	2	8	host	gene-PA2291
gene-PA3547	12	4	2	8	0	7	host	algL
gene-PA3778	7	10	3	5	3	4	host	gene-PA3778
gene-PA4521	7	6	2	5	1	7	host	gene-PA4521
gene-PA0480	1	5	0	4	0	7	host	gene-PA0480
gene-PA3068	88	62	15	36	17	38	host	gdhB
gene-PA4608	6	4	1	1	0	4	host	gene-PA4608
gene-PA1650	3	2	1	5	1	2	host	gene-PA1650
gene-PA4961	46	30	9	22	4	8	host	gene-PA4961
gene-PA0567	2	1	3	3	0	4	host	gene-PA0567
gene-PA2067	8	3	2	3	0	2	host	gene-PA2067
gene-PA1952	6	1	0	5	1	2	host	gene-PA1952
gene-PA0011	21	14	10	5	1	12	host	gene-PA0011
gene-PA0217	10	10	9	16	1	9	host	gene-PA0217
gene-PA0895	32	29	22	20	13	14	host	aruC
gene-PA1354	2	3	1	2	0	1	host	gene-PA1354
gene-PA4690.3	203	145	55	37	9	12	host	gene-PA4690.3
gene-PA3112	47	33	13	13	4	7	host	accD
gene-PA2950	53	37	6	21	9	9	host	gene-PA2950
gene-PA2816	2	3	0	3	0	2	host	gene-PA2816
gene-PA4235	13	8	5	10	2	2	host	bfrA
gene-PA0454	34	24	11	31	5	15	host	gene-PA0454
gene-PA1254	6	11	1	3	2	5	host	gene-PA1254
gene-PA5474	20	17	11	20	2	15	host	gene-PA5474
gene-PA2825	6	3	1	2	0	1	host	ospR
gene-PA1008	15	14	4	5	1	1	host	bcp
gene-PA2601	1	3	1	5	1	1	host	gene-PA2601
gene-PA1424	6	4	1	4	0	5	host	gene-PA1424
gene-PA2583	35	16	7	15	5	13	host	gene-PA2583
gene-PA5131	44	20	17	22	8	13	host	pgm
gene-PA3431	10	8	6	4	0	4	host	gene-PA3431
gene-PA5436	16	11	8	13	4	8	host	gene-PA5436
gene-PA0804	7	3	1	7	1	2	host	gene-PA0804
gene-PA1041	10	8	4	6	2	1	host	gene-PA1041
gene-PA0905.1	4431	3545	607	689	161	101	host	gene-PA0905.1
gene-PA1888	17	14	1	16	1	5	host	gene-PA1888
gene-PA1442	17	11	2	3	0	4	host	gene-PA1442
gene-PA0638	7	6	1	1	0	3	host	gene-PA0638
gene-PA4997	37	41	11	22	235	16	host	msbA
gene-PA0595	159	105	43	56	29	41	host	ostA
gene-PA0478	3	7	2	7	1	2	host	gene-PA0478
gene-PA4897	34	40	13	28	5	20	host	gene-PA4897
gene-PA2719	3	0	1	3	0	2	host	gene-PA2719
gene-PA3028	13	11	2	4	3	4	host	moeA2
gene-PA1334	11	4	0	4	2	4	host	gene-PA1334
gene-PA0137	12	11	2	10	3	12	host	gene-PA0137
gene-PA4307	26	13	9	11	1	22	host	pctC
gene-PA0477	11	8	3	14	3	12	host	gene-PA0477
gene-PA2112	4	1	3	1	0	0	host	gene-PA2112
gene-PA3241	14	13	3	5	1	8	host	gene-PA3241
gene-PA0823	4	3	3	4	0	3	host	gene-PA0823
gene-PA2447	1	7	0	1	0	2	host	gene-PA2447
gene-PA1665	1	4	1	2	0	9	host	gene-PA1665
gene-PA4918	18	6	3	17	6	7	host	gene-PA4918
gene-PA0424	5	19	5	9	3	4	host	mexR
gene-PA0033	5	4	1	1	2	2	host	gene-PA0033
gene-PA2152	24	19	13	15	9	20	host	gene-PA2152
gene-PA4700	46	39	14	16	12	12	host	mrcB
gene-PA5547	9	10	4	6	3	4	host	gene-PA5547
gene-PA4200	5	9	2	6	2	8	host	gene-PA4200
gene-PA3366	24	20	9	11	5	12	host	amiE
gene-PA2125	11	2	1	4	1	3	host	gene-PA2125
gene-PA3973	6	5	4	3	0	2	host	gene-PA3973
gene-PA2701	6	2	0	6	0	6	host	gene-PA2701
gene-PA1605	7	7	2	6	3	5	host	gene-PA1605
gene-PA0026	14	17	2	12	3	13	host	plcB
gene-PA2075	5	12	0	13	2	2	host	gene-PA2075
gene-PA4479	11	7	5	5	0	6	host	mreD
gene-PA3607	16	8	5	6	2	5	host	potA
gene-PA2808	1	1	0	2	0	1	host	ptrA
gene-PA0736	19	5	3	4	2	10	host	gene-PA0736
gene-PA0007	12	16	8	11	2	7	host	gene-PA0007
gene-PA4968	28	20	12	19	4	9	host	gene-PA4968
gene-PA1865	16	13	6	8	3	8	host	gene-PA1865
gene-PA5435	21	15	6	20	8	27	host	gene-PA5435
gene-PA5298	31	16	7	14	2	5	host	gene-PA5298
gene-PA5257	28	21	1	5	5	9	host	gene-PA5257
gene-PA4397	10	4	1	7	0	3	host	panE
gene-PA5221	22	19	5	10	2	9	host	gene-PA5221
gene-PA3298	4	2	1	0	0	1	host	gene-PA3298
gene-PA3273	2	2	1	0	0	2	host	gene-PA3273
gene-PA3774	2	4	1	3	0	3	host	gene-PA3774
gene-PA1112b	30	30	14	13	1	10	host	gene-PA1112b
gene-PA2220	9	8	1	3	0	2	host	gene-PA2220
gene-PHIKZ224	44	31	222	108	30	212	phage	gene-PHIKZ224
gene-PA2595	1	3	0	2	0	6	host	gene-PA2595
gene-PA4341	12	4	1	8	0	3	host	gene-PA4341
gene-PHIKZ_p58	27	20	43	28	10	34	phage	gene-PHIKZ_p58
gene-PA1649	3	4	0	5	1	0	host	gene-PA1649
gene-PA4967	42	34	9	20	0	13	host	parE
gene-PA4827	9	10	3	6	1	4	host	gene-PA4827
gene-PA3378	11	7	4	4	0	7	host	gene-PA3378
gene-PA5146	33	767	18	26	10	101	host	gene-PA5146
gene-PA4659	2	1	2	8	1	7	host	gene-PA4659
gene-PA4247	113	90	45	35	16	23	host	rplR
gene-PA0450	12	19	4	19	4	12	host	gene-PA0450
gene-PA3428	2	1	1	0	1	1	host	gene-PA3428
gene-PA1491	6	13	4	4	2	2	host	gene-PA1491
gene-PA4490	9	5	1	7	0	3	host	gene-PA4490
gene-PA2867	15	10	9	9	8	12	host	gene-PA2867
gene-PA4480	19	14	3	8	5	8	host	mreC
gene-PA0667	56	43	15	18	3	19	host	gene-PA0667
gene-PA2491	13	15	5	9	2	7	host	gene-PA2491
gene-PA4516	6	3	0	3	0	18	host	gene-PA4516
gene-PA1019	7	6	3	3	5	5	host	mucK
gene-PA0799	22	20	7	12	2	11	host	gene-PA0799
gene-PA4816	10	15	3	8	0	11	host	gene-PA4816
gene-PA4891	6	6	0	5	2	5	host	ureE
gene-PA5559	70	63	13	16	6	7	host	atpE
gene-PHIKZ155	22	25	1666	884	606	1349	phage	gene-PHIKZ155
gene-PA0917	38	17	2	9	0	10	host	kup
gene-PA1531	10	7	1	4	2	4	host	gene-PA1531
gene-PA3571	9	7	5	6	1	5	host	mmsR
gene-PA1473	2	0	0	1	0	0	host	gene-PA1473
gene-PA0267	13	17	1	12	2	10	host	gene-PA0267
gene-PA3703	7	10	4	4	0	5	host	wspF
gene-PA1877	10	11	5	12	1	6	host	gene-PA1877
gene-PA4554	36	31	12	24	10	21	host	pilY1
gene-PA5498	13	7	2	3	1	11	host	gene-PA5498
gene-PHIKZ_p87	8	5	233	116	44	102	phage	gene-PHIKZ_p87
gene-PA1984	13	10	5	15	1	8	host	exaC
gene-PA2243	12	11	1	8	1	5	host	pslM
gene-PA3995	6	8	1	5	0	4	host	gene-PA3995
gene-PA2769	3	6	1	1	1	0	host	gene-PA2769
gene-PA5249	5	7	2	0	5	6	host	gene-PA5249
gene-PA3655	133	101	43	31	4	13	host	tsf
gene-PA0180	25	14	6	12	1	15	host	cttP
gene-PA3821	57	44	12	16	3	13	host	secD
gene-PA1832	13	9	5	6	3	5	host	gene-PA1832
gene-PA0049	30	17	2	10	2	13	host	gene-PA0049
gene-PA5105	6	6	2	5	1	5	host	hutC
gene-PA2104	16	16	4	9	0	6	host	gene-PA2104
gene-PA2222	6	3	1	2	0	0	host	gene-PA2222
gene-PA1046	25	12	3	62	4	18	host	gene-PA1046
gene-PA2034	3	1	0	4	0	0	host	gene-PA2034
gene-PA3679	11	6	5	7	6	6	host	gene-PA3679
gene-PA2349	12	5	2	6	1	3	host	gene-PA2349
gene-PA0914	2	1	0	2	0	3	host	gene-PA0914
gene-PA1300	1	2	1	1	1	2	host	gene-PA1300
gene-PA1948	15	9	2	10	0	5	host	rbsC
gene-PA0788a	1	0	0	2	2	1	host	gene-PA0788a
gene-PA0329	7	14	39	23	21	13	host	gene-PA0329
gene-PA0875	27	19	5	15	2	38	host	gene-PA0875
gene-PA2369	10	6	3	6	0	7	host	gene-PA2369
gene-PA0062	4	3	2	4	4	4	host	gene-PA0062
gene-PA0786	1	1	0	1	1	2	host	gene-PA0786
gene-PA5300	70	54	21	23	4	8	host	cycB
gene-PA0353	35	26	8	26	6	23	host	ilvD
gene-PA1262	9	4	1	10	3	9	host	gene-PA1262
gene-PA0515	6	2	0	7	0	6	host	gene-PA0515
