Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b1084	23256	22736	14625	14759	16757	18112	11430	12826	7858	9027	6004	7877	host	rne
gene-b2665	3617	3864	1879	2642	1042	1670	691	673	439	519	1287	1531	host	kbp
gene-b2506	121	117	112	172	75	93	115	128	36	44	47	46	host	yfgI
gene-b4401	17197	18051	11744	11629	11006	12486	7801	8471	5633	6334	6243	7155	host	arcA
gene-b4252	800	789	524	680	428	480	401	398	203	220	243	315	host	tabA
gene-b1799	322	491	138	234	128	158	104	169	58	116	115	180	host	dmlR
gene-b0393	2117	1835	1511	1551	1626	2021	1324	1303	708	765	512	813	host	rdgC
gene-b0420	4617	4797	3736	3782	3297	3839	2384	2634	1273	1506	1168	1714	host	dxs
gene-b4272	77	74	43	76	46	57	43	43	28	29	22	66	host	insC6
gene-b2094	1650	2283	1166	1949	867	1610	859	1695	585	1107	755	1283	host	gatA
gene-b0509	44	50	26	38	41	38	38	37	24	16	11	46	host	glxR
gene-b2553	3650	4134	2371	2746	1784	2434	2036	2071	1091	1282	1178	1147	host	glnB
gene-b2327	1789	1841	1357	1566	1232	1388	1014	1150	483	567	393	613	host	yfcA
gene-b1785	31	28	31	74	15	37	25	25	19	11	14	25	host	cdgI
gene-b2366	351	377	257	293	226	312	150	199	90	118	74	249	host	dsdA
gene-b3612	8204	9432	4828	4322	4903	4705	3420	3633	1509	2091	1234	2421	host	gpmM
gene-b1386	96	114	80	91	61	78	65	94	45	42	41	94	host	tynA
gene-b1570	122	125	118	185	93	114	200	194	57	46	50	78	host	dicA
gene-b3025	455	511	167	273	192	208	194	207	145	162	178	186	host	qseB
gene-b2545	345	350	194	216	183	242	157	161	100	107	92	145	host	yphC
gene-b0541	214	250	169	207	151	181	151	151	82	77	67	232	host	insF3
gene-b1774	35	40	29	41	39	35	25	31	20	11	11	33	host	ydjJ
gene-b4386	770	815	380	480	368	463	295	319	249	296	235	384	host	lplA
gene-b0290	221	242	154	214	140	179	134	158	94	70	84	165	host	ecpD
gene-b4321	101	103	56	103	66	91	84	61	54	46	38	101	host	gntP
gene-b2813	4682	4695	3426	3876	3598	4531	3007	3303	1325	1666	1204	1213	host	mltA
gene-b0980	328	327	204	188	159	185	114	96	60	67	66	140	host	appA
gene-b0651	241	365	179	297	212	286	206	252	100	148	118	189	host	rihA
gene-b4846	400	397	367	545	229	290	314	328	132	119	209	206	host	yrdG
gene-b2801	36	52	19	34	20	23	33	40	21	9	22	54	host	fucP
gene-b0210	452	557	342	421	255	283	260	268	134	147	193	251	host	yafE
gene-b0688	12361	12668	8128	7573	7795	8734	4535	4697	3215	3722	2994	4377	host	pgm
gene-b2140	1051	1117	973	1246	1058	1627	811	840	221	283	194	223	host	dusC
gene-b3385	7915	8081	5212	5422	5125	6122	3776	3978	2542	2950	2077	2311	host	gph
gene-b2015	346	373	296	363	172	275	170	192	86	112	113	229	host	yeeY
gene-b2570	281	249	245	302	178	181	187	174	80	79	77	188	host	rseC
gene-b1765	3957	4242	2137	2818	2096	2668	1736	1841	987	1340	1078	1475	host	ydjA
gene-b4320	478	441	347	410	323	321	360	340	133	148	120	186	host	fimH
gene-b3234	2626	2766	1410	1560	1013	1232	769	768	629	739	917	1215	host	degQ
gene-b4744	6	9	36	78	12	23	32	36	4	5	5	12	host	ynaM
gene-b1166	110	92	91	106	40	44	57	53	14	24	56	77	host	ariR
gene-b4430	15	24	45	59	17	24	35	34	6	7	11	13	host	rydB
gene-b2065	3155	2872	1990	2083	2234	2954	1444	1622	920	1011	800	1155	host	dcd
gene-b1512	177	233	117	142	83	134	109	116	62	57	61	88	host	lsrR
gene-b2762	5635	3053	4341	3103	1982	1927	331	345	3252	3951	2989	3557	host	cysH
gene-b2475	3286	3258	1678	1916	1202	1459	1448	1559	723	816	806	1020	host	ypfJ
gene-b1752	88	99	71	89	44	51	83	60	36	31	25	52	host	ydjZ
gene-b2168	277	361	249	319	207	260	97	129	75	82	106	194	host	fruK
gene-b2027	19534	17700	17104	18248	17166	21422	12651	12750	4647	4765	4504	3885	host	wzzB
gene-b3472	5556	5614	4686	5701	4075	4838	3117	2919	2058	2210	1931	2203	host	dcrB
gene-b2382	346	360	196	226	175	184	149	175	85	114	129	143	host	ypdC
gene-b2537	167	227	84	121	80	114	97	145	62	65	61	121	host	hcaR
gene-b1731	75	70	65	123	54	72	55	63	13	10	12	34	host	cedA
gene-b2105	282	321	187	286	217	308	239	304	133	131	113	122	host	rcnR
gene-b4342	892	985	547	682	402	514	504	535	302	292	302	393	host	yjiT
gene-b1673	60	72	26	49	27	51	47	35	30	15	31	70	host	ydhV
gene-b2807	1601	1645	1545	1591	1721	2147	1052	1143	387	428	333	391	host	ygdD
gene-b1580	81	90	96	159	54	98	125	103	30	33	23	38	host	rspB
gene-b3175	47193	45622	58083	66548	50497	64666	36552	38553	10651	11269	9836	9381	host	secG
gene-b4597	144	153	105	149	101	125	83	110	50	50	34	76	host	rydC
gene-b1141	335	360	315	445	270	387	393	379	203	219	216	286	host	xisE
gene-b3962	5563	5871	3127	3125	3009	3223	3886	4081	2239	2705	1602	2515	host	sthA
gene-b2358	6	10	0	4	0	1	3	2	7	1	9	21	host	yfdO
gene-T7p55	23	11	23	32	9	93	10590	17660	114354	154758	164853	204609	phage	gene-T7p55
gene-b1310	23	17	10	14	5	18	16	16	19	7	7	49	host	ycjN
gene-b1801	20	39	22	26	14	30	19	24	18	6	11	44	host	yeaV
gene-b3344	304	255	175	182	138	134	147	142	91	109	80	164	host	tusC
gene-b1390	13	21	11	13	11	18	6	14	13	3	7	37	host	paaC
gene-b2465	9074	10369	4498	5583	4235	5443	1633	1842	831	970	2127	3386	host	tktB
gene-b3433	7470	7836	5422	6002	4325	5259	3212	3457	1551	2012	1951	4729	host	asd
gene-b4162	2829	3025	1891	2392	1914	2365	1876	1966	965	1028	752	798	host	orn
gene-b0484	8175	11225	5215	7110	5631	8491	3922	5103	2497	3481	2650	3587	host	copA
gene-b0985	42	68	60	77	66	84	51	59	31	23	24	38	host	gfcC
gene-b1983	4659	4777	3729	5034	3534	4957	3875	3794	1000	1171	1253	1075	host	yeeN
gene-b0208	421	418	208	231	162	224	252	221	149	172	172	274	host	yafC
gene-b4528	28	46	26	29	39	28	20	19	13	10	12	31	host	rzoR
gene-b4268	106	137	84	79	79	96	50	71	28	29	21	50	host	idnK
gene-b1641	11817	12316	7659	9964	10026	11338	13008	12748	5310	6162	4332	5707	host	slyB
gene-b4110	160	189	76	101	92	97	79	57	35	33	40	100	host	rdcB
gene-b3820	1508	1744	1150	1260	1067	1358	967	923	533	538	472	527	host	yigI
gene-b2528	9707	8632	5512	5161	4943	6003	3427	3921	2033	2882	2419	3386	host	iscA
gene-b1957	1167	1224	786	1615	770	988	799	826	243	314	311	449	host	yodC
gene-b1477	246	319	198	252	213	211	146	177	68	115	88	130	host	yddM
gene-b0159	3499	3984	2553	3286	2595	2941	2354	2688	1335	1891	1005	1806	host	mtn
gene-b2914	6307	6571	4121	4985	4277	4930	3653	3828	1894	2394	1620	2113	host	rpiA
gene-b1554	27	34	13	31	12	22	11	17	13	9	10	26	host	rrrQ
gene-b3861	143	176	142	202	109	199	145	165	64	50	52	100	host	yihF
gene-b4306	70	68	34	46	38	60	49	61	28	38	8	88	host	yjhP
gene-b3766	5941	7728	3297	6627	1912	1785	4927	4119	1321	2114	3132	2952	host	ilvL
gene-b3049	613	637	368	717	202	280	240	224	71	114	214	283	host	glgS
gene-b2725	14	19	7	21	10	11	21	13	10	4	13	12	host	hycA
gene-b3177	1217	1108	1421	1259	1235	1576	770	836	510	530	373	571	host	folP
gene-b2515	8386	7863	5866	6052	6983	7880	4690	5191	1862	2278	1866	2610	host	ispG
gene-b2608	167327	140809	134225	108039	184350	220989	109728	138198	60200	70789	37539	41272	host	rimM
gene-b3082	246	223	173	208	172	200	126	145	53	73	92	82	host	higA
gene-b0734	432	346	337	327	278	319	209	211	112	107	84	286	host	cydB
gene-b1814	1553	1585	1799	1673	1748	2256	1000	1110	334	440	311	511	host	sdaA
gene-b2698	322	302	382	399	319	400	201	228	76	94	79	123	host	recX
gene-b4790	504	474	226	341	179	219	369	343	231	216	192	322	host	yhiY
gene-b4001	1380	1458	1007	1130	1032	1183	717	832	454	452	460	600	host	yjaH
gene-b2010	282	291	178	250	228	202	224	180	106	114	100	143	host	dacD
gene-b4833	3	2	1	2	0	2	2	5	0	1	1	4	host	kilS
gene-b0265	161	158	145	284	180	226	122	157	52	56	50	93	host	insA2
gene-b0027	6082	5933	4695	4614	4340	5234	3039	3433	1857	2194	1587	2213	host	lspA
gene-b3244	11809	12371	7776	8084	6542	8477	3528	3882	2903	3487	3633	3819	host	tldD
gene-b1226	159	161	96	122	115	161	61	89	51	52	53	71	host	narJ
gene-b2323	20664	23370	8061	10472	6989	7031	6124	7512	5172	6463	4231	7388	host	fabB
gene-b4263	1175	1256	760	1205	732	1001	542	554	313	342	371	685	host	yjgR
gene-b4589	8	6	8	11	3	3	8	2	3	2	1	13	host	ylcI
gene-b3336	3591	5636	2687	5556	2183	4551	2456	3484	855	1122	1484	1629	host	bfr
gene-b1700	21	22	15	13	5	15	9	10	4	11	8	18	host	ydiT
gene-b3478	63	91	44	80	110	143	72	74	30	21	16	78	host	nikC
gene-b3788	7702	7170	5017	5143	6059	7602	3971	4146	1590	1733	1507	1599	host	rffG
gene-b1094	70024	66812	56663	69849	53892	62131	59450	62382	23982	26133	18031	22482	host	acpP
gene-b4307	38	37	19	25	20	22	26	26	15	6	6	50	host	yjhQ
gene-b1148	157	191	126	237	121	128	151	180	57	76	78	89	host	ymfM
gene-b4768	570	620	490	668	422	452	807	720	214	298	320	366	host	ybgV
gene-b4830	796	888	992	1566	577	702	802	651	208	311	264	384	host	aceK-int
gene-b1499	16	20	14	26	8	19	13	13	11	5	4	18	host	ydeO
gene-b2150	237	290	128	193	133	244	109	221	86	149	96	173	host	mglB
gene-b4377	2783	3186	1811	2109	1395	1844	904	998	686	949	936	1287	host	yjjU
gene-T7p28	20	15	23	16	5	49	88668	114845	101328	123868	58609	68310	phage	gene-T7p28
gene-b3579	32	27	8	24	9	18	25	30	17	5	9	51	host	yiaO
gene-b1707	809	1083	894	1573	689	1233	960	1322	187	285	221	323	host	rflP
gene-b3387	3229	3108	2814	3150	2517	2977	2366	2256	867	1016	748	1044	host	dam
gene-b3997	4122	4312	2541	2788	2491	2867	1576	1834	1152	1246	968	1567	host	hemE
gene-b1873	25	39	38	48	21	35	37	34	20	13	22	34	host	torY
gene-b1751	13	14	11	17	8	19	14	9	7	1	5	19	host	ydjY
gene-b0983	135	149	78	104	122	142	93	100	44	45	44	72	host	gfcE
gene-b3536	1445	1553	981	1293	558	678	669	592	310	365	476	748	host	bcsE
gene-b0295	49	84	72	133	45	58	117	98	24	35	21	31	host	ykgL
gene-b2732	25	29	14	37	8	13	15	17	15	7	9	17	host	ygbA
gene-b4203	8880	5243	9828	8245	8968	11006	8772	8617	2262	2331	1390	3306	host	rplI
gene-b3068	898	820	512	583	366	419	294	310	214	255	246	385	host	mug
gene-b2331	1830	1908	1149	1564	1271	1647	1183	1292	596	647	599	569	host	smrB
gene-b4511	671	54	588	45	185	16	19	13	8	5	7	14	host	ybdZ
gene-b2438	134	122	79	86	77	79	56	52	35	45	32	56	host	eutK
gene-b4109	382	437	297	372	241	263	153	153	91	120	109	229	host	rdcA
gene-b4033	59	64	40	63	34	48	64	49	36	30	27	106	host	malF
gene-b0135	43	56	65	64	32	50	47	60	31	23	21	44	host	yadC
gene-b3503	53	64	44	67	28	37	46	25	36	21	14	71	host	arsC
gene-b0719	20	26	28	24	13	23	18	25	8	8	12	24	host	ybgD
gene-b2567	5564	5387	5700	5944	5619	6751	4038	3765	1367	1462	1104	1392	host	rnc
gene-b4315	2366	1917	1912	1913	2063	2232	1693	1540	537	556	424	533	host	fimI
gene-b3743	41	46	41	34	20	17	25	29	19	17	20	55	host	asnC
gene-b4534	5	3	3	3	0	1	3	0	0	1	2	1	host	ynfP
gene-b3462	4759	4742	3603	3675	3833	4099	2666	2669	1187	1370	1085	1441	host	ftsX
gene-b0963	2597	3311	1431	2000	1106	1528	1037	1174	553	691	657	709	host	mgsA
gene-b2040	1654	1403	1621	1695	1388	1810	1254	1091	279	398	312	450	host	rfbD
gene-b0772	7556	7531	4681	4993	5192	5853	3450	3723	1669	1975	1310	1532	host	ybhC
gene-b3672	989	1642	719	1678	714	915	1811	1775	231	302	281	379	host	ivbL
gene-b0616	60	70	27	33	17	30	48	26	27	28	22	76	host	citE
gene-b3065	75977	71034	71356	85760	72231	92895	72488	73012	18945	18869	14274	12923	host	rpsU
gene-b0407	17243	16683	13725	14995	13564	16590	13904	15122	5209	6010	4293	4362	host	yajC
gene-b3204	2166	2189	1550	1611	1135	1481	927	1059	486	597	601	879	host	ptsN
gene-b1508	247	257	130	175	82	121	114	112	72	79	83	109	host	hipB
gene-b4774	692	585	606	712	491	532	509	582	316	278	275	304	host	yncP
gene-b2052	66	71	40	46	54	52	44	36	22	33	29	65	host	fcl
gene-b2822	2662	2686	1629	1528	1473	1627	1209	1347	852	1048	762	1265	host	recC
gene-b3399	1330	1369	1223	1536	1137	1328	1088	1207	427	537	408	665	host	yrfG
gene-b1682	867	522	655	371	388	341	90	77	38	41	115	207	host	sufC
gene-b0765	774	897	575	653	531	585	461	523	249	298	229	326	host	modC
gene-b3725	3210	2995	1599	1736	1460	1889	799	856	381	488	534	622	host	pstB
gene-b4411	5637	6713	7075	15495	3949	6007	8050	7708	1192	1272	2105	2046	host	ecnB
gene-b1917	1783	1581	1298	1309	1032	1198	715	658	466	518	387	563	host	tcyN
gene-b1328	430	458	255	323	225	276	240	291	122	143	151	173	host	pgrR
gene-b3518	273	300	248	379	201	299	245	233	98	102	100	164	host	ccp
gene-b4748	13	7	23	47	6	23	31	25	2	4	7	5	host	ynfT
gene-b0638	106	122	114	159	81	106	113	104	36	42	31	64	host	cobC
gene-b3871	69216	57969	50206	44472	69566	67666	48042	47125	20087	21930	12214	16327	host	bipA
gene-b0056	692	696	886	1077	781	959	670	669	188	185	172	243	host	yabP
gene-b1113	438	550	330	429	361	543	254	304	99	95	113	151	host	ldtC
gene-b3717	195	214	201	314	137	130	278	238	79	57	65	105	host	cbrC
gene-b2971	107	77	102	150	92	100	70	76	28	21	23	15	host	yghG
gene-b0830	3873	3464	2512	2358	770	981	625	600	1333	1744	1535	2120	host	gsiB
gene-b1617	53	54	44	75	52	58	50	45	31	33	17	50	host	uidA
gene-b1748	1247	2484	517	1049	340	594	144	160	110	189	364	683	host	astC
gene-b0430	9052	7334	7572	5295	6531	7869	5991	6040	3062	3291	2255	3268	host	cyoC
gene-b1568	21	21	12	13	7	16	15	15	7	10	10	30	host	ydfX
gene-b2644	29	27	20	35	10	16	28	13	23	15	17	49	host	lfgB
gene-b3389	11365	11141	9434	10084	9836	10873	6716	6917	2700	2998	2269	3221	host	aroB
gene-b0689	92	86	90	134	74	95	92	79	31	23	32	41	host	ybfP
gene-b1947	10	14	6	13	5	8	9	18	13	7	6	34	host	fliO
gene-b0246	70	64	72	94	93	112	61	77	32	31	34	79	host	yafW
gene-b0096	31272	30618	28440	26419	27589	32387	20063	23495	11156	12726	8503	10682	host	lpxC
gene-b0927	5214	5834	4026	4673	3441	4569	3111	3254	1466	1850	1375	1874	host	gloC
gene-b3409	1982	1012	1916	1065	1276	536	390	261	225	191	196	299	host	feoB
gene-b4324	1127	962	695	708	665	691	672	675	354	381	293	422	host	uxuR
gene-b2833	956	1161	888	1621	648	851	1684	1433	411	448	459	582	host	ygdR
gene-b1976	206	237	103	151	80	99	115	130	51	83	66	90	host	mtfA
gene-b2102	716	748	691	850	738	930	559	622	115	117	96	109	host	yegX
gene-b1490	355	376	132	209	69	103	95	96	70	83	98	202	host	dosC
gene-b2661	3094	4420	1827	2564	1688	2774	849	1234	344	454	340	708	host	gabD
gene-b4394	956	1023	494	656	489	530	473	522	275	292	229	352	host	yjjX
gene-b0215	2070	2007	1301	1347	1370	1711	963	1015	536	529	552	571	host	dnaQ
gene-b4207	2022	2000	1537	1874	1564	1851	1263	1478	622	814	514	1071	host	fklB
gene-b0355	1047	1031	966	1044	810	1098	729	882	370	412	243	470	host	frmB
gene-b4595	2233	2670	2658	5358	1719	2130	4249	3384	502	650	547	561	host	yciY
gene-b1643	71	97	48	128	60	75	56	56	17	18	29	44	host	ydhI
gene-b4055	309	364	148	244	99	148	152	172	97	129	120	210	host	aphA
gene-b2998	18	19	28	30	19	21	28	20	10	8	6	19	host	yghW
gene-b2369	2439	2643	1694	2132	1136	1328	1219	1345	460	698	691	1003	host	evgA
gene-b1046	441	532	317	404	235	305	276	301	120	170	141	291	host	clsC
gene-b0180	15042	13303	12942	11553	14783	18331	10396	11197	3587	4004	3092	3368	host	fabZ
gene-b1686	1963	2592	1304	1823	730	1387	497	607	288	396	491	583	host	menI
gene-b4022	1514	1567	856	941	909	1145	696	714	319	403	345	444	host	rluF
gene-b0417	1198	1147	1070	1079	1272	1346	862	959	385	360	278	442	host	thiL
gene-b4318	339	329	306	290	279	284	255	270	124	89	60	119	host	fimF
gene-b1015	2150	2415	1509	2014	1267	1669	1014	1130	487	611	398	917	host	putP
gene-b1447	920	1045	592	631	487	586	334	426	207	259	246	326	host	ydcZ
gene-b0191	1306	1345	853	988	883	1136	661	629	350	413	478	469	host	arfB
gene-b3846	453	502	343	437	351	506	254	301	206	285	182	443	host	fadB
gene-b2449	321	365	235	434	159	185	294	236	92	125	144	110	host	yffR
gene-b0373	34	26	23	26	18	19	19	18	19	10	6	30	host	insE2
gene-b4749	5	13	17	26	11	16	12	10	6	4	5	3	host	ynfR
gene-b4350	1840	1870	1134	1265	861	1036	886	850	566	655	575	1061	host	hsdR
gene-b1420	1146	883	972	980	842	866	763	856	522	493	492	525	host	mokB
gene-b1063	204	202	220	335	156	169	163	147	71	99	79	132	host	yceB
gene-b4048	37	31	25	45	21	33	33	31	31	6	18	33	host	yjbM
gene-b3604	918	1032	503	630	486	621	440	502	207	280	222	276	host	lldR
gene-b4077	2423	2699	1823	2162	1674	2140	1015	1132	623	773	619	1077	host	gltP
gene-b3331	28	37	16	32	17	19	33	21	25	7	19	45	host	gspJ
gene-b1896	3483	4045	1897	2472	1228	1746	668	783	472	541	996	1548	host	otsA
gene-b3872	184	295	136	207	144	204	171	220	105	110	84	132	host	yihL
gene-b0267	33	45	14	31	15	17	46	20	21	13	11	106	host	yagA
gene-b1972	179	194	146	178	122	129	86	106	49	48	57	102	host	msrQ
gene-b2400	7353	6886	5777	5953	5386	6566	4048	4297	1883	2090	1462	2288	host	gltX
gene-b3505	723	819	440	524	454	550	436	450	259	285	162	426	host	insH11
gene-b0125	2989	2856	2651	3124	2666	3191	2785	2449	984	1017	800	1069	host	hpt
gene-b0247	53	49	49	59	66	76	47	46	39	35	25	56	host	ykfG
gene-b1486	173	335	75	228	34	68	48	57	13	34	38	120	host	ddpB
gene-b4764	1044	1377	900	1399	786	1379	1041	1156	599	905	551	898	host	sdhX
gene-b0682	104	133	147	229	115	132	158	138	46	43	33	44	host	chiQ
gene-b2448	60	62	28	35	15	29	35	29	18	14	22	26	host	yffQ
gene-b1749	4106	4427	2831	2842	2563	3173	1951	2051	1152	1488	1086	1111	host	xthA
gene-b0819	5554	5045	4289	4867	5610	5779	3685	3808	1258	1346	909	1322	host	ldtB
gene-b4778	24	18	38	43	37	42	23	24	5	12	6	7	host	yecV
gene-b3988	269691	227137	182380	143443	241571	270917	225202	274481	131431	163586	74629	94133	host	rpoC
gene-b4296	142	140	147	215	125	122	156	131	56	58	60	84	host	yjhF
gene-b2340	2841	2882	2312	2566	2638	3472	1719	2133	888	955	798	792	host	sixA
gene-b0848	294	288	163	232	147	166	173	153	99	88	93	119	host	ybjM
gene-b2236	1352	1289	844	817	1074	1226	1011	987	327	347	309	349	host	yfaE
gene-b0552	1121	1142	704	816	659	752	618	638	349	436	288	591	host	insH2
gene-b2183	4253	4585	3668	3899	4192	4737	2072	2375	801	954	825	994	host	rsuA
gene-b2406	151	155	98	128	86	128	132	137	61	54	49	92	host	xapB
gene-b0069	199	208	157	240	116	162	166	181	83	77	86	174	host	sgrR
gene-b4153	1211	1408	833	940	738	1210	368	547	295	382	378	547	host	frdB
gene-b3118	18	15	0	19	7	10	16	9	13	3	6	32	host	tdcA
gene-b2564	5681	5842	2749	2900	2839	3357	2046	2159	1505	1730	1592	1719	host	pdxJ
gene-b2918	107	74	71	125	47	70	98	126	27	45	43	96	host	argK
gene-b2710	183	210	125	146	95	144	64	90	73	49	35	127	host	norV
gene-b3911	4389	4525	2512	2712	2392	2887	1718	1791	1207	1498	1251	1836	host	cpxA
gene-b3194	1940	2025	1645	1921	1756	2262	1665	1850	838	957	585	1036	host	mlaE
gene-b4588	14	13	7	24	11	12	19	16	14	4	1	19	host	ylcH
gene-b3362	532	629	378	644	275	412	192	243	100	102	189	237	host	yhfG
gene-b0879	1995	2187	1396	1571	1130	1429	702	792	418	481	514	710	host	macB
gene-b2563	1778	1895	860	902	822	1056	587	650	436	518	506	532	host	acpS
gene-b4328	1924	2076	1261	1290	1429	1827	967	1151	726	747	545	885	host	iadA
gene-b3752	1109	1165	766	993	767	1049	554	785	366	491	337	574	host	rbsK
gene-b0645	9	10	21	24	8	28	15	27	15	7	9	16	host	ybeR
gene-b2354	99	95	55	100	53	91	73	90	30	35	41	64	host	yfdK
gene-b1286	9848	9203	6637	6456	7199	7501	4886	5230	3044	3500	1802	2851	host	rnb
gene-b2702	7	7	2	11	3	5	10	9	4	1	6	15	host	srlA
gene-b3397	4876	5120	3345	3739	3328	4100	2302	2498	1065	1259	1102	1137	host	nudE
gene-b2033	1590	1298	1462	1713	1514	1627	1516	1523	434	454	257	486	host	wbbJ
gene-b4018	2733	3063	1525	1789	1659	1886	1452	1482	822	869	705	899	host	iclR
gene-b3584	122	112	57	94	68	65	61	76	33	31	39	75	host	yiaT
gene-b2234	4764	4075	3653	3080	4968	4421	2915	2862	1184	1286	1136	1919	host	nrdA
gene-b3096	746	715	540	680	510	579	539	531	191	232	205	268	host	mzrA
gene-b2847	111	118	96	135	84	131	130	152	36	35	46	51	host	yqeI
gene-b0323	49	74	35	44	29	38	45	31	24	26	22	60	host	yahI
gene-b2825	138	123	100	124	75	119	88	85	55	53	59	70	host	ppdB
gene-b3711	413	457	271	295	285	262	261	248	144	125	92	220	host	yidZ
gene-b1057	161	192	122	194	112	144	145	177	38	66	44	74	host	yceJ
gene-b3941	1883	1985	793	1046	757	1089	618	748	247	362	193	309	host	metF
gene-b4070	168	198	68	124	82	75	98	93	87	71	59	151	host	nrfA
gene-b1167	135	119	111	134	37	46	51	44	19	41	58	62	host	ymgC
gene-b2496	4028	3427	2383	1950	1537	1473	2733	2187	2310	2303	1246	1148	host	hda
gene-b0600	449	534	154	284	184	248	217	252	118	190	109	171	host	ybdL
gene-b1546	56	41	23	37	36	37	15	31	17	14	11	28	host	tfaQ
gene-b1804	2705	2870	2108	2108	2751	3330	1669	1916	639	757	527	657	host	rnd
gene-b4548	17	18	9	20	13	11	13	9	9	9	11	29	host	ypjJ
gene-b3358	950	1004	653	870	436	489	646	598	315	295	277	452	host	yhfK
gene-b0748	21239	18000	27235	28078	25171	29266	13795	16983	4629	5869	3458	3432	host	lysZ
gene-b3366	135	119	92	106	53	65	105	102	55	49	23	44	host	nirD
gene-b3593	879	905	541	694	556	704	659	567	343	356	274	759	host	rhsA
gene-b3099	11500	11632	7324	8172	6671	8786	3579	4445	1991	2238	2825	4283	host	yqjE
gene-b2594	6117	6046	5004	4931	6372	8112	3719	4144	1487	1579	1424	1447	host	rluD
gene-b1991	1255	1466	852	934	525	739	497	437	281	369	385	480	host	cobT
gene-b2106	177	156	131	125	99	75	68	57	44	34	39	46	host	rcnA
gene-b4005	23403	20813	13494	11666	6520	7242	7789	7570	7127	7505	3914	4886	host	purD
gene-b0360	65	68	43	64	38	47	43	31	28	21	24	79	host	insC1
gene-b1725	1319	1315	1054	1180	893	1082	641	716	247	285	341	592	host	yniA
gene-b1217	399	419	267	505	219	361	197	232	45	65	135	144	host	chaB
gene-b2994	384	423	285	340	268	304	302	295	174	171	138	314	host	hybC
gene-b0019	2220	2256	1886	2358	1737	2085	1404	1447	580	673	567	1122	host	nhaA
gene-b0226	607	631	569	893	425	501	725	757	218	298	202	288	host	dinJ
gene-b3033	1427	1521	1087	1218	925	1008	1000	945	434	536	484	625	host	yqiB
gene-b0844	819	868	520	565	405	431	366	390	215	281	270	343	host	ybjI
gene-b4781	567	712	509	674	282	327	402	461	92	154	220	192	host	evgL
gene-b1234	1274	1495	962	1261	762	1048	662	651	272	294	335	609	host	rssA
gene-b2836	3126	3188	1867	1983	1561	1933	1286	1514	785	995	848	1138	host	aas
gene-b3748	219	397	239	479	275	564	426	912	274	386	186	523	host	rbsD
gene-b2957	468	512	625	686	740	996	381	377	185	209	161	237	host	ansB
gene-b2900	391	412	260	397	249	296	292	390	136	177	151	160	host	yqfB
gene-b1211	2021	1955	1799	2049	2258	2929	1293	1525	401	459	333	503	host	prfA
gene-b0887	1071	1047	715	767	764	700	621	550	222	273	166	389	host	cydD
gene-b1755	212	265	174	219	143	171	138	124	74	64	54	157	host	ynjC
gene-b3100	7060	7786	4857	5826	4179	5831	2443	3226	1350	1441	1622	2560	host	yqjK
gene-b3899	44	64	28	58	23	41	46	29	57	15	28	114	host	frvB
gene-b4669	361	430	284	454	183	243	106	148	78	100	146	118	host	ilvX
gene-b2054	11	16	14	16	11	13	14	10	9	10	8	18	host	wcaF
gene-b4417	82	125	124	159	96	134	140	108	26	34	23	42	host	rybB
gene-b3357	3921	4302	2431	2546	1650	2278	1535	1677	1156	1335	1346	1985	host	crp
gene-b1220	337	405	241	303	218	251	163	186	114	123	91	193	host	ychO
gene-b0217	67	72	202	251	158	217	79	94	36	24	25	49	host	yafT
gene-b4140	481	568	494	684	377	471	308	358	186	177	264	339	host	fxsA
gene-b4331	82	83	50	61	39	51	87	94	45	56	43	86	host	kptA
gene-b4785	10	12	12	24	13	8	20	14	3	7	4	6	host	yqgH
gene-b3778	4332	4490	3645	3915	3991	5138	2700	3010	1315	1458	976	1110	host	rep
gene-b0037	213	268	189	249	168	169	179	149	115	100	88	155	host	caiC
gene-b2455	56	60	28	30	30	50	40	31	23	11	15	52	host	eutE
gene-b2873	50	69	30	49	15	21	37	40	43	28	18	75	host	hyuA
gene-b4346	732	751	455	566	463	518	637	710	260	268	225	280	host	mcrB
gene-b1098	1772	1990	1591	1582	1641	1990	1052	1111	430	601	407	533	host	tmk
gene-b3915	2562	2765	2189	3009	1765	2033	2184	1976	728	825	850	1064	host	fieF
gene-b3495	514	502	383	398	160	141	195	199	127	197	211	631	host	uspA
gene-b1850	3412	3091	2130	2006	2320	2536	1650	1781	1011	1058	709	1225	host	eda
gene-b0733	1005	912	838	846	599	799	448	500	216	235	187	415	host	cydA
gene-b1541	27	26	54	72	38	50	24	44	11	10	8	27	host	ydfZ
gene-b1560	26	32	41	61	30	45	28	41	20	20	16	44	host	ydfU
gene-b1635	1414	1944	719	1182	642	875	557	750	428	621	549	766	host	gstA
gene-b3468	161	132	88	107	73	81	81	67	56	37	37	146	host	yhhN
gene-b3076	131	134	56	117	60	69	126	91	77	38	46	150	host	ebgA
gene-b0547	12	19	1	16	3	14	9	12	13	6	4	28	host	ybcN
gene-b1105	490	423	269	324	201	250	206	172	147	176	123	302	host	lpoB
gene-b1358	15	25	14	16	12	12	8	11	4	4	7	14	host	ydaT
gene-b2030	1019	1145	657	775	679	670	576	690	393	451	311	610	host	insH7
