Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1004	242	277	114	164	320	236	69	83	34	49	38	160	host	nadA
gene-PA4465	230	231	198	149	239	183	40	37	28	20	15	77	host	gene-PA4465
gene-PA2509	3	0	9	2	2	118	0	0	15	0	1	133	host	catB
gene-PA4704	158	145	56	90	132	190	11	27	19	15	14	131	host	cbpA
gene-PA2671	17	23	23	8	16	152	2	4	17	0	5	151	host	gene-PA2671
gene-PA2271	13	13	9	1	5	59	0	0	5	1	1	83	host	gene-PA2271
gene-PA3931	8	10	44	16	25	182	4	1	29	1	0	120	host	gene-PA3931
gene-PA0845	36	22	59	8	18	1217	8	9	44	5	1	302	host	gene-PA0845
gene-PA3242	31	32	31	42	57	114	9	15	10	8	5	226	host	gene-PA3242
gene-PA2719	9	15	10	6	12	81	0	2	7	1	1	131	host	gene-PA2719
gene-PA4660	102	73	1051	79	111	283	30	18	114	15	5	1351	host	phr
gene-PA2206	38	29	25	16	23	146	2	7	10	4	4	148	host	gene-PA2206
gene-PA0422	195	493	115	303	399	232	48	62	18	18	14	224	host	gene-PA0422
gene-PA1201	64	60	29	37	34	113	6	4	13	3	4	153	host	gene-PA1201
gene-PA2660	21	20	14	7	13	89	3	9	11	0	0	157	host	gene-PA2660
gene-PA4513	274	277	11424	35	56	7853	12	19	31	8	1	313	host	gene-PA4513
gene-PA0611	92	74	38	59	59	151	20	15	18	6	7	148	host	prtR
gene-PA1319	7	6	20	12	9	132	2	5	11	7	3	71	host	cyoC
gene-PA0868	30	50	17	91	147	74	8	11	6	11	7	30	host	gene-PA0868
gene-PA2985	18	16	8	8	23	91	1	5	8	4	3	71	host	gene-PA2985
gene-PA2205	25	21	26	10	13	116	3	3	9	3	3	121	host	gene-PA2205
gene-PA0068	151	78	41	41	39	123	9	9	7	5	1	325	host	gene-PA0068
gene-PA2220	22	42	44	9	16	198	1	6	23	1	2	112	host	gene-PA2220
gene-PA4355	3	6	48	4	5	129	0	1	20	2	0	174	host	gene-PA4355
gene-PA1357	126	107	15	26	40	58	5	10	3	5	2	154	host	gene-PA1357
gene-PA0678	2	2	6	3	0	34	0	0	3	2	0	47	host	gene-PA0678
gene-PA1741	25	35	9	16	27	52	8	8	10	6	7	71	host	gene-PA1741
gene-PA0391	234	163	65	61	77	275	18	11	41	3	7	407	host	gene-PA0391
gene-PA2034	1010	470	21	123	150	39	27	17	3	8	11	43	host	gene-PA2034
gene-PA1739	7	8	15	6	8	91	2	2	15	2	1	61	host	gene-PA1739
gene-PA2454	35	15	18	27	43	105	6	2	21	1	2	130	host	gene-PA2454
gene-PA5005	519	779	871	857	1322	557	184	211	55	148	68	280	host	gene-PA5005
gene-PA4274	517	1070	1355	1333	2057	1364	428	499	1365	339	196	187	host	rplK
gene-PA1809	47	33	28	38	46	130	10	12	12	17	11	60	host	gene-PA1809
gene-PA4363	39	20	20	7	13	111	4	3	19	2	0	153	host	iciA
gene-PA1992	111	76	27	72	62	145	5	6	11	1	2	274	host	ercS
gene-PA4905	11	12	20	10	11	80	2	1	12	1	0	136	host	vanB
gene-PA4948	528	411	95	158	207	195	82	118	24	37	38	187	host	gene-PA4948
gene-PA2071	389	290	134	98	133	293	29	26	38	8	13	133	host	fusA2
gene-PA4901	7	4	30	1	8	126	0	0	14	0	1	309	host	mdlC
gene-PA3723	134	81	51	35	62	160	13	9	18	4	4	307	host	gene-PA3723
gene-PA2541	124	139	38	124	186	117	37	41	18	20	11	104	host	gene-PA2541
gene-PA3911	8	1	14	3	6	83	0	2	6	0	0	136	host	gene-PA3911
gene-PA5077	329	349	169	443	517	492	69	65	62	33	18	511	host	mdoH
gene-PA5434	23	31	54	9	18	277	5	2	40	3	1	261	host	mtr
gene-PA1937	42	31	21	8	19	64	4	7	6	3	1	32	host	gene-PA1937
gene-PA2588	19	22	29	7	7	120	4	5	13	3	2	114	host	gene-PA2588
gene-PA1195	13	7	18	5	11	86	2	2	10	2	1	93	host	gene-PA1195
gene-PA4974	198	154	413	106	176	8353	33	44	3713	35	26	359	host	gene-PA4974
gene-PA5279	137	116	117	96	120	184	19	28	36	20	7	199	host	gene-PA5279
gene-PPLUZ19_gp4	1	0	17	20148	19534	57382	31241	26378	4834	9343	8545	10403	phage	gp4
gene-PA5285	1101	716	3662	180	278	337	82	1344	265	74	74	160	host	gene-PA5285
gene-PA3719	3	3	3	4	3	33	0	3	5	0	0	51	host	armR
gene-PA1475	39	35	11	45	51	96	10	10	12	9	10	119	host	ccmA
gene-PA5554	4977	9084	4186	3734	7028	3024	1286	1625	318	1042	621	438	host	atpD
gene-PA3235	138	125	29	73	127	63	8	3	8	1	3	109	host	gene-PA3235
gene-PA5063	47	57	63	55	56	218	8	14	17	12	11	176	host	ubiE
gene-PA0433	33	38	16	2	7	60	1	2	12	2	4	174	host	gene-PA0433
gene-PA1573	101	78	32	64	80	95	12	13	12	9	7	93	host	gene-PA1573
gene-PA0604	356	295	132	316	435	269	57	70	41	18	15	217	host	gene-PA0604
gene-PA2553	1088	703	264	1224	1374	232	160	82	5	25	29	180	host	gene-PA2553
gene-PA5157	9	10	20	5	8	166	3	0	22	3	0	186	host	gene-PA5157
gene-PA0916	25	21	1245	25	36	446	19	29	44	22	14	48	host	gene-PA0916
gene-PA3382	2	0	19	0	2	166	0	0	7	0	0	333	host	phnE
gene-PA4693	189	262	74	214	256	266	53	53	36	34	24	220	host	pssA
gene-PA0232	24	14	29	11	13	74	2	2	11	1	2	176	host	pcaC
gene-PA5217	766	990	132	39	33	230	13	10	37	2	4	368	host	gene-PA5217
gene-PA0682	11	5	449	2	6	106	2	3	506	5	1	206	host	gene-PA0682
gene-PA3904	11	10	25	5	4	62	1	4	3	2	1	39	host	gene-PA3904
gene-PPLUZ19_gp42	0	0	0	75	85	22321	10	42	4013	7967	5672	69700	phage	gp42
gene-PA2783	14	15	19	9	14	181	1	4	34	2	4	318	host	gene-PA2783
gene-PA0140	131	117	186	111	160	368	47	27	28	28	28	402	host	ahpF
gene-PA5255	1195	1242	275	220	358	152	53	62	51	29	20	52	host	algQ
gene-PA2022	23	21	24	20	22	143	5	5	11	3	0	191	host	gene-PA2022
gene-PA2849	11	8	20	1	10	111	1	0	6	1	2	72	host	ohrR
gene-PA1036	135	91	26	28	53	82	7	7	8	3	3	91	host	gene-PA1036
gene-PA3692	78	59	41	103	80	183	31	13	16	11	11	262	host	lptF
gene-PA4739	180	96	36	106	103	82	19	40	7	22	10	38	host	gene-PA4739
gene-PA2474	10	11	21	13	9	153	4	3	14	1	0	263	host	gene-PA2474
gene-PA5369	60	81	273	52	91	252	32	41	688	21	13	135	host	pstS
gene-PA3792	233	275	201	125	195	329	25	29	41	17	7	313	host	leuA
gene-PA2281	25	23	23	24	33	129	12	10	10	5	6	157	host	gene-PA2281
gene-PA2311	3	3	3	0	0	30	0	1	1	1	0	33	host	gene-PA2311
gene-PA3306	62	71	18	21	28	92	4	7	13	9	4	145	host	gene-PA3306
gene-PA1576	175	95	18	84	114	94	11	19	13	11	5	155	host	gene-PA1576
gene-PA4487	163	175	91	110	162	165	21	24	22	27	17	338	host	gene-PA4487
gene-PA1791	37	52	77	47	55	229	30	39	45	29	22	159	host	gene-PA1791
gene-PA2152	27	31	30	13	16	242	4	5	27	5	1	369	host	gene-PA2152
gene-PA3006	114	132	129	32	47	138	11	9	15	11	16	92	host	psrA
gene-PA3063	26	24	31	13	17	311	3	1	35	0	1	612	host	pelB
gene-PA3670	139	136	62	28	38	275	7	5	36	8	2	407	host	gene-PA3670
gene-PA2137	3	2	10	3	2	88	1	0	10	1	0	173	host	gene-PA2137
gene-PA5376	81	82	68	76	75	302	9	13	32	12	10	376	host	gene-PA5376
gene-PA3020	56	80	37	55	90	235	17	8	27	5	7	238	host	gene-PA3020
gene-PA0663	337	439	105	193	342	241	51	61	25	57	25	154	host	gene-PA0663
gene-PA0471	159	140	21	8	10	148	4	3	12	4	3	167	host	gene-PA0471
gene-PA4705	600	525	100	459	707	131	29	25	18	29	12	278	host	gene-PA4705
gene-PA0640	120	145	84	116	231	309	101	172	66	103	66	301	host	gene-PA0640
gene-PA0277	18	12	38	9	19	123	13	17	12	10	9	204	host	gene-PA0277
gene-PA1284	39	29	51	24	36	302	7	7	34	3	2	440	host	gene-PA1284
gene-PA1291	30	25	13	13	11	101	3	3	9	3	1	135	host	gene-PA1291
gene-PA3840	689	148	133	329	98	213	52	12	24	4	16	410	host	gene-PA3840
gene-PA3071	32	38	17	19	29	67	5	9	14	5	3	140	host	gene-PA3071
gene-PA5413	202	191	69	172	195	229	35	26	20	16	19	347	host	ltaA
gene-PA1312	9	11	12	7	6	117	3	3	14	0	1	251	host	gene-PA1312
gene-PA4702	15	22	18	17	21	98	3	6	10	2	2	189	host	gene-PA4702
gene-PA2639	91	138	212	329	434	592	85	111	56	53	36	306	host	nuoD
gene-PA4902	7	7	16	5	7	135	1	3	25	0	1	138	host	gene-PA4902
gene-PA1216	0	2	23	2	3	134	2	2	9	0	0	223	host	gene-PA1216
gene-PA4015	41	32	29	36	33	189	4	5	20	4	3	210	host	gene-PA4015
gene-PA2918	42	37	32	22	34	163	9	8	31	8	2	219	host	gene-PA2918
gene-PA1631	41	18	24	11	14	146	1	1	21	1	1	194	host	gene-PA1631
gene-PA4490	15	29	31	20	39	179	8	26	13	8	7	286	host	gene-PA4490
gene-PA3956	26	21	15	5	18	96	1	2	14	0	0	4794	host	gene-PA3956
gene-PA0527	158	102	72	30	60	183	18	23	25	13	8	190	host	dnr
gene-PA1437	63	42	20	22	21	101	2	7	17	1	2	121	host	gene-PA1437
gene-PA2815	101	94	63	48	67	331	20	16	36	5	5	643	host	gene-PA2815
gene-PA5054	43	45	263	50	76	330	17	17	38	9	14	654	host	hslU
gene-PA5504	53	58	37	111	105	202	15	21	22	8	10	230	host	gene-PA5504
gene-PA3362	24	21	30	14	25	123	3	8	14	2	2	66	host	gene-PA3362
gene-PA5363	285	273	91	129	228	243	29	28	17080	24	18	254	host	gene-PA5363
gene-PA3995	17	9	22	9	13	221	1	2	33	0	0	192	host	gene-PA3995
gene-PA4955	51	38	55	17	15	222	6	2	21	5	3	370	host	gene-PA4955
gene-PA1942	4	2	15	6	5	48	2	2	6	1	1	43	host	gene-PA1942
gene-PA5099	23	13	48	9	10	427	2	4	165	1	4	544	host	gene-PA5099
gene-PA1807	61	51	67	97	86	243	16	11	28	14	22	194	host	gene-PA1807
gene-PA2475	36	35	26	20	24	159	8	8	24	5	2	354	host	gene-PA2475
gene-PA4148	2	9	23	2	6	98	1	2	7	1	1	133	host	gene-PA4148
gene-PA0395	426	489	115	215	362	190	40	46	40	19	15	116	host	pilT
gene-PPLUZ19_gp7	0	0	19	5452	5395	43220	29231	26036	5068	9346	8153	9767	phage	gp7
gene-PA4937	1326	1119	734	1688	1947	2244	262	243	66	52	45	484	host	rnr
gene-PA1105	85	53	139	50	66	82	7	12	6	3	6	49	host	fliJ
gene-PA5128	215	313	98	299	373	271	92	121	18	51	42	123	host	secB
gene-PA1467	39	19	19	30	32	90	5	3	10	0	3	132	host	gene-PA1467
gene-PA1471	18	7	10	9	8	101	3	4	9	1	1	157	host	gene-PA1471
gene-PA4509	64	45	18	25	30	106	6	8	379	3	2	283	host	gene-PA4509
gene-PA1839	16	10	21	14	30	127	9	16	10	7	3	183	host	gene-PA1839
gene-PA1420	55	15	8	28	16	71	3	6	9	0	1	132	host	gene-PA1420
gene-PA0534	19	18	54	14	44	203	2	3	21	4	1	449	host	gene-PA0534
gene-PA2884	77	66	47	38	37	155	5	11	24	8	6	220	host	gene-PA2884
gene-PA3140	47	22	47	20	31	411	9	10	40	5	4	117	host	gene-PA3140
gene-PA3890	24	14	865	7	14	173	0	4	347	2	1	178	host	gene-PA3890
gene-PA2056	18	9	11	3	6	102	1	3	10	2	1	204	host	gene-PA2056
gene-PA3844	74	61	29	18	30	175	2	2	17	2	1	219	host	gene-PA3844
gene-PA5236	243	183	261	146	198	161	22	12	21	10	8	138	host	gene-PA5236
gene-PA2750	24	15	11	13	22	52	1	4	11	4	2	20	host	gene-PA2750
gene-PA2860	84	96	27	56	78	92	26	36	18	22	16	127	host	gene-PA2860
gene-PA0031	46	49	50	12	22	241	9	5	35	5	9	280	host	betC
gene-PA1062	107	70	195	41	81	124	12	6	17	8	7	181	host	gene-PA1062
gene-PA2230	31	26	12	23	54	68	5	6	6	5	3	130	host	gene-PA2230
gene-PA1199	210	222	21	47	66	45	7	15	8	10	5	113	host	gene-PA1199
gene-PA4769	174	183	57	103	268	289	25	36	31	18	15	228	host	gene-PA4769
gene-PA4515	48	54	28	24	23	164	5	8	25	5	2	177	host	gene-PA4515
gene-PA4397	12	15	8	4	9	78	3	4	6	3	0	153	host	panE
gene-PA5080	86	87	36	25	54	258	11	20	29	8	4	335	host	gene-PA5080
gene-PA2276	9	10	10	13	18	110	5	5	9	5	1	95	host	gene-PA2276
gene-PA3892	14	19	27	7	6	192	0	1	23	0	0	245	host	gene-PA3892
gene-PA2324	4	6	15	6	3	80	1	1	12	2	0	186	host	gene-PA2324
gene-PA5246	48	39	1751	48	62	667	10	7	20	3	2	154	host	gene-PA5246
gene-PPLUZ19_gp26	0	2	56	5	15	28796	15449	28118	179540	270275	213537	272516	phage	gp26
gene-PA4555	100	83	60	155	168	150	49	38	25	8	11	68	host	pilY2
gene-PA1282	4	7	11	7	4	104	2	1	11	1	0	178	host	gene-PA1282
gene-PA1382	152	155	142	66	137	384	27	42	85	28	21	227	host	gene-PA1382
gene-PA0998	2003	2089	713	1136	1270	436	221	151	37	61	74	125	host	pqsC
gene-PA3031	387	542	153	384	475	205	88	94	15	40	29	61	host	gene-PA3031
gene-PA2925	7	1	12	4	4	127	0	0	15	1	1	151	host	hisM
gene-PA4494	245	455	346	157	334	334	52	56	35	37	23	304	host	roxS
gene-PA2200	190	168	54	145	249	199	26	38	15	23	13	147	host	gene-PA2200
gene-PA2720	80	84	33	47	86	90	11	11	11	11	7	92	host	gene-PA2720
gene-PA0512	1	1	16	0	1	84	0	1	16	0	1	150	host	gene-PA0512
gene-PA4866	23	25	20	6	11	93	3	2	11	1	3	351	host	gene-PA4866
gene-PA0910	18	32	10	22	45	84	15	12	10	11	3	50	host	gene-PA0910
gene-PA5383	17	15	35	6	8	219	4	1	33	5	6	378	host	gene-PA5383
gene-PA2070	22	19	53	13	17	335	4	6	35	2	2	523	host	gene-PA2070
gene-PA1258	2	3	27	5	4	136	0	1	18	1	0	301	host	gene-PA1258
gene-PA3226	73	47	40	46	58	163	9	2	14	7	2	125	host	gene-PA3226
gene-PA4256	2489	4050	8368	1908	3918	3173	1114	1606	320	745	417	347	host	rplP
gene-PA0806	13	7	20	6	11	80	1	2	5	1	0	83	host	gene-PA0806
gene-PA3665	61	39	19	33	38	56	14	8	8	4	4	111	host	gene-PA3665
gene-PA0680	5	7	14	1	4	67	1	0	73	1	1	133	host	gene-PA0680
gene-PA1764	22	22	20	29	29	206	2	4	29	2	2	242	host	gene-PA1764
gene-PA1080	247	199	209	483	368	293	67	30	37	15	30	258	host	flgE
gene-PA4913	78	93	76	68	88	249	11	13	33	4	4	261	host	gene-PA4913
gene-PA1522	65	43	10	35	40	88	8	13	10	3	5	74	host	gene-PA1522
gene-PA5183	18	17	17	13	22	58	6	2	6	2	2	39	host	gene-PA5183
gene-PA3468	109	86	72	69	79	282	12	10	28	9	4	403	host	gene-PA3468
gene-PA1176	10	12	10	2	6	31	1	0	3	1	0	26	host	napF
gene-PA5495	98	99	129	71	123	185	20	20	23	13	11	63	host	thrB
gene-PA1756	24	18	28	14	15	150	7	4	19	5	6	48	host	cysH
gene-PA3948	28	58	128	35	56	155	9	6	24	9	6	243	host	rocA1
gene-PA0591	38	30	24	30	35	98	6	16	8	5	7	218	host	gene-PA0591
gene-PA2732	900	1226	627	776	1307	971	108	130	92	47	41	300	host	gene-PA2732
gene-PA0718	9	15	22	11	7	208	5	3	176	6	8	177	host	gene-PA0718
gene-PA0800	14	25	9	3	7	69	0	5	11	1	3	109	host	gene-PA0800
gene-PA2880	2	1	13	3	1	109	1	1	16	0	0	83	host	gene-PA2880
gene-PA1057	25	31	19	28	39	107	6	3	14	2	2	149	host	gene-PA1057
gene-PA1293	96	108	75	65	85	199	21	20	27	9	9	210	host	gene-PA1293
gene-PA3757	8	1	37	1	3	237	0	1	26	1	0	258	host	gene-PA3757
gene-PA4228	190	162	196	352	261	305	27	16	69	8	12	483	host	pchD
gene-PA4914	17	9	35	3	3	272	2	2	24	0	2	301	host	gene-PA4914
gene-PA4596	9	8	2010	18	20	128	9	3	24	0	0	245	host	gene-PA4596
gene-PA1453	836	504	114	247	372	192	42	55	12	27	29	226	host	flhF
gene-PA5453	970	681	111	369	441	233	40	22	29	4	13	174	host	gmd
gene-PA0217	39	23	41	10	20	265	4	4	23	3	0	236	host	gene-PA0217
gene-PA2933	6	3	21	7	5	85	1	0	17	3	0	131	host	gene-PA2933
gene-PA0795	1342	672	609	524	398	341	46	28	1787	16	23	410	host	prpC
gene-PA1547	25	18	13	8	16	67	2	2	3	4	0	104	host	gene-PA1547
gene-PA0168	108	62	15	6	17	48	3	4	6	4	3	111	host	gene-PA0168
gene-PA3078	60	55	38	134	204	172	20	10	22	6	6	418	host	gene-PA3078
gene-PA0702	18	11	660	11	15	105	5	3	469	4	0	296	host	gene-PA0702
gene-PA4364	4	5	7	4	1	5727	1	0	10	0	0	100	host	gene-PA4364
gene-PA1015	54	55	30	15	36	128	7	12	55	6	3	130	host	gene-PA1015
gene-PA1738	31	40	22	8	15	102	5	9	15	1	3	266	host	gene-PA1738
gene-PA0647	117	150	89	68	114	227	36	55	28	30	18	85	host	gene-PA0647
gene-PA2171	5	3	11	2	0	64	0	1	6	0	0	60	host	gene-PA2171
gene-PA1442	203	187	46	91	157	109	22	22	13	17	15	51	host	gene-PA1442
gene-PA1700	157	42	4	80	18	34	32	7	6	4	5	32	host	gene-PA1700
gene-PA2055	6	1	14	6	5	58	1	0	8	1	0	75	host	gene-PA2055
gene-PA4620	7	7	25	10	26	90	3	3	20	2	0	91	host	gene-PA4620
gene-PA3291	12	27	78	6	25	423	1	4	38	2	1	218	host	gene-PA3291
gene-PA4918	30	29	147	4	13	124	3	3	20	0	1	247	host	gene-PA4918
gene-PA2049	128	102	48	43	81	165	9	15	20	7	5	328	host	gene-PA2049
gene-PA0892	238	460	151	188	301	196	32	31	25	7	8	144	host	aotP
gene-PA2058	4	5	22	2	0	153	0	0	22	0	1	346	host	gene-PA2058
gene-PA5410	15	13	45	4	15	270	2	5	38	0	2	207	host	gbcA
gene-PA1268	5	6	9	0	1	63	0	0	7	0	0	140	host	gene-PA1268
gene-PA1200	83	64	13	21	40	58	9	10	6	1	2	166	host	gene-PA1200
gene-PA4423	96	102	1616	95	132	302	33	33	40	13	15	408	host	gene-PA4423
gene-PA1776	1040	2294	1642	2280	4470	2226	538	938	118	349	177	141	host	sigX
gene-PA4990	52	31	272	28	19	88	12	4	333	3	5	89	host	gene-PA4990
gene-PA1280	8	9	9	7	9	36	3	1	6	0	0	70	host	gene-PA1280
gene-PA5433	19	14	21	5	16	121	4	3	9	0	3	172	host	gene-PA5433
gene-PA1737	154	130	73	85	88	239	13	12	36	6	6	361	host	gene-PA1737
gene-PA1106	86	73	161	50	90	183	9	16	13	10	6	292	host	gene-PA1106
gene-PA3802	398	619	286	386	624	413	125	152	41	57	52	218	host	hisS
gene-PA0336	696	763	137	219	331	164	62	83	34	43	37	98	host	ygdP
gene-PA5253	1621	1101	1162	334	403	1882	91	76	3064	70	45	7138	host	algP
gene-PA1728	84	108	60	52	86	68	17	20	17	5	5	80	host	gene-PA1728
gene-PA2608	38	24	21	14	28	65	3	7	7	2	2	66	host	gene-PA2608
gene-PA1276	8	10	5	3	10	51	0	3	7	0	0	98	host	cobC
gene-PA1666	9	14	38	8	14	130	5	5	21	6	1	66	host	gene-PA1666
gene-PA1010	472	544	82	321	464	225	120	147	25	88	67	142	host	dapA
gene-PA4566	654	600	288	509	824	445	114	171	64	95	57	283	host	obg
gene-PA5230	55	58	1021	31	81	413	5	10	647	9	5	194	host	gene-PA5230
gene-PA4384	6	7	29	4	7	165	1	0	22	2	1	129	host	gene-PA4384
gene-PA1642	125	131	40	82	95	195	37	40	15	25	18	250	host	selD
gene-PA0337	972	783	220	313	425	392	58	89	65	39	32	518	host	ptsP
gene-PA4825	13	16	49	11	9	458	1	2	48	3	2	635	host	mgtA
gene-PA0808	33	20	11	19	25	86	6	9	15	5	0	156	host	gene-PA0808
gene-PA0944	87	99	44	98	150	187	32	44	19	24	21	122	host	purN
gene-PA2390	667	616	127	621	930	274	124	176	27	72	55	260	host	pvdT
gene-PA3523	2	12	21	5	3	161	1	2	15	0	2	359	host	gene-PA3523
gene-PA4130	23	19	1753	8	20	385	10	9	49	7	3	459	host	gene-PA4130
gene-PA0936	118	109	59	91	121	211	35	31	27	17	11	95	host	lpxO2
gene-PA1366	170	165	115	71	143	203	23	18	21	9	7	127	host	gene-PA1366
gene-PA5465	70	58	22	38	94	153	12	12	8	4	5	151	host	gene-PA5465
gene-PA2703	5	8	20	5	5	50	4	11	7	3	2	66	host	gene-PA2703
gene-PA0729.1	13	42	36	25	42	129	5	6	26	4	2	49	host	gene-PA0729.1
gene-PA0779	108	66	7022	105	106	2143	27	17	84	12	12	395	host	gene-PA0779
gene-PA1962	1	5	11	1	2	90	0	1	9	0	1	179	host	azoR2
gene-PA4162	68	63	88	20	29	94	5	12	16	1	3	139	host	gene-PA4162
gene-PA1555.1	8	29	477	9	25	365	2	5	8	6	3	48	host	ccoQ2
gene-PA4767	133	140	28	78	127	118	22	25	19	20	16	87	host	gene-PA4767
gene-PA0204	12	8	41	11	6	201	2	4	25	2	0	138	host	gene-PA0204
gene-PA5475	24	34	269	11	19	166	1	2	9	0	0	144	host	gene-PA5475
gene-PA3367	27	32	33	28	35	114	7	13	21	5	2	69	host	gene-PA3367
gene-PA3797	179	192	41	82	140	139	19	24	16	14	11	146	host	gene-PA3797
gene-PA3389	1	2	20	1	0	122	1	1	24	0	1	60	host	gene-PA3389
gene-PA5221	143	102	158	87	140	118	16	13	22	7	6	240	host	gene-PA5221
gene-PA2952	3690	2714	726	1214	1312	483	287	232	90	149	172	227	host	etfB
gene-PA4883	1	0	20	2	4	144	0	1	11	0	0	233	host	gene-PA4883
gene-PA4134	11	12	49	6	17	110	2	7	6	4	2	161	host	gene-PA4134
gene-PA4089	15	12	11	5	1	62	1	0	11	2	0	77	host	gene-PA4089
gene-PA3990	2	2	25	5	2	144	0	2	14	1	0	176	host	gene-PA3990
gene-PA5464	99	84	51	89	128	252	16	22	33	9	6	415	host	gene-PA5464
gene-PA1394	5	0	3	1	5	34	1	1	3	1	0	29	host	gene-PA1394
gene-PA2967	856	1208	746	1699	2978	1171	642	946	28	337	163	124	host	fabG
gene-PA0651	414	362	91	324	438	190	51	47	30	29	31	118	host	trpC
gene-PA1174	28	29	79	18	34	386	4	9	31	6	3	526	host	napA
gene-PA3900	49	39	12	3	6	35	0	1	108	1	0	56	host	gene-PA3900
gene-PA4360a	3	2	1	3	1	19	1	1	1	1	0	48	host	gene-PA4360a
gene-PA4227	842	729	55	99	114	161	22	12	24	5	9	290	host	pchR
gene-PA2278	5	2	8	2	4	102	1	3	8	2	0	136	host	arsB
gene-PA4252	1735	4180	3622	1649	3828	3217	880	1331	435	681	396	452	host	rplX
gene-PA2241	21	10	8	20	20	85	7	3	7	0	2	170	host	pslK
gene-PA0212	5	5	20	2	18	56	1	4	10	1	0	110	host	mdcE
gene-PA3419	19	13	17	8	8	121	2	2	11	3	1	168	host	gene-PA3419
gene-PA3807	801	1247	394	1185	2002	1322	359	503	111	240	132	108	host	ndk
gene-PA0924	48	42	744	25	33	1005	6	13	86	13	11	206	host	gene-PA0924
gene-PA3505	13	9	12	12	10	74	2	6	9	0	1	113	host	gene-PA3505
gene-PA2054	16	11	13	10	8	63	3	2	6	0	1	92	host	cynR
gene-PA2207	5	3	24	6	3	160	1	0	20	0	1	295	host	gene-PA2207
gene-PA3874	13	7	401	10	7	1789	2	1	27484	0	1	294	host	narH
gene-PA4392	58	104	14	20	39	96	14	10	8	7	4	60	host	gene-PA4392
gene-PA5222	94	115	20	70	125	72	9	11	274	7	7	173	host	gene-PA5222
gene-PA5524	64	63	53	25	37	123	9	14	29	8	4	208	host	gene-PA5524
gene-PA2638	148	213	263	545	908	415	158	191	32	102	61	94	host	nuoB
gene-PA3089	24	12	10	3	11	55	2	3	9	0	0	64	host	gene-PA3089
gene-PA3106	398	304	57	202	310	194	72	70	14	33	27	334	host	gene-PA3106
gene-PA3100	199	132	38	101	122	96	7	12	10	8	4	122	host	xcpU
gene-PA0879	11	11	16	7	7	202	1	0	15	2	0	298	host	gene-PA0879
gene-PA2853	8875	7892	3628	6041	8486	3062	2269	2436	280	1074	722	316	host	oprI
gene-PA5125	121	66	135	57	67	278	17	19	19	7	7	317	host	ntrC
gene-PA2097	12	12	25	10	18	137	2	0	13	0	0	168	host	gene-PA2097
gene-PA3194	520	891	251	330	748	360	30	35	37	24	12	402	host	edd
gene-PA0503	73	80	19	82	164	71	17	17	9	8	1	109	host	gene-PA0503
gene-PA1255	3	4	6	2	2	137	1	0	15	0	0	346	host	gene-PA1255
gene-PA3122	112	80	43	38	41	187	7	6	9	2	4	386	host	gene-PA3122
gene-PA3514	19	13	17	4	10	151	1	2	11	0	0	332	host	gene-PA3514
gene-PA0239	11	8	31	12	5	221	1	1	18	1	3	377	host	gene-PA0239
gene-PA0089	40	63	68	47	94	236	6	21	25	10	6	318	host	gene-PA0089
gene-PA4874	645	310	53	131	197	168	32	28	14	12	11	226	host	gene-PA4874
gene-PA2744	2743	3672	1050	3093	4574	1725	632	853	132	397	281	304	host	thrS
gene-PA3480	111	134	53	96	158	174	38	44	25	32	21	85	host	gene-PA3480
gene-PA4414	619	599	210	419	683	287	46	66	26	42	20	352	host	murD
gene-PA0172	45	69	48	19	43	287	5	5	40	3	3	395	host	gene-PA0172
gene-PA2289	192	187	66	172	241	300	19	33	36	9	10	351	host	gene-PA2289
gene-PA3433	25	20	23	14	20	154	4	7	18	4	2	220	host	gene-PA3433
gene-PA0749	66	57	32	21	53	1517	5	18	120	10	6	365	host	gene-PA0749
gene-PA2991	629	747	192	524	825	308	113	127	48	87	62	153	host	sth
gene-PA4437	28	26	16	25	41	156	9	4	26	7	1	140	host	gene-PA4437
gene-PA4567	1386	3019	678	2366	4205	1070	623	972	110	574	346	138	host	rpmA
gene-PA0017	50	40	23	74	77	117	13	16	15	8	12	209	host	gene-PA0017
gene-PA2744.1	6	17	5	24	27	25	6	6	5	4	4	28	host	gene-PA2744.1
gene-PA3662	150	135	155	30	56	109	13	18	10	8	2	124	host	gene-PA3662
gene-PA4168	240	355	41068	179	181	3082	37	29	2001	21	5	801	host	fpvB
gene-PA1638	19	29	16	11	18	109	4	3	8	4	2	230	host	gene-PA1638
gene-PA1277	10	9	21	9	21	95	2	1	11	0	0	239	host	cobQ
gene-PA0329	161	227	65	111	157	128	45	33	16	14	14	106	host	gene-PA0329
gene-PA0011	150	165	87	81	127	313	31	37	36	22	11	180	host	gene-PA0011
gene-PA4233	293	467	112	212	344	372	66	83	186	53	29	457	host	gene-PA4233
gene-PA0530	34	13	27	23	55	179	2	2	23	2	4	303	host	gene-PA0530
gene-PA0788	69	54	632	31	43	1970	11	12	696	6	4	842	host	gene-PA0788
gene-PA3178	97	56	21	25	37	49	10	8	12	6	6	54	host	gene-PA3178
gene-PA0059	30	13	18	16	7	114	2	3	13	3	1	265	host	osmC
